subcompartment	median_signal	n_bins	mark	genome_median	fold_enrichment	log2_fold	condition	tp
B.2	0.136499993443489	7265	H3K27ac	0.4741599868536	0.287877503855327	-1.7964730407704	ctrl	250831
A.2	0.585774986743927	4609	H3K27ac	0.4741599868536	1.23539523153562	0.304972667200111	ctrl	250831
B.1	0.321339990615845	3391	H3K27ac	0.4741599868536	0.677703727697843	-0.561273387893817	ctrl	250831
A.1	1.29910998833179	8558	H3K27ac	0.4741599868536	2.73981361639633	1.45407775309577	ctrl	250831
B.2	0.039514999806881	7265	H3K4me3	0.140749999403954	0.280746003369226	-1.83266260996563	ctrl	250831
A.2	0.185954999059439	4609	H3K4me3	0.140749999403954	1.32117229020901	0.40181861648807	ctrl	250831
B.1	0.0799649996161461	3391	H3K4me3	0.140749999403954	0.568134990797733	-0.815694335199787	ctrl	250831
A.1	1.41271499246359	8558	H3K4me3	0.140749999403954	10.0370514987292	3.32726361787124	ctrl	250831
B.2	0.0785800002068281	7265	ATAC	0.250435000538826	0.313774033333035	-1.67220212923437	ctrl	250831
A.2	0.290799999415875	4609	ATAC	0.250435000538826	1.16117954275641	0.215591060418704	ctrl	250831
B.1	0.16812500013411	3391	ATAC	0.250435000538826	0.671331881615507	-0.574901937120809	ctrl	250831
A.1	0.803235002018511	8558	ATAC	0.250435000538826	3.20735919615989	1.68138593204585	ctrl	250831
B.2	0.494303345009685	7265	H3K36me3	0.852693285055459	0.579696537633148	-0.786630226067078	ctrl	250831
A.2	0.936048364073038	4609	H3K36me3	0.852693285055459	1.09775505504556	0.134556177937354	ctrl	250831
B.1	0.730729982927442	3391	H3K36me3	0.852693285055459	0.856966972455888	-0.222688491007326	ctrl	250831
A.1	1.24409625704959	8558	H3K36me3	0.852693285055459	1.45901964851133	0.54499931205566	ctrl	250831
B.2	0	7265	RNA	0.102	0	NA	ctrl	250831
A.2	0.2265	4609	RNA	0.102	2.22058823529412	1.15094189807474	ctrl	250831
B.1	0.028	3391	RNA	0.102	0.274509803921569	-1.86507041991389	ctrl	250831
A.1	1.423	8558	RNA	0.102	13.9509803921569	3.80229460455499	ctrl	250831
B.2	0.585804998874664	7265	DNAmethylation	1.02427500021458	0.571921601866631	-0.80611069674729	ctrl	250831
A.2	1.14976499974728	4609	DNAmethylation	1.02427500021458	1.12251592541692	0.1667359129905	ctrl	250831
B.1	0.888200001358986	3391	DNAmethylation	1.02427500021458	0.867149936465223	-0.205646627515518	ctrl	250831
A.1	1.4721274985671	8558	DNAmethylation	1.02427500021458	1.43723853287321	0.523299520135344	ctrl	250831
B.2	0.231174999117851	7265	H3K27me1	0.37877499756217	0.610322752572673	-0.712355720415918	ctrl	250831
A.2	0.38564999884367	4609	H3K27me1	0.37877499756217	1.01815062062108	0.0259510030139273	ctrl	250831
B.1	0.233269998937845	3391	H3K27me1	0.37877499756217	0.615853740186633	-0.699340330593396	ctrl	250831
A.1	1.42346998925507	8558	H3K27me1	0.37877499756217	3.75808857083137	1.90999906867213	ctrl	250831
B.2	0.254240002572536	7265	H2AK119ub	0.63780000294745	0.398620259325217	-1.32691305986023	ctrl	250831
A.2	0.783940000042319	4609	H2AK119ub	0.63780000294745	1.2291313835364	0.297639135601236	ctrl	250831
B.1	0.545735002934933	3391	H2AK119ub	0.63780000294745	0.855652242729603	-0.224903524462517	ctrl	250831
A.1	1.07443000239134	8558	H2AK119ub	0.63780000294745	1.6845876409942	0.75239548689757	ctrl	250831
B.2	0.254719999566674	7265	H3K27me3	0.442969999402761	0.575027654040009	-0.798296755548566	ctrl	250831
A.2	0.803534998431802	4609	H3K27me3	0.442969999402761	1.81397159969112	0.859151868597679	ctrl	250831
B.1	0.623524998679757	3391	H3K27me3	0.442969999402761	1.40760096512276	0.4932384083856	ctrl	250831
A.1	0.511909999333322	8558	H3K27me3	0.442969999402761	1.15563130691358	0.208681193228709	ctrl	250831
B.2	0.0836199996322394	8018	H3K27ac	0.389904999285936	0.214462496724533	-2.22120271065916	mut	250831
B.1	0.262642499700189	3686	H3K27ac	0.389904999285936	0.673606391765139	-0.570022266868864	mut	250831
A.2	0.5547899967134	4489	H3K27ac	0.389904999285936	1.42288505592242	0.508819122195689	mut	250831
