gene	mc_diff	mc_q	mc_ctrl	mc_mut	hmc_diff	hmc_q	hmc_ctrl	hmc_mut	coordinated_pattern	combined_effect
Fzd7	0.309248325252885	6.31939833002297e-33	0.0787270346414825	0.387975359894368	0.21989670980727	3.311337215053e-20	0.0960130550374985	0.315909764844768	FALSE	0.529145035060155
Kazald1	-0.24313058966175	6.1045168677593e-36	0.429091497098105	0.185960907436355	-0.134254559517359	1.31184501740361e-20	0.199793720718831	0.065539161201472	FALSE	0.377385149179109
Syt1	0.178584373930707	1.7288823880601e-305	0.581674597977739	0.760258971908446	-0.153276499189403	2.91748902985141e-305	0.270608422358017	0.117331923168614	TRUE	0.33186087312011
Tmem238	0.203201852386588	2.5130820258608e-41	0.490809909158533	0.694011761545121	-0.11103730431399	2.86762174872958e-16	0.302210175145955	0.191172870831965	TRUE	0.314239156700577
Socs3	-0.158348002112304	0.00716160484261524	0.390789473684211	0.232441471571906	-0.134600296728443	0.0120442636521727	0.293045112781955	0.158444816053512	FALSE	0.292948298840747
Mab21l2	-0.259915342115165	5.713589713083e-70	0.4034260346944	0.143510692579235	-0.0317399587562323	3.73724007492849e-05	0.0693210512355014	0.0375810924792691	FALSE	0.291655300871397
Prxl2b	0.195075269179349	4.11066901237338e-17	0.244451374811581	0.43952664399093	-0.0932155307936366	2.5274091455253e-05	0.314318138503387	0.221102607709751	TRUE	0.288290799972986
Sap30	0.223648245148977	1.05517746248828e-24	0.310280937055226	0.533929182204203	-0.063366750647805	2.86267897350776e-05	0.168904161698017	0.105537411050212	TRUE	0.287014995796782
Ripply2	0.199727139654202	5.53152240093366e-21	0.259190101237345	0.458917240891547	-0.080176015972623	0.000109501088388827	0.357579677540307	0.277403661567684	TRUE	0.279903155626825
Gm5136	0.14109663734673	1.45757323496398e-23	0.797305202262353	0.938401839609083	-0.137362718743877	2.21553586496453e-24	0.183561339037065	0.0461986202931877	TRUE	0.278459356090607
Insm1	-0.191649149081318	1.44709232432787e-10	0.487420902224944	0.295771753143626	-0.0858085146342013	8.97893618727006e-06	0.149979587670953	0.0641710730367519	FALSE	0.277457663715519
Gclm	0.16255577172913	3.25468582541853e-115	0.567034077690269	0.729589849419399	-0.114220509656659	1.99555212460926e-81	0.256997745225972	0.142777235569313	TRUE	0.276776281385789
Gpr68	0.168075530503912	2.09388467134079e-98	0.53402230092964	0.702097831433552	-0.0984248222065737	2.23112937967176e-44	0.286418083266959	0.187993261060385	TRUE	0.266500352710485
Ly6g6e	0.14209118419368	0.000329878176657234	0.488224196689387	0.630315380883066	-0.112893556412571	0.00155969202262409	0.31980282375852	0.206909267345949	TRUE	0.254984740606251
Enkd1	0.192435835347294	1.09438948499969e-23	0.232131192322767	0.42456702767006	0.0600283980355642	0.00265744435732678	0.24663883511289	0.306667233148454	FALSE	0.252464233382858
Gdf1	-0.175345206461757	6.03412424861571e-10	0.386192379049522	0.210847172587765	-0.0747079671882218	0.00183654619830956	0.209561866704724	0.134853899516502	FALSE	0.250053173649978
Mcu	0.146649914603345	1.7288823880601e-305	0.520654179661481	0.667304094264825	-0.0983705284978336	2.91748902985141e-305	0.304400696583649	0.206030168085815	TRUE	0.245020443101178
Galnt7	0.165189019491331	1.7288823880601e-305	0.422224720368166	0.587413739859497	-0.0735406827673085	1.34526210632182e-173	0.345863718200733	0.272323035433424	TRUE	0.23872970225864
A330070K13Rik	0.170229582077092	5.42877506770584e-14	0.341937169162223	0.512166751239315	-0.0623864242371175	0.004873756610225	0.350966514534683	0.288580090297566	TRUE	0.232616006314209
Islr2	-0.190948649478111	1.2726142682683e-57	0.434337807039757	0.243389157561645	-0.0395757642088775	3.87124554198153e-06	0.132610008376025	0.0930342441671476	FALSE	0.230524413686989
Hgh1	0.130968011716207	4.67407699825468e-10	0.540684058049494	0.671652069765701	-0.0924069069042959	2.95732556832514e-09	0.219628255807657	0.127221348903361	TRUE	0.223374918620503
Hic1	-0.144847448413849	3.52254658487858e-15	0.512017405827708	0.36716995741386	-0.0775461853777726	9.39225054655227e-09	0.189902618465913	0.11235643308814	FALSE	0.222393633791621
Spry2	0.182151699462217	1.48075913660959e-65	0.0367776408768557	0.218929340339072	0.0361113949383559	6.11504201535647e-07	0.0467589850468296	0.0828703799851855	FALSE	0.218263094400572
Inafm2	0.115454084862931	7.65785975955555e-08	0.117138723922644	0.232592808785574	0.101677558587793	2.1834280280328e-05	0.147946170245165	0.249623728832958	FALSE	0.217131643450724
Ccndbp1	0.138328879836213	1.18249103955372e-28	0.455771251150314	0.594100130986526	-0.0774443707080653	4.70304096768688e-13	0.288235386127412	0.210791015419346	TRUE	0.215773250544278
Sost	-0.149158471337405	2.52171717527778e-10	0.437286813583394	0.288128342245989	-0.0642320426930944	0.000964763154678082	0.1701678715701	0.105935828877005	FALSE	0.2133905140305
Rps6ka5	0.120552612369526	1.7288823880601e-305	0.608661719524499	0.729214331894025	-0.0898473920719225	4.67843038599328e-274	0.239115895290411	0.149268503218488	TRUE	0.210400004441448
Xk	0.11651619530088	7.26212262996581e-43	0.611027491154295	0.727543686455175	-0.0932110842175962	1.18318904561614e-45	0.236420719361476	0.14320963514388	TRUE	0.209727279518476
Flrt3	0.163200566148247	9.32766743499782e-106	0.427235640963231	0.590436207111478	-0.044089958274745	1.50039860805198e-13	0.214835383021202	0.170745424746457	TRUE	0.207290524422992
Arhgap26	0.136144010156958	1.7288823880601e-305	0.573647218641605	0.709791228798562	-0.0694695486334877	2.91748902985141e-305	0.259819920630066	0.190350371996579	TRUE	0.205613558790446
Tmem64	0.146237986435619	6.86959724755514e-58	0.476143577264036	0.622381563699655	-0.0589013873693476	3.02082739470101e-12	0.321762558665044	0.262861171295697	TRUE	0.205139373804966
Tmem86b	0.1440177432778	2.58737263561359e-06	0.470341675793345	0.614359419071145	-0.0608603809161486	0.0264765422596931	0.255837693857408	0.194977312941259	TRUE	0.204878124193948
Lgi1	0.136184942866115	7.85727641701361e-130	0.572934176856655	0.709119119722771	-0.0685733133059078	1.58842818472018e-51	0.214554899450072	0.145981586144164	TRUE	0.204758256172023
Hmgcl	0.136989998577356	3.43495802365747e-49	0.426698348968317	0.563688347545674	-0.0674081220495527	2.03830312558468e-18	0.249185803116432	0.18177768106688	TRUE	0.204398120626909
Tssk5	0.133888150765865	2.49706253708681e-10	0.449345934420561	0.583234085186426	-0.0703439259491517	0.000238263751695174	0.307166868360898	0.236822942411747	TRUE	0.204232076715017
Plekhf1	0.17047720907988	1.23929784650388e-44	0.444944508321217	0.615421717401097	-0.0325665077496295	0.00331707685728435	0.252536110654848	0.219969602905219	TRUE	0.20304371682951
Inka2	0.162312595902658	7.96628628311835e-37	0.316252719438589	0.478565315341247	-0.0400494518723439	0.00196692962508856	0.321325477647696	0.281276025775352	TRUE	0.202362047775002
Rgs16	-0.150503571333307	9.30730405187143e-21	0.500284690178958	0.349781118845652	-0.0516638674833749	1.50473435063451e-05	0.177726574318933	0.126062706835559	FALSE	0.202167438816682
Sptssb	0.113419921004378	1.45123999219822e-68	0.636634581260095	0.750054502264472	-0.0874251512434813	1.59560695509072e-59	0.221917509154326	0.134492357910844	TRUE	0.200845072247859
Lrrn1	0.13145642040864	1.38355668166473e-95	0.409940924683605	0.541397345092246	-0.0688823649498744	7.98550387622969e-31	0.349990301956688	0.281107937006813	TRUE	0.200338785358515
Igip	0.0838850137351688	0.00103833987637366	0.429210242489608	0.513095256224777	-0.115990280568506	1.71019876707513e-06	0.473724233206898	0.357733952638392	TRUE	0.199875294303675
Lpcat3	0.130677141118563	2.33395847128304e-137	0.472835666058127	0.60351280717669	-0.0690902263103078	2.09018038742513e-48	0.309522867432331	0.240432641122023	TRUE	0.199767367428871
Inpp5j	0.148962556416995	1.92043846487795e-20	0.469433629959214	0.618396186376209	-0.0505044717015101	0.000355726554098524	0.25828947249428	0.20778500079277	TRUE	0.199467028118505
Lyl1	-0.134337838349676	4.13631840676316e-11	0.386297085998579	0.251959247648903	-0.0650729292141502	0.000336938359722175	0.250836886993603	0.185763957779453	FALSE	0.199410767563826
Zfp608	0.1310912606693	1.7288823880601e-305	0.437516820169419	0.568608080838719	-0.0673846444594366	2.68309616534289e-114	0.30315811743315	0.235773472973714	TRUE	0.198475905128737
Bricd5	0.0904147025931164	0.0304134933763422	0.507081686429512	0.597496389022629	-0.10763965141778	0.000725484051583041	0.24828722002635	0.14064756860857	TRUE	0.198054354010897
Max	0.142506958389267	2.37617120799054e-74	0.393393073038902	0.535900031428169	-0.0554369400278229	5.13521301169695e-14	0.330835881753313	0.27539894172549	TRUE	0.19794389841709
Mcam	0.124830611569741	9.5490402608185e-15	0.488985847595555	0.613816459165296	-0.0730715680889091	6.96562004818991e-08	0.261212669020708	0.188141100931799	TRUE	0.19790217965865
Gm17190	0.0951989441571886	0.000425316358949826	0.739805390179886	0.835004334337075	-0.10194284634211	2.02270731766461e-07	0.14626144292939	0.0443185965872799	TRUE	0.197141790499299
Syn2	0.132637877283831	2.7710151678877e-267	0.462396013856375	0.595033891140206	-0.0644215000312036	1.39349521159794e-77	0.319765941456621	0.255344441425418	TRUE	0.197059377315035
Des	0.132093603823426	2.75618491713556e-26	0.560370023093376	0.692463626916802	-0.0639564780026137	1.65549122701816e-10	0.21820202833715	0.154245550334536	TRUE	0.19605008182604
Chka	0.132498274317738	4.17071247001952e-102	0.416215637241513	0.548713911559251	-0.0625848815726836	3.48312566668507e-28	0.318356635297863	0.255771753725179	TRUE	0.195083155890422
Cd83	0.121893935915091	2.87843134260294e-44	0.573903117299396	0.695797053214487	-0.0730267731848737	1.20564734811509e-20	0.276906392332495	0.203879619147621	TRUE	0.194920709099964
Ccsap	0.119937840673216	6.65434440535947e-55	0.431381618958379	0.551319459631595	-0.0742201505743099	2.26018444217482e-26	0.326455059662429	0.252234909088119	TRUE	0.194157991247526
Abtb1	0.131785625827115	6.13074037156495e-10	0.34631990131579	0.478105527142904	-0.0621130200816293	0.00155659868329377	0.300489994517544	0.238376974435915	TRUE	0.193898645908744
Npb	-0.107232014860647	0.0203397769232264	0.258480766109398	0.151248751248751	-0.0864131323959274	0.033764081243368	0.233565979548775	0.147152847152847	FALSE	0.193645147256574
E2f3	0.105295197378657	5.21620127099414e-252	0.682660039932458	0.787955237311116	-0.0882870726020884	1.87437553789058e-234	0.222964777693468	0.13467770509138	TRUE	0.193582269980746
Rasl11b	0.136182998980564	1.24074833878315e-19	0.36165378849037	0.497836787470934	-0.0573568612466847	4.24743033291412e-05	0.298732684939581	0.241375823692897	TRUE	0.193539860227248
Wipf3	0.131405302925242	3.70812323715687e-208	0.533771409253917	0.665176712179159	-0.0594846322711554	2.7378166122495e-56	0.272015850398062	0.212531218126906	TRUE	0.190889935196397
