category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Metabolism	Glycan biosynthesis and metabolism	mmu00512	Mucin type O-glycan biosynthesis	2/27	32/11155	0.0625	25.8217592592593	6.92604363584161	0.00267589048605511	0.178112567230165	0.170943949973223	212996/270049	2
Metabolism	Glycan biosynthesis and metabolism	mmu00514	Other types of O-glycan biosynthesis	2/27	45/11155	0.0444444444444444	18.3621399176955	5.74832246500824	0.00523860491853426	0.178112567230165	0.170943949973223	212996/270049	2
Environmental Information Processing	Signal transduction	mmu04014	Ras signaling pathway	3/27	237/11155	0.0126582278481013	5.22972339428036	3.24192705664892	0.0190192346023463	0.386708338410848	0.37114422571939	14389/66922/22341	3
Human Diseases	Endocrine and metabolic disease	mmu04933	AGE-RAGE signaling pathway in diabetic complications	2/27	101/11155	0.0198019801980198	8.18115144847818	3.57094931843592	0.0245933995950724	0.386708338410848	0.37114422571939	50490/22341	2
Metabolism	Metabolism of cofactors and vitamins	mmu00785	Lipoic acid metabolism	1/27	19/11155	0.0526315789473684	21.7446393762183	4.45765776353122	0.0450357055904845	0.386708338410848	0.37114422571939	12040	1
Metabolism	Glycan biosynthesis and metabolism	mmu00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	1/27	21/11155	0.0476190476190476	19.673721340388	4.21894201295335	0.0496610528152676	0.386708338410848	0.37114422571939	234356	1
Environmental Information Processing	Signal transduction	mmu04072	Phospholipase D signaling pathway	2/27	149/11155	0.0134228187919463	5.54561272682078	2.75143625741286	0.0500326373443143	0.386708338410848	0.37114422571939	14389/66922	2
NA	NA	mmu04518	Integrin signaling	2/27	153/11155	0.0130718954248366	5.40062938755749	2.6996864914078	0.0524555972088743	0.386708338410848	0.37114422571939	57342/22341	2
Cellular Processes	Transport and catabolism	mmu04140	Autophagy - animal	2/27	167/11155	0.0119760479041916	4.94788201375028	2.53193014067958	0.0612593597514894	0.386708338410848	0.37114422571939	78610/66922	2
Metabolism	Carbohydrate metabolism	mmu00640	Propanoate metabolism	1/27	31/11155	0.032258064516129	13.3273596176822	3.38539279852784	0.0724660651924481	0.386708338410848	0.37114422571939	12040	1
Metabolism	Global and overview maps	mmu01210	2-Oxocarboxylic acid metabolism	1/27	34/11155	0.0294117647058824	12.1514161220044	3.20764430823996	0.0792041776907547	0.386708338410848	0.37114422571939	12040	1
Metabolism	Carbohydrate metabolism	mmu00500	Starch and sucrose metabolism	1/27	35/11155	0.0285714285714286	11.8042328042328	3.1532921220176	0.0814397219046161	0.386708338410848	0.37114422571939	70974	1
Cellular Processes	Cellular community - eukaryotes	mmu04510	Focal adhesion	2/27	202/11155	0.0099009900990099	4.09057572423909	2.18341944419908	0.0852511060115475	0.386708338410848	0.37114422571939	57342/22341	2
Metabolism	Glycan biosynthesis and metabolism	mmu00513	Various types of N-glycan biosynthesis	1/27	44/11155	0.0227272727272727	9.38973063973064	2.74654314534559	0.101325810167479	0.386708338410848	0.37114422571939	80286	1
Metabolism	Carbohydrate metabolism	mmu00620	Pyruvate metabolism	1/27	44/11155	0.0227272727272727	9.38973063973064	2.74654314534559	0.101325810167479	0.386708338410848	0.37114422571939	109264	1
Metabolism	Amino acid metabolism	mmu00330	Arginine and proline metabolism	1/27	54/11155	0.0185185185185185	7.65089163237311	2.41315014245783	0.122935209129882	0.386708338410848	0.37114422571939	320452	1
Metabolism	Glycan biosynthesis and metabolism	mmu00510	N-Glycan biosynthesis	1/27	55/11155	0.0181818181818182	7.51178451178451	2.38456145435409	0.125068417791579	0.386708338410848	0.37114422571939	80286	1
Metabolism	Lipid metabolism	mmu00600	Sphingolipid metabolism	1/27	56/11155	0.0178571428571429	7.3776455026455	2.35668266376815	0.127196629748302	0.386708338410848	0.37114422571939	66190	1
Metabolism	Nucleotide metabolism	mmu00240	Pyrimidine metabolism	1/27	57/11155	0.0175438596491228	7.24821312540611	2.32948300358978	0.129319856254906	0.386708338410848	0.37114422571939	320685	1
Metabolism	Amino acid metabolism	mmu00280	Valine, leucine and isoleucine degradation	1/27	57/11155	0.0175438596491228	7.24821312540611	2.32948300358978	0.129319856254906	0.386708338410848	0.37114422571939	12040	1
Cellular Processes	Transport and catabolism	mmu04144	Endocytosis	2/27	268/11155	0.00746268656716418	3.08319513543394	1.70032477150605	0.13653777560715	0.386708338410848	0.37114422571939	52348/234353	2
Human Diseases	Endocrine and metabolic disease	mmu04940	Type I diabetes mellitus	1/27	65/11155	0.0153846153846154	6.35612535612536	2.13319364747789	0.146127534677239	0.386708338410848	0.37114422571939	12876	1
Organismal Systems	Immune system	mmu04664	Fc epsilon RI signaling pathway	1/27	66/11155	0.0151515151515152	6.25982042648709	2.11098592191762	0.14820639460183	0.386708338410848	0.37114422571939	14389	1
Environmental Information Processing	Signal transduction	mmu04010	MAPK signaling pathway	2/27	299/11155	0.00668896321070234	2.76353276353276	1.52255452052896	0.162601234975926	0.386708338410848	0.37114422571939	66922/22341	2
Metabolism	Metabolism of other amino acids	mmu00480	Glutathione metabolism	1/27	73/11155	0.0136986301369863	5.6595636732623	1.96737093747874	0.162622549350308	0.386708338410848	0.37114422571939	14782	1
Organismal Systems	Endocrine system	mmu04918	Thyroid hormone synthesis	1/27	74/11155	0.0135135135135135	5.58308308308308	1.94837593304068	0.164662721807224	0.386708338410848	0.37114422571939	14782	1
Human Diseases	Cancer: specific types	mmu05220	Chronic myeloid leukemia	1/27	76/11155	0.0131578947368421	5.43615984405458	1.91140335914087	0.168728716593231	0.386708338410848	0.37114422571939	14389	1
Metabolism	Carbohydrate metabolism	mmu00562	Inositol phosphate metabolism	1/27	77/11155	0.012987012987013	5.36556036556037	1.8934041458588	0.170754560500802	0.386708338410848	0.37114422571939	54384	1
Human Diseases	Drug resistance: antineoplastic	mmu01521	EGFR tyrosine kinase inhibitor resistance	1/27	80/11155	0.0125	5.16435185185185	1.84123484927644	0.176803607262342	0.386708338410848	0.37114422571939	211323	1
Metabolism	Global and overview maps	mmu01232	Nucleotide metabolism	1/27	84/11155	0.0119047619047619	4.918430335097	1.77560758374635	0.18480293713851	0.386708338410848	0.37114422571939	320685	1
Environmental Information Processing	Signal transduction	mmu04012	ErbB signaling pathway	1/27	84/11155	0.0119047619047619	4.918430335097	1.77560758374635	0.18480293713851	0.386708338410848	0.37114422571939	211323	1
Human Diseases	Cardiovascular disease	mmu05412	Arrhythmogenic right ventricular cardiomyopathy	1/27	86/11155	0.0116279069767442	4.80404823428079	1.74433417911638	0.188774479543986	0.386708338410848	0.37114422571939	244431	1
Organismal Systems	Endocrine system	mmu03320	PPAR signaling pathway	1/27	89/11155	0.0112359550561798	4.6421140241365	1.69918964285044	0.194696877664034	0.386708338410848	0.37114422571939	109264	1
Human Diseases	Cardiovascular disease	mmu05416	Viral myocarditis	1/27	92/11155	0.0108695652173913	4.49074074074074	1.65601282501297	0.200577629075193	0.386708338410848	0.37114422571939	244431	1
Organismal Systems	Immune system	mmu04666	Fc gamma R-mediated phagocytosis	1/27	94/11155	0.0106382978723404	4.39519306540583	1.62824536092731	0.204475132129541	0.386708338410848	0.37114422571939	14389	1
Environmental Information Processing	Signal transduction	mmu04070	Phosphatidylinositol signaling system	1/27	96/11155	0.0104166666666667	4.30362654320988	1.60124312456228	0.20835433376896	0.386708338410848	0.37114422571939	54384	1
Human Diseases	Cardiovascular disease	mmu05410	Hypertrophic cardiomyopathy	1/27	100/11155	0.01	4.13148148148148	1.54938418248567	0.216058163033335	0.386708338410848	0.37114422571939	244431	1
Cellular Processes	Transport and catabolism	mmu04137	Mitophagy - animal	1/27	101/11155	0.0099009900990099	4.09057572423909	1.53684118142153	0.217972810667717	0.386708338410848	0.37114422571939	66922	1
Human Diseases	Cardiovascular disease	mmu05414	Dilated cardiomyopathy	1/27	103/11155	0.00970873786407767	4.0111470693995	1.5122332596495	0.22178860585328	0.386708338410848	0.37114422571939	244431	1
Organismal Systems	Immune system	mmu04625	C-type lectin receptor signaling pathway	1/27	112/11155	0.00892857142857143	3.68882275132275	1.40869279441023	0.238738938725713	0.405856195833713	0.389521426341953	66922	1
Environmental Information Processing	Signal transduction	mmu04668	TNF signaling pathway	1/27	118/11155	0.00847457627118644	3.50125549278092	1.34543332777369	0.249841041186853	0.414370507334293	0.397693056574709	22341	1
Metabolism	Global and overview maps	mmu01200	Carbon metabolism	1/27	123/11155	0.00813008130081301	3.35892803372478	1.2957725169439	0.258973537623856	0.415771532176731	0.399037693420392	109264	1
Environmental Information Processing	Signal transduction	mmu04071	Sphingolipid signaling pathway	1/27	131/11155	0.00763358778625954	3.15380265761945	1.22140754299311	0.27336324570101	0.415771532176731	0.399037693420392	14389	1
Organismal Systems	Endocrine system	mmu04926	Relaxin signaling pathway	1/27	131/11155	0.00763358778625954	3.15380265761945	1.22140754299311	0.27336324570101	0.415771532176731	0.399037693420392	22341	1
Organismal Systems	Development and regeneration	mmu04380	Osteoclast differentiation	1/27	132/11155	0.00757575757575758	3.12991021324355	1.21251466962108	0.27514292570519	0.415771532176731	0.399037693420392	14389	1
Environmental Information Processing	Signal transduction	mmu04371	Apelin signaling pathway	1/27	140/11155	0.00714285714285714	2.9510582010582	1.14427559533309	0.289230044304426	0.42098117928851	0.404037664332626	66922	1
Human Diseases	Endocrine and metabolic disease	mmu04936	Alcoholic liver disease	1/27	141/11155	0.00709219858156028	2.93012871027055	1.13608790095382	0.290972285684706	0.42098117928851	0.404037664332626	50490	1
Environmental Information Processing	Signal transduction	mmu04390	Hippo signaling pathway	1/27	158/11155	0.00632911392405063	2.61486169714018	1.00696739422916	0.319968688636793	0.45328897556879	0.435045146830727	23859	1
Cellular Processes	Cellular community - eukaryotes	mmu04530	Tight junction	1/27	169/11155	0.00591715976331361	2.44466359850975	0.932135243145852	0.338118887608674	0.467352162150236	0.448542322806728	23859	1
Genetic Information Processing	Folding, sorting and degradation	mmu04141	Protein processing in endoplasmic reticulum	1/27	178/11155	0.00561797752808989	2.32105701206825	0.875141690137506	0.352621204415426	0.467352162150236	0.448542322806728	80286	1
Cellular Processes	Transport and catabolism	mmu04145	Phagosome	1/27	181/11155	0.00552486187845304	2.28258645385717	0.856903865494514	0.357386947526651	0.467352162150236	0.448542322806728	20288	1
Cellular Processes	Cell growth and death	mmu04218	Cellular senescence	1/27	181/11155	0.00552486187845304	2.28258645385717	0.856903865494514	0.357386947526651	0.467352162150236	0.448542322806728	66922	1
Human Diseases	Cancer: overview	mmu05205	Proteoglycans in cancer	1/27	204/11155	0.00490196078431373	2.02523602033406	0.727948564663525	0.392818480260896	0.502756738291832	0.482521946967393	66922	1
Environmental Information Processing	Signal transduction	mmu04015	Rap1 signaling pathway	1/27	214/11155	0.00467289719626168	1.93059882312219	0.677063684527062	0.407629726548334	0.502756738291832	0.482521946967393	22341	1
Human Diseases	Cardiovascular disease	mmu05415	Diabetic cardiomyopathy	1/27	216/11155	0.00462962962962963	1.91272290809328	0.667214781232016	0.410549933425042	0.502756738291832	0.482521946967393	14782	1
Environmental Information Processing	Signal transduction	mmu04024	cAMP signaling pathway	1/27	224/11155	0.00446428571428571	1.84441137566138	0.628835108840489	0.422092741689922	0.502756738291832	0.482521946967393	66922	1
