Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Gained_high	GO:0045109	intermediate filament organization	42/1456	68/14292	0.61764705882353	6.06278280542986	14.0938622950212	3.94169417534529e-25	2.15650088333141e-21	2.02852029718559e-21	15463/18772/16663/16664/16665/16669/94179/16660/16670/71888/16671/16672/53617/16673/237934/406221/107656/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/20423	42
Gained_high	GO:0045104	intermediate filament cytoskeleton organization	46/1456	86/14292	0.534883720930233	5.25038333759264	13.314920070771	1.12754732563337e-23	3.08440570927008e-20	2.90135730264291e-20	15463/18772/83431/16663/16664/16665/16669/94179/16660/16670/71888/16671/16672/53617/16673/237934/406221/107656/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/16668/30931/20423/26889	46
Gained_high	GO:0045103	intermediate filament-based process	46/1456	87/14292	0.528735632183908	5.19003410382721	13.2024249681308	2.16068870762253e-23	3.94037597313429e-20	3.70652880405844e-20	15463/18772/83431/16663/16664/16665/16669/94179/16660/16670/71888/16671/16672/53617/16673/237934/406221/107656/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/16668/30931/20423/26889	46
Gained_high	GO:0031424	keratinization	24/1456	42/14292	0.571428571428571	5.60910518053375	10.074673370038	7.5281132014613e-14	1.02965768312987e-10	9.6855119584064e-11	406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673	24
Gained_high	GO:0030216	keratinocyte differentiation	39/1456	120/14292	0.325	3.19017857142857	8.11431231863983	1.91257326834912e-11	2.09273767022761e-08	1.96854120188608e-08	18772/13603/21808/110279/16664/16673/19878/26914/22418/252973/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/67996/17979/18991/15404/18988	39
Gained_high	GO:0009913	epidermal cell differentiation	51/1456	188/14292	0.271276595744681	2.66283317746084	7.72953911052197	3.48105017365763e-11	3.17413758334681e-08	2.98576391210739e-08	14633/18772/226519/13603/21808/22295/110279/13393/16664/16673/19878/16450/193385/26914/22418/252973/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/13388/332309/67996/17979/15213/16600/18991/13047/15404/21683/18988	51
Gained_high	GO:0043588	skin development	62/1456	266/14292	0.233082706766917	2.2879244815335	7.14103961761554	2.87637715505245e-10	2.24809420218457e-07	2.11467788136112e-07	14633/18772/226519/13603/21808/110279/23801/12842/13393/16400/18053/16664/16673/107656/80913/19878/192119/11651/16323/26914/22418/223227/252973/14368/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/13388/67996/17979/20613/16776/16600/18991/20423/57255/12740/15404/67855/18988/12387	62
Gained_high	GO:0008544	epidermis development	66/1456	312/14292	0.211538461538462	2.07644759087067	6.4746119475287	5.53554543706785e-09	3.78562113577477e-06	3.56095811076641e-06	14633/18772/226519/13603/21808/22295/110279/23801/13393/18053/16664/16673/80913/19878/192119/11651/16450/16323/193385/26914/22418/223227/252973/14368/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/13388/332309/67996/17979/20613/16776/15213/16600/64817/18991/20423/57255/12740/13047/15404/21683/18988/12387	66
Gained_high	GO:0048706	embryonic skeletal system development	35/1456	123/14292	0.284552845528455	2.79315196998124	6.7266246759965	1.08089002374578e-08	6.57061035545908e-06	6.18066821765278e-06	21808/12842/13393/13394/23967/20666/20471/20474/14836/13386/14451/22418/107587/252973/15423/106633/21417/15531/20204/11480/72043/12162/30791/21812/20423/231225/213081/15396/15399/15400/15403/15404/15405/233781/12387	35
Gained_high	GO:0001822	kidney development	57/1456	275/14292	0.207272727272727	2.03457542457542	5.83442566600026	1.26693819569067e-07	6.93141886862368e-05	6.52006404077021e-05	12765/14633/19701/19702/21808/19130/12142/13195/16400/20969/23967/20666/20471/20474/20677/16372/16371/218476/22418/14573/70350/107587/211401/17869/22422/209039/13388/18131/12488/18596/17131/11898/20495/12156/72043/12162/16776/15213/242022/16194/22414/23908/75691/21812/20423/19126/13047/15396/11826/11746/14082/20377/17125/56379/15481/72135/12387	57
Gained_high	GO:0001501	skeletal system development	81/1456	459/14292	0.176470588235294	1.73222365869425	5.37018261559679	5.09730009400462e-07	0.000253521171039084	0.000238475599613288	14633/12292/329278/21808/14609/68964/84653/66910/12842/13393/13394/237928/17182/23967/80913/20666/20471/20474/69480/71375/192119/14836/13386/16450/18014/212937/14451/15212/22418/21943/107587/252973/17869/22422/15423/207209/106633/21417/12590/15531/18596/69190/17131/20204/11480/64406/215653/12156/72043/20613/18019/12162/16776/30791/229644/22414/21812/373864/20423/231070/17701/231225/213081/21386/18984/15395/15396/15399/15400/15403/15404/15405/108655/17313/20679/233781/14175/20377/76775/17125/12387	81
Gained_high	GO:0072001	renal system development	57/1456	288/14292	0.197916666666667	1.94273695054945	5.44324478670798	6.34347544573895e-07	0.000289209618030315	0.000272046065387875	12765/14633/19701/19702/21808/19130/12142/13195/16400/20969/23967/20666/20471/20474/20677/16372/16371/218476/22418/14573/70350/107587/211401/17869/22422/209039/13388/18131/12488/18596/17131/11898/20495/12156/72043/12162/16776/15213/242022/16194/22414/23908/75691/21812/20423/19126/13047/15396/11826/11746/14082/20377/17125/56379/15481/72135/12387	57
Gained_high	GO:0030326	embryonic limb morphogenesis	30/1456	116/14292	0.258620689655172	2.53860363774157	5.60371501033185	1.14312546047144e-06	0.000446717099588519	0.000420206043326683	14633/21808/14609/66910/23967/192119/14451/22418/107587/252973/14368/106633/18515/20204/65964/245866/99377/12162/242022/20423/17701/213081/21386/21388/15395/15396/15398/15405/14175/12387	30
Gained_high	GO:0035113	embryonic appendage morphogenesis	30/1456	116/14292	0.258620689655172	2.53860363774157	5.60371501033185	1.14312546047144e-06	0.000446717099588519	0.000420206043326683	14633/21808/14609/66910/23967/192119/14451/22418/107587/252973/14368/106633/18515/20204/65964/245866/99377/12162/242022/20423/17701/213081/21386/21388/15395/15396/15398/15405/14175/12387	30
Gained_high	GO:0007389	pattern specification process	69/1456	392/14292	0.176020408163265	1.72780472078941	4.920935181084	3.89826518591537e-06	0.00134100689090872	0.00126142294580087	18187/71227/14633/23893/14609/12808/84653/66910/23967/20471/14836/12022/18014/212937/14451/16372/16371/22418/26419/18530/14573/107587/22422/15423/23872/13388/57354/106633/18515/21417/12590/24136/11480/73668/12156/245866/20613/12162/14464/16776/15213/22414/100121/75691/21812/15207/433809/15206/20423/17701/213081/21386/21388/15395/15396/15399/15400/15403/15404/15405/13796/14174/20664/20377/17125/68270/67685/546143/12387	69
Gained_high	GO:0048704	embryonic skeletal system morphogenesis	24/1456	87/14292	0.275862068965517	2.70784388025767	5.38126423977985	3.92178948172904e-06	0.00134100689090872	0.00126142294580087	21808/23967/20666/20471/20474/14836/14451/107587/252973/15423/106633/21417/15531/20204/12162/30791/21812/213081/15396/15399/15400/15404/15405/12387	24
