Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Gained_high	GO:0045095	keratin filament	36/1470	48/14475	0.75	7.38520408163265	14.8972175034929	2.43159772230974e-26	1.55135934683361e-23	1.47687566923444e-23	16663/16664/16673/107656/100504183/69473/66708/66380/68768/75586/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/16668/16691	36
Gained_high	GO:0005882	intermediate filament	52/1470	121/14475	0.429752066115702	4.23174228369034	12.0016431068303	5.21798539302894e-21	1.66453734037623e-18	1.58461977461984e-18	14609/11540/16663/16664/16665/16669/94179/16660/16670/71888/16671/16672/53617/16673/237934/406221/107656/100504183/69473/66708/66380/68768/75586/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/16668/16691/18546/210274/15481	52
Gained_high	GO:0045111	intermediate filament cytoskeleton	58/1470	153/14475	0.379084967320261	3.7328264639189	11.4249342283707	4.75061014087214e-20	1.01029642329214e-17	9.61790193432711e-18	14609/11540/83431/16663/16664/16665/16669/94179/16660/16670/71888/16671/16672/53617/16673/237934/406221/107656/100504183/69473/66708/66380/68768/75586/68732/406223/16678/16681/16682/110308/16687/16688/110310/56735/105866/223915/109052/77055/406220/332131/223917/74127/64818/114566/100126226/16680/16679/406219/239673/16668/16691/18546/242726/15398/210274/22224/72552/15481	58
Gained_high	GO:0034705	potassium channel complex	22/1470	82/14475	0.268292682926829	2.64186162269786	5.01262930098058	1.51678176823299e-05	0.00241926692033161	0.00230311336913272	16526/14806/70357/16533/22318/238076/16539/67498/110862/16509/246133/53881/16500/241794/14807/16498/80334/20907/13043/66733/16521/110637	22
Gained_high	GO:0032279	asymmetric synapse	68/1470	415/14475	0.163855421686747	1.6134743053848	4.26310018417699	4.6129891472685e-05	0.0058861741519146	0.00560356786941879	210933/16526/14806/216028/11540/110279/68585/67579/18197/14799/11418/217124/217125/66610/18053/18673/19878/110893/192119/12671/69635/26556/14803/118452/11514/545156/260297/12322/20044/14299/56508/18798/19281/16592/13175/57294/100043813/242274/16975/14807/329942/230868/16498/81840/18125/15507/20907/243312/243743/243764/320127/23983/243547/108073/243621/70178/68052/269994/627214/210274/244310/235086/330914/15481/110637/64085/12387/67115	68
Gained_high	GO:0045211	postsynaptic membrane	57/1470	334/14475	0.170658682634731	1.68046559941342	4.22996837172527	5.98928772103608e-05	0.0063686092767017	0.00606284037725933	210933/18187/12290/24012/16526/64009/14806/216028/11540/68585/18197/14799/11418/16400/217124/110893/12671/14803/11549/18530/219228/16402/58226/260297/19281/16500/11444/242274/242425/16975/14807/329942/230868/16498/81840/18196/215114/15507/20907/243312/27418/243764/320127/243547/21366/108073/243621/70178/269994/210274/235086/71566/15481/110637/17967/64085/12387	57
Gained_high	GO:0008076	voltage-gated potassium channel complex	19/1470	72/14475	0.263888888888889	2.5984977324263	4.5714035967559	7.27209577209626e-05	0.00662799586085345	0.00630977332405947	16526/70357/16533/22318/238076/16539/67498/110862/16509/246133/53881/16500/241794/16498/80334/20907/13043/66733/16521	19
Gained_high	GO:0014069	postsynaptic density	64/1470	397/14475	0.161209068010076	1.58741582275227	3.98995673811982	0.000124110507958565	0.00989781300969552	0.00942260040685418	210933/16526/14806/216028/110279/68585/67579/18197/14799/11418/217124/217125/66610/18053/18673/19878/110893/192119/12671/69635/26556/14803/118452/11514/545156/260297/12322/20044/14299/56508/18798/19281/16592/13175/57294/100043813/242274/16975/14807/329942/230868/16498/81840/18125/15507/20907/243312/320127/23983/243547/243621/70178/68052/269994/627214/210274/244310/235086/330914/15481/110637/64085/12387/67115	64
Gained_high	GO:0098984	neuron to neuron synapse	70/1470	448/14475	0.15625	1.53858418367347	3.89321131861173	0.000161856597143352	0.0114738343308287	0.0109229539826566	210933/16526/14806/216028/11540/110279/68585/67579/18197/14799/11418/217124/217125/66610/18053/18673/19878/110893/192119/12671/69635/26556/14803/118452/11514/545156/260297/12322/20044/14299/56508/18798/19281/16592/13175/57294/100043813/242274/16975/14807/329942/230868/16498/81840/18125/15507/20907/243312/27418/243743/243764/320127/23983/243547/108073/243621/70178/68052/269994/627214/210274/244310/235086/330914/15481/110637/58235/64085/12387/67115	70
Gained_high	GO:0098839	postsynaptic density membrane	27/1470	131/14475	0.206106870229008	2.02952173235707	3.97954849543144	0.000262686362175038	0.0154808407504311	0.0147375764939758	210933/16526/14806/216028/68585/18197/14799/11418/12671/14803/260297/19281/242274/16975/14807/329942/230868/16498/81840/15507/20907/243312/320127/70178/269994/110637/64085	27
