## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /dev/null --MINIMUM_PCT 0.0 --INCLUDE_DUPLICATES true --INPUT 250504_A1_Bap1_P60_ctrl1_5mC_S44_L002.good_mapq --OUTPUT 250504_A1_Bap1_P60_ctrl1_5mC_S44_L002.good_mapq.insert_size_metrics.txt --VALIDATION_STRINGENCY SILENT --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Jun 26 13:25:37 PDT 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
236	192	66	2	140587406	260.379829	113.051151	13776654	FR	27	53	79	105	133	165	201	253	363	493	761			
2445	2369	291	4	140604647	2260.862233	431.423248	687	RF	59	131	243	377	583	4111	27291	23260245	96313077	150189283	247487673			
43429674	15031957	28396787.5	15031957	84269531	45921398.166667	32811259.7204	6	TANDEM	48671057	48671057	48671057	56791717	56791717	56795435	61808127	61808127	81679715	81679715	81679715			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count	All_Reads.rf_count	All_Reads.tandem_count
2	39	0	0
3	33	0	0
4	43	1	0
5	39	0	0
6	45	0	0
7	42	0	0
8	56	0	0
9	44	0	0
10	56	0	0
11	57	0	0
12	49	0	0
13	53	0	0
14	55	0	0
15	53	0	0
16	61	0	0
17	68	0	0
18	47	0	0
19	60	0	0
20	52	0	0
21	65	1	0
22	67	0	0
23	58	0	0
24	61	0	0
25	59	0	0
26	60	0	0
27	79	0	0
28	66	0	0
29	61	0	0
30	86	0	0
31	81	0	0
32	96	0	0
33	94	0	0
34	114	0	0
35	126	0	0
36	122	0	0
37	115	0	0
38	80	0	0
39	111	0	0
40	97	0	0
41	121	0	0
42	127	0	0
43	165	0	0
44	183	0	0
45	195	0	0
46	199	0	0
47	231	0	0
48	245	0	0
49	299	0	0
50	322	0	0
51	390	0	0
52	467	0	0
53	447	0	0
54	505	0	0
55	622	0	0
56	694	0	0
57	800	0	0
58	832	0	0
59	865	0	0
60	1058	0	0
61	1112	0	0
62	1227	0	0
63	1443	0	0
64	1483	0	0
65	1758	0	0
66	1746	0	0
67	2020	0	0
68	2184	1	0
69	2391	0	0
70	2722	0	0
71	2799	0	0
72	2954	0	0
73	3404	0	0
74	3575	0	0
75	3816	0	0
76	4198	0	0
77	4453	0	0
78	4601	0	0
79	5045	0	0
80	5392	0	0
81	5713	0	0
82	6102	0	0
83	6485	0	0
84	6717	0	0
85	7041	0	0
86	7586	0	0
87	8061	0	0
88	8410	0	0
89	8856	0	0
90	9317	0	0
91	9859	0	0
92	10442	0	0
93	10913	0	0
94	11412	0	0
95	11831	0	0
96	12249	0	0
97	12846	0	0
98	13321	0	0
99	14072	0	0
100	14742	0	0
101	15048	0	0
102	15813	0	0
103	16385	0	0
104	16734	0	0
105	17655	0	0
106	18125	0	0
107	18780	0	0
108	19174	0	0
109	19771	0	0
110	20437	0	0
111	21392	0	0
112	21782	0	0
113	22512	0	0
114	23249	0	0
115	23975	1	0
116	24552	0	0
117	25475	0	0
118	26043	0	0
119	26678	0	0
120	27742	0	0
121	28364	0	0
122	28569	0	0
123	29792	0	0
124	30780	0	0
125	31023	0	0
