Distance from Center (cmd=annotatePeaks.pl tss mm10 -size 1000000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags
-500000	0.394159355737566	1.6315608376256e-05	1.61998226800642e-05	0.391500633285485	1.65674237946467e-05	1.64324706577726e-05
-499000	0.394052583804779	1.64625306087984e-05	1.65693025415857e-05	0.391390420501562	1.59506881702271e-05	1.60609009541502e-05
-498000	0.394292261251372	1.6374123955079e-05	1.61344465084861e-05	0.391635544203327	1.61128936924765e-05	1.58677699907118e-05
-497000	0.394590792029047	1.6027590137634e-05	1.57290593599595e-05	0.391959279743308	1.6000612175969e-05	1.56768766359875e-05
-496000	0.394896246728025	1.26964029384446e-05	1.23909482394663e-05	0.392370767542008	1.27573461116271e-05	1.23458583129275e-05
-495000	0.394763362323736	1.60968504601875e-05	1.62297348644769e-05	0.392312125306088	1.61264248923415e-05	1.61850671282614e-05
-494000	0.394717048045259	1.1737080976104e-05	1.17833952545808e-05	0.392182491767289	1.12249852233387e-05	1.1354618762138e-05
-493000	0.394835767964198	1.64855399814236e-05	1.63668200624841e-05	0.392171810352107	1.66588702186946e-05	1.66695516338766e-05
-492000	0.395172274761462	1.81697205100059e-05	1.78332137127417e-05	0.392436460356329	1.80747065777252e-05	1.78100565735033e-05
-491000	0.394996770244026	1.69531790931352e-05	1.71286836105716e-05	0.392296250949928	1.67737904247235e-05	1.69139998311239e-05
-490000	0.395337562273073	1.58514945537449e-05	1.55107025246982e-05	0.392569766950941	1.55523304905851e-05	1.52788144895719e-05
-489000	0.395245398125475	1.64588997720172e-05	1.6551063919615e-05	0.392666891834839	1.69314996200287e-05	1.6834374736131e-05
-488000	0.395335725745166	1.35136367474458e-05	1.34233091277548e-05	0.39269902051845	1.35344718399055e-05	1.35023431562949e-05
-487000	0.396004369669847	1.55333741450646e-05	1.48647302203833e-05	0.393238664189817	1.53259942582116e-05	1.47863505868446e-05
-486000	0.396111247150215	1.6808768893017e-05	1.67018914126488e-05	0.393407666976273	1.715283289707e-05	1.69838301106138e-05
