Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/CTCF.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags
-250000	0.619170560531905	2.37619355434481e-05	2.36490596238495e-05	0.621930218241143	2.34692030658417e-05	2.33425370148059e-05
-249000	0.619894142272294	2.40960384153662e-05	2.33724566749777e-05	0.622676301289747	2.41874595992243e-05	2.34413765506202e-05
-248000	0.620647028041986	2.44320805245175e-05	2.3679194754825e-05	0.623465016775941	2.42166097208114e-05	2.34278942346169e-05
-247000	0.621430325976544	2.59985840490041e-05	2.52152861144458e-05	0.624098562501924	2.59143041832118e-05	2.5280758457229e-05
-246000	0.622177209345277	2.46647889925201e-05	2.3917905623788e-05	0.624811278357497	2.45215009080555e-05	2.38087850524825e-05
-245000	0.622861236802413	2.44958598824145e-05	2.38118324252778e-05	0.625440853264383	2.48352263982516e-05	2.42056514913658e-05
-244000	0.623497983808908	2.65546218487395e-05	2.59178748422446e-05	0.626173392433897	2.6561670822175e-05	2.5829131652661e-05
-243000	0.624442638593899	2.62674300489426e-05	2.53227752639517e-05	0.626952319389294	2.640465416936e-05	2.56257272139625e-05
-242000	0.625352448671776	2.41889678948503e-05	2.32791578169729e-05	0.627758703481393	2.44329116261889e-05	2.36265275340906e-05
-241000	0.626193769815619	2.48306707298304e-05	2.39893495859882e-05	0.628660602702619	2.4955489888263e-05	2.40535906670361e-05
-240000	0.626868624372826	2.75373534028996e-05	2.68624988456921e-05	0.629375904207837	2.73522947640595e-05	2.6636993258842e-05
-239000	0.627767568565888	2.43243759042079e-05	2.3425431711146e-05	0.630184596915689	2.46505987010188e-05	2.38419059931665e-05
-238000	0.628383507249053	2.5967032967033e-05	2.53510942838674e-05	0.630519099947671	2.60197617508542e-05	2.56852587188722e-05
-237000	0.629011850894204	2.45524979222458e-05	2.39241542770954e-05	0.631128051220488	2.46452427124696e-05	2.40362914396528e-05
-236000	0.629702834980146	2.65762304921969e-05	2.58852464062548e-05	0.631694400837258	2.65668113399206e-05	2.60004617231509e-05
-235000	0.630529134730815	2.75039554283252e-05	2.66776556776557e-05	0.632503185889741	2.74904115492351e-05	2.66816264967525e-05
-234000	0.631330809246776	2.61518761350694e-05	2.53502016191091e-05	0.633190383845846	2.6055653030443e-05	2.53684550743374e-05
-233000	0.632247575953458	2.61850586388402e-05	2.52682919321575e-05	0.63411533844307	2.65942684766214e-05	2.56693138793979e-05
-232000	0.632949702958106	2.51147228122018e-05	2.44125958075538e-05	0.634765844799458	2.53074152738018e-05	2.46569089174131e-05
-231000	0.633557977036969	2.54860713516176e-05	2.48777972727553e-05	0.6353621140764	2.54640933296396e-05	2.4867824052698e-05
-230000	0.633980607627667	2.70122202727245e-05	2.65895896820266e-05	0.635707636900914	2.69923661772401e-05	2.66468433527257e-05
-229000	0.634173115400006	2.60713823991135e-05	2.58788746267737e-05	0.6358422138086	2.62018037984424e-05	2.60672268907563e-05
-228000	0.634748022285837	2.38659771600948e-05	2.32910702742636e-05	0.636441869055314	2.41249730661496e-05	2.35253178194355e-05
-227000	0.635446332379106	2.40200080032013e-05	2.33216979099332e-05	0.637102779573368	2.42569335426478e-05	2.35960230245944e-05
-226000	0.636094714809	2.64349739895958e-05	2.57865915597008e-05	0.637730599932281	2.65089420383538e-05	2.5881121679441e-05
-225000	0.636347862221812	2.40150829562594e-05	2.37619355434481e-05	0.638109151352849	2.38477544864099e-05	2.34692030658417e-05
-224000	0.637010588850925	2.47587650444794e-05	2.40960384153662e-05	0.63871687136393	2.47951796103056e-05	2.41874595992243e-05
-223000	0.637701480592237	2.51229722658294e-05	2.44320805245175e-05	0.639471788715486	2.49715270723674e-05	2.42166097208114e-05
-222000	0.638505617631668	2.68027210884353e-05	2.59985840490041e-05	0.640260442638594	2.67029581063194e-05	2.59143041832118e-05
-221000	0.639202203958506	2.53613753193585e-05	2.46647889925201e-05	0.640952073136947	2.52131314064087e-05	2.45215009080555e-05
-220000	0.639923384738511	2.52170406624188e-05	2.44958598824145e-05	0.641615661649275	2.54988149105796e-05	2.48352263982516e-05
-219000	0.640638316865208	2.72695539754363e-05	2.65546218487395e-05	0.642298427063133	2.72444362360329e-05	2.6561670822175e-05
-218000	0.641480900052329	2.71100132360636e-05	2.62674300489426e-05	0.643084402991966	2.71906300981931e-05	2.640465416936e-05
-217000	0.642193092621664	2.49011604641857e-05	2.41889678948503e-05	0.64371286976329	2.50613783975128e-05	2.44329116261889e-05
