Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/Superenhancers_P60.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags
-250000	1.01977724665392	4.02925430210325e-05	3.82332695984704e-05	1.00670267686424	3.96070745697897e-05	3.74034416826004e-05
-249000	1.0200793499044	2.76912045889101e-05	2.73891013384321e-05	1.00662045889101	2.84474187380497e-05	2.85296367112811e-05
-248000	1.01947036328872	4.97208413001912e-05	5.032982791587e-05	1.00617877629063	5.00114722753346e-05	5.0453154875717e-05
-247000	1.01896845124283	3.2123326959847e-05	3.26252390057361e-05	1.00554397705545	3.2593690248566e-05	3.32284894837476e-05
-246000	1.01943021032505	3.48824091778203e-05	3.44206500956023e-05	1.00592829827916	3.39856596558317e-05	3.36013384321224e-05
-245000	1.01961759082218	4.08718929254302e-05	4.06845124282983e-05	1.00599521988528	4.11797323135755e-05	4.1112810707457e-05
-244000	1.02076768642447	4.91242829827916e-05	4.79741873804971e-05	1.00746845124283	4.87772466539197e-05	4.73040152963671e-05
-243000	1.02273900573614	5.14216061185468e-05	4.94502868068834e-05	1.00882600382409	5.07600382409178e-05	4.94024856596558e-05
-242000	1.02394741873805	4.83938814531549e-05	4.71854684512428e-05	1.01017686424474	4.93948374760994e-05	4.80439770554493e-05
-241000	1.02386806883365	2.96013384321224e-05	2.96806883365201e-05	1.01024569789675	2.92724665391969e-05	2.92036328871893e-05
-240000	1.02329923518164	3.73699808795411e-05	3.79388145315488e-05	1.00996175908222	3.77342256214149e-05	3.80181644359465e-05
-239000	1.02525621414914	3.82657743785851e-05	3.63087954110899e-05	1.01173996175908	3.65114722753346e-05	3.47332695984704e-05
-238000	1.02625430210325	4.55181644359465e-05	4.45200764818356e-05	1.01336806883365	4.48422562141491e-05	4.32141491395793e-05
-237000	1.02718355640535	3.9972275334608e-05	3.90430210325048e-05	1.01371414913958	3.79177820267686e-05	3.75717017208413e-05
