Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/Superenhancers_P60.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags
-250000	1.01276673040153	3.96472275334608e-05	3.76290630975143e-05	0.998862332695985	3.92189292543021e-05	3.75745697896749e-05
-249000	1.01315296367113	2.78929254302103e-05	2.75066921606119e-05	0.998862332695985	2.83938814531549e-05	2.83938814531549e-05
-248000	1.01297992351816	5.02045889101339e-05	5.03776290630975e-05	0.998762906309751	5.00229445506692e-05	5.01223709369025e-05
-247000	1.012465583174	3.18260038240918e-05	3.234034416826e-05	0.998029636711281	3.25239005736138e-05	3.32571701720841e-05
-246000	1.01295793499044	3.48843212237094e-05	3.43919694072658e-05	0.998286806883365	3.35449330783939e-05	3.32877629063098e-05
-245000	1.01339961759082	4.1e-05	4.05583173996176e-05	0.998453154875717	4.08279158699809e-05	4.06615678776291e-05
-244000	1.01466252390057	4.96835564053537e-05	4.84206500956023e-05	0.999695984703633	4.82954110898662e-05	4.70525812619503e-05
-243000	1.01674856596558	5.10009560229446e-05	4.8914913957935e-05	1.00097609942639	5.05726577437858e-05	4.92925430210325e-05
-242000	1.017982791587	4.83747609942639e-05	4.7140535372849e-05	1.00231357552581	4.92629063097514e-05	4.79254302103251e-05
-241000	1.01806500956023	2.9442638623327e-05	2.93604206500956e-05	1.00258126195029	2.91376673040153e-05	2.88699808795411e-05
-240000	1.01759942638623	3.68613766730401e-05	3.73269598470363e-05	1.00242829827916	3.73040152963671e-05	3.74569789674952e-05
-239000	1.0194569789675	3.82103250478011e-05	3.63527724665392e-05	1.00406978967495	3.60860420650096e-05	3.44445506692161e-05
