Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/Superenhancers_P60.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags
-250000	1.0221051625239	4.03527724665392e-05	3.83173996175908e-05	1.00308413001912	3.93422562141491e-05	3.73030592734226e-05
-249000	1.02223518164436	2.7991395793499e-05	2.78613766730401e-05	1.00295793499044	2.83049713193117e-05	2.84311663479924e-05
-248000	1.02187667304015	5.04177820267686e-05	5.07762906309752e-05	1.0025430210325	5.01281070745698e-05	5.05430210325048e-05
-247000	1.0215965583174	3.22619502868069e-05	3.25420650095602e-05	1.00185850860421	3.26367112810707e-05	3.3321223709369e-05
-246000	1.02207170172084	3.52237093690248e-05	3.47485659655832e-05	1.00213384321224	3.3821223709369e-05	3.35458891013384e-05
-245000	1.02230592734226	4.13384321223709e-05	4.1104206500956e-05	1.00193403441683	4.08374760994264e-05	4.10372848948375e-05
-244000	1.02379732313576	4.99082217973231e-05	4.84168260038241e-05	1.00304780114723	4.87925430210325e-05	4.7678776290631e-05
-243000	1.02597323135755	5.18145315487572e-05	4.96386233269598e-05	1.00433938814532	5.0612810707457e-05	4.9321223709369e-05
-242000	1.02702198852772	4.82715105162524e-05	4.72227533460803e-05	1.00551242829828	4.90860420650096e-05	4.79130019120459e-05
-241000	1.02710898661568	2.9538240917782e-05	2.94512428298279e-05	1.0057189292543	2.90917782026769e-05	2.88852772466539e-05
-240000	1.02661281070746	3.75812619502868e-05	3.80774378585086e-05	1.00545124282983	3.74455066921606e-05	3.77131931166348e-05
-239000	1.02833556405354	3.85841300191205e-05	3.68613766730402e-05	1.00732313575526	3.64110898661568e-05	3.45391969407266e-05
-238000	1.02985850860421	4.56845124282983e-05	4.41615678776291e-05	1.00913001912046	4.51998087954111e-05	4.33929254302103e-05
-237000	1.03108891013384	4.00650095602295e-05	3.88346080305927e-05	1.0094741873805	3.76902485659656e-05	3.73460803059273e-05
-236000	1.03258986615679	4.33059273422562e-05	4.18049713193117e-05	1.01078202676864	4.10229445506692e-05	3.97151051625239e-05
-235000	1.03496940726577	3.21357552581262e-05	2.97562141491396e-05	1.0128690248566	3.17485659655832e-05	2.96615678776291e-05
-234000	1.03698087954111	3.80965583173996e-05	3.6085086042065e-05	1.01462428298279	3.67868068833652e-05	3.50315487571702e-05
-233000	1.03850286806883	3.49770554493308e-05	3.34550669216061e-05	1.01586328871893	3.43537284894838e-05	3.31147227533461e-05
-232000	1.04009560229445	5.53843212237094e-05	5.3791586998088e-05	1.01712810707457	5.35009560229446e-05	5.2236137667304e-05
-231000	1.04141586998088	4.38804971319312e-05	4.25602294455067e-05	1.01873135755258	4.22543021032505e-05	4.0651051625239e-05
-230000	1.04505927342256	5.96940726577438e-05	5.60506692160612e-05	1.0225	5.7642447418738e-05	5.38738049713193e-05
-229000	1.04690248565966	3.4302103250478e-05	3.24588910133843e-05	1.02377915869981	3.23326959847036e-05	3.10535372848948e-05
-228000	1.04818068833652	3.57944550669216e-05	3.45162523900574e-05	1.02497227533461	3.63709369024857e-05	3.51778202676864e-05
-227000	1.04930592734226	5.03479923518164e-05	4.92227533460803e-05	1.02581739961759	4.82275334608031e-05	4.73824091778203e-05
-226000	1.04987476099426	5.29225621414914e-05	5.23537284894838e-05	1.02623518164436	5.2593690248566e-05	5.21759082217973e-05
-225000	1.05127629063098	4.17543021032505e-05	4.03527724665392e-05	1.0279206500956	4.1027724665392e-05	3.93422562141491e-05
-224000	1.0520086042065	2.87237093690249e-05	2.7991395793499e-05	1.02871510516252	2.90994263862333e-05	2.83049713193117e-05
-223000	1.05245506692161	5.08642447418738e-05	5.04177820267686e-05	1.02877342256214	5.01864244741874e-05	5.01281070745698e-05
-222000	1.05260611854685	3.24130019120459e-05	3.22619502868069e-05	1.02878298279159	3.26462715105163e-05	3.26367112810707e-05
-221000	1.05292256214149	3.55401529636711e-05	3.52237093690248e-05	1.02902772466539	3.4065965583174e-05	3.3821223709369e-05
-220000	1.05482026768642	4.3236137667304e-05	4.13384321223709e-05	1.03079541108987	4.26051625239006e-05	4.08374760994264e-05
-219000	1.05403537284895	4.9123326959847e-05	4.99082217973231e-05	1.02982122370937	4.78183556405354e-05	4.87925430210325e-05
-218000	1.05648757170172	5.42667304015296e-05	5.18145315487572e-05	1.03223996175908	5.30315487571702e-05	5.0612810707457e-05
-217000	1.05695889101338	4.87428298279159e-05	4.82715105162524e-05	1.03252103250478	4.93671128107075e-05	4.90860420650096e-05
-216000	1.05684608030593	2.9425430210325e-05	2.9538240917782e-05	1.03240726577438	2.89780114722753e-05	2.90917782026769e-05
-215000	1.05635755258126	3.70927342256214e-05	3.75812619502868e-05	1.03172944550669	3.67676864244742e-05	3.74455066921606e-05
-214000	1.0575258126195	3.97523900573614e-05	3.85841300191205e-05	1.03302868068834	3.77103250478011e-05	3.64110898661568e-05
-213000	1.05817304015296	4.63317399617591e-05	4.56845124282983e-05	1.03344072657744	4.56118546845124e-05	4.51998087954111e-05
-212000	1.06044072657744	4.23326959847036e-05	4.00650095602295e-05	1.03535468451243	3.9604206500956e-05	3.76902485659656e-05
-211000	1.06079254302103	4.36577437858509e-05	4.33059273422562e-05	1.03596271510516	4.16309751434034e-05	4.10229445506692e-05
-210000	1.06356405353729	3.49072657743786e-05	3.21357552581262e-05	1.03873804971319	3.45239005736138e-05	3.17485659655832e-05
-209000	1.06491969407266	3.94521988527725e-05	3.80965583173996e-05	1.03980019120459	3.7848948374761e-05	3.67868068833652e-05
-208000	1.06624665391969	3.63040152963671e-05	3.49770554493308e-05	1.04107170172084	3.56252390057361e-05	3.43537284894838e-05
-207000	1.06732504780115	5.64627151051625e-05	5.53843212237094e-05	1.04204971319312	5.44789674952199e-05	5.35009560229446e-05
-206000	1.06856309751434	4.51185468451243e-05	4.38804971319312e-05	1.04354971319312	4.37543021032505e-05	4.22543021032505e-05
-205000	1.0715430210325	6.26739961759082e-05	5.96940726577438e-05	1.04643021032505	6.05229445506692e-05	5.7642447418738e-05
-204000	1.07301816443595	3.57772466539197e-05	3.4302103250478e-05	1.04764531548757	3.35478011472275e-05	3.23326959847036e-05
-203000	1.07524187380497	3.80181644359465e-05	3.57944550669216e-05	1.04922275334608	3.79483747609943e-05	3.63709369024857e-05
-202000	1.07598565965583	5.10917782026769e-05	5.03479923518164e-05	1.05052103250478	4.95258126195029e-05	4.82275334608031e-05
-201000	1.07699426386233	5.39311663479924e-05	5.29225621414914e-05	1.05128585086042	5.33585086042065e-05	5.2593690248566e-05
-200000	1.07770267686424	4.24627151051625e-05	4.17543021032505e-05	1.05206596558317	4.18078393881453e-05	4.1027724665392e-05
-199000	1.0781223709369	2.91434034416826e-05	2.87237093690249e-05	1.05258413001912	2.96175908221797e-05	2.90994263862333e-05
-198000	1.08034703632887	5.30889101338432e-05	5.08642447418738e-05	1.05450286806883	5.21051625239006e-05	5.01864244741874e-05
-197000	1.08041586998088	3.24818355640535e-05	3.24130019120459e-05	1.05439674952199	3.25401529636711e-05	3.26462715105163e-05
-196000	1.08148757170172	3.66118546845124e-05	3.55401529636711e-05	1.05521988527725	3.48891013384321e-05	3.4065965583174e-05
-195000	1.08385659655832	4.56051625239006e-05	4.3236137667304e-05	1.05741873804971	4.48040152963671e-05	4.26051625239006e-05
-194000	1.08506500956023	5.03317399617591e-05	4.9123326959847e-05	1.05837189292543	4.87715105162524e-05	4.78183556405354e-05
-193000	1.08696271510516	5.61644359464627e-05	5.42667304015296e-05	1.06005258126195	5.47122370936902e-05	5.30315487571702e-05
-192000	1.08827055449331	5.00506692160612e-05	4.87428298279159e-05	1.06115965583174	5.04741873804971e-05	4.93671128107075e-05
-191000	1.08826099426386	2.94158699808795e-05	2.9425430210325e-05	1.06103250478011	2.88508604206501e-05	2.89780114722753e-05
-190000	1.08968833652008	3.85200764818356e-05	3.70927342256214e-05	1.06235946462715	3.80946462715105e-05	3.67676864244742e-05
-189000	1.09083173996176	4.0895793499044e-05	3.97523900573614e-05	1.06344646271511	3.87973231357552e-05	3.77103250478011e-05
-188000	1.09044168260038	4.59416826003824e-05	4.63317399617591e-05	1.06315774378585	4.53231357552581e-05	4.56118546845124e-05
-187000	1.09241300191205	4.43040152963671e-05	4.23326959847036e-05	1.06521701720841	4.16634799235182e-05	3.9604206500956e-05
-186000	1.09407361376673	4.53183556405354e-05	4.36577437858509e-05	1.06713671128107	4.35506692160612e-05	4.16309751434034e-05
-185000	1.09613862332696	3.6972275334608e-05	3.49072657743786e-05	1.06930210325048	3.6689292543021e-05	3.45239005736138e-05
-184000	1.09586711281071	3.91806883365201e-05	3.94521988527725e-05	1.06894168260038	3.74885277246654e-05	3.7848948374761e-05
-183000	1.09740917782027	3.78460803059273e-05	3.63040152963671e-05	1.0705707456979	3.72543021032505e-05	3.56252390057361e-05
-182000	1.09876195028681	5.78154875717017e-05	5.64627151051625e-05	1.07238049713193	5.62887189292543e-05	5.44789674952199e-05
-181000	1.10022944550669	4.65860420650096e-05	4.51185468451243e-05	1.07381261950287	4.51864244741874e-05	4.37543021032505e-05
-180000	1.10156692160612	6.40114722753346e-05	6.26739961759082e-05	1.07550095602294	6.22112810707457e-05	6.05229445506692e-05
-179000	1.10208508604207	3.62954110898662e-05	3.57772466539197e-05	1.07609082217973	3.41376673040153e-05	3.35478011472275e-05
-178000	1.10449426386233	4.04273422562141e-05	3.80181644359465e-05	1.07805449330784	3.99120458891013e-05	3.79483747609943e-05
-177000	1.10580879541109	5.2406309751434e-05	5.10917782026769e-05	1.07923422562141	5.07055449330784e-05	4.95258126195029e-05
-176000	1.10729158699809	5.54139579349905e-05	5.39311663479924e-05	1.08035277246654	5.44770554493308e-05	5.33585086042065e-05
-175000	1.10877437858509	4.39455066921606e-05	4.24627151051625e-05	1.08161567877629	4.30707456978967e-05	4.18078393881453e-05
-174000	1.10961281070746	2.99818355640535e-05	2.91434034416826e-05	1.0824741873805	3.04760994263862e-05	2.96175908221797e-05
