Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27me3.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph - Tags
-250000	0.271746726548169	8.90948194066671e-06	9.12107027642482e-06	0.345503510658486	1.21289771649061e-05	1.19742551711051e-05
-249000	0.271633310139794	1.30515529128977e-05	1.31649693212727e-05	0.345535644253273	1.62012777531786e-05	1.61691441583908e-05
-248000	0.271761022202543	7.90081599089126e-06	7.77310392814219e-06	0.345607312290467	1.06773989499652e-05	1.06057309127712e-05
-247000	0.2720402935037	1.22733885761275e-05	1.19941172749699e-05	0.346176987791764	1.54117274969954e-05	1.48420519956987e-05
-246000	0.27192643430957	8.47618445189449e-06	8.59004364602442e-06	0.346304889619837	1.18522993231703e-05	1.17243974950977e-05
-245000	0.271636536150294	1.05574672654817e-05	1.08473654247581e-05	0.346024036940983	1.3131127838573e-05	1.34119805174268e-05
-244000	0.271444493642862	9.43215889683092e-06	9.6242014042634e-06	0.345993294958568	1.23974318426213e-05	1.24281738250364e-05
-243000	0.271186096527295	1.3330507938516e-05	1.35889050540831e-05	0.34588936681637	1.65721424505029e-05	1.66760705927004e-05
-242000	0.270846100322601	9.14567651337846e-06	9.48567271807199e-06	0.345769118856348	1.18772850907711e-05	1.19975330507938e-05
-241000	0.270527737364792	1.08854449996837e-05	1.12038079574926e-05	0.345414384211525	1.42138022645328e-05	1.45685369093554e-05
-240000	0.270719779872225	1.19814662534e-05	1.17894237459675e-05	0.345731229046746	1.47227528622936e-05	1.44059080270732e-05
-239000	0.270260484534126	8.97438168132077e-06	9.43367701941933e-06	0.345470618002404	1.22963501802771e-05	1.25569612246189e-05
-238000	0.270163134923145	1.07602631412487e-05	1.08576127522297e-05	0.345676513378455	1.45036371687014e-05	1.42977417926498e-05
-237000	0.269598266810045	1.09542033019166e-05	1.15190714150168e-05	0.345340438990448	1.38743121007021e-05	1.4210386488709e-05
-236000	0.269043962299956	1.12290467455247e-05	1.17833512556139e-05	0.345056044025555	1.44074261496616e-05	1.4691821114555e-05
