Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27ac.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph - Tags
-250000	-1.20805993471397	-0.000241369668753679	-0.000240972173168513	-1.16701969283459	-0.000232603307111896	-0.000232081232942687
-249000	-1.2085060737411	-0.000243784342055975	-0.000243338203028843	-1.16723636752823	-0.000235819767752983	-0.000235603093059346
-248000	-1.20864098036068	-0.000241535398940439	-0.000241400492320864	-1.16777604751967	-0.000234240113447851	-0.000233700433456414
-247000	-1.20942880077059	-0.000241407716594424	-0.000240619896184513	-1.16852608765452	-0.000232985283887194	-0.000232235243752341
-246000	-1.21014807085139	-0.000242050944506877	-0.000241331674426072	-1.16890522823353	-0.000233256756033606	-0.000232877615454595
-245000	-1.21018911542784	-0.000241410713330122	-0.000241369668753679	-1.16899898325039	-0.000232697062128753	-0.000232603307111896
-244000	-1.21081329266335	-0.000244408519291486	-0.000243784342055975	-1.16939610424359	-0.000236216888746188	-0.000235819767752983
-243000	-1.2113242896131	-0.000242046395890191	-0.000241535398940439	-1.16989714774977	-0.000234741156954031	-0.000234240113447851
-242000	-1.21219484133355	-0.000242278268314871	-0.000241407716594424	-1.17080890458608	-0.000233897040723498	-0.000232985283887194
-241000	-1.21275517739605	-0.00024261128056938	-0.000242050944506877	-1.17112704018837	-0.000233574891635896	-0.000233256756033606
-240000	-1.2132614651897	-0.000241917001123776	-0.000241410713330122	-1.17144394498849	-0.000233013966928881	-0.000232697062128753
-239000	-1.21365954941938	-0.000244806603521164	-0.000244408519291486	-1.17196361106652	-0.000236736554824209	-0.000236216888746188
-238000	-1.21446476159897	-0.000242851608069782	-0.000242046395890191	-1.17270032643014	-0.000235477872317654	-0.000234741156954031
-237000	-1.21568892813186	-0.000243502434847755	-0.000242278268314871	-1.17367608497886	-0.000234872799272221	-0.000233897040723498
-236000	-1.21642548295607	-0.000243347835393589	-0.00024261128056938	-1.17443388451865	-0.000234332691175684	-0.000233574891635896
-235000	-1.21729357307219	-0.0002427850912399	-0.000241917001123776	-1.17556135281212	-0.000234141435222346	-0.000233013966928881
-234000	-1.2178570664098	-0.000245370096858779	-0.000244806603521164	-1.1763415743565	-0.000237516776368598	-0.000236736554824209
-233000	-1.21895221276823	-0.000243946754428213	-0.000242851608069782	-1.17716171670145	-0.000236298014662599	-0.000235477872317654
-232000	-1.21970942366351	-0.00024425964574303	-0.000243502434847755	-1.1779944346337	-0.000235705517204474	-0.000234872799272221
-231000	-1.22056579440253	-0.000244204206132606	-0.000243347835393589	-1.17903125167229	-0.000235369508214267	-0.000234332691175684
-230000	-1.22141033873816	-0.000243629635575534	-0.0002427850912399	-1.17992534917322	-0.000235035532723283	-0.000234141435222346
-229000	-1.22195017926901	-0.000245909937389629	-0.000245370096858779	-1.18050206025579	-0.000238093487451168	-0.000237516776368598
-228000	-1.22292641943597	-0.000244922994595173	-0.000243946754428213	-1.181247177182	-0.000237043131588804	-0.000236298014662599
-227000	-1.22327891047252	-0.000244612136779579	-0.00024425964574303	-1.18162910044416	-0.000236087440466634	-0.000235705517204474
-226000	-1.22421688874619	-0.000245142184406271	-0.000244204206132606	-1.18250473591267	-0.000236245143682774	-0.000235369508214267
-225000	-1.22496227323808	-0.000244375020067427	-0.000243629635575534	-1.18325049499652	-0.000235781291807139	-0.000235035532723283
-224000	-1.22567854658319	-0.000246626210734735	-0.000245909937389629	-1.18364194359715	-0.0002384849360518	-0.000238093487451168
-223000	-1.22631503184032	-0.000245559479852304	-0.000244922994595173	-1.18404987424413	-0.000237451062235779	-0.000237043131588804
-222000	-1.22718387114036	-0.000245480976079628	-0.000244612136779579	-1.1847609568149	-0.000236798523037407	-0.000236087440466634
-221000	-1.22802477658265	-0.000245983089848558	-0.000245142184406271	-1.18556681115214	-0.000237050998020013	-0.000236245143682774
-220000	-1.22866110130037	-0.000245011344785145	-0.000244375020067427	-1.18596821319634	-0.00023618269385134	-0.000235781291807139
-219000	-1.22944683469792	-0.000247411944132284	-0.000246626210734735	-1.18652972654787	-0.000239046449403329	-0.0002384849360518
-218000	-1.2301644993846	-0.000246277144538984	-0.000245559479852304	-1.18690865307433	-0.000237829988762241	-0.000237451062235779
-217000	-1.23099673569861	-0.000246313212393642	-0.000245480976079628	-1.18778364638519	-0.000237673516348263	-0.000236798523037407
-216000	-1.23156606196821	-0.000246552416118157	-0.000245983089848558	-1.18831583453738	-0.000237583186172206	-0.000237050998020013
-215000	-1.23213966928881	-0.000245584952105742	-0.000245011344785145	-1.18864092684754	-0.000236507786161502	-0.00023618269385134
-214000	-1.23286471878846	-0.000248136993631937	-0.000247411944132284	-1.18949579921871	-0.000239901321774495	-0.000239046449403329
-213000	-1.23343773746455	-0.000246850163215069	-0.000246277144538984	-1.18993637287954	-0.000238270562423076	-0.000237829988762241
-212000	-1.23420928988067	-0.000247084764809761	-0.000246313212393642	-1.19062209022315	-0.000238359233691871	-0.000237673516348263
-211000	-1.23441558302563	-0.000246758709263123	-0.000246552416118157	-1.19103537218387	-0.000237996468132927	-0.000237583186172206
-210000	-1.23514855246963	-0.000246317921549741	-0.000245584952105742	-1.19165162947504	-0.000237124043452668	-0.000236507786161502
-209000	-1.23600647508963	-0.000248994916251939	-0.000248136993631937	-1.19267292770375	-0.000240922620003211	-0.000239901321774495
-208000	-1.23695606571413	-0.000247799753839569	-0.000246850163215069	-1.1936015946915	-0.000239199229410821	-0.000238270562423076
-207000	-1.23731203510462	-0.000247440734200246	-0.000247084764809761	-1.1939827152566	-0.000238740354256969	-0.000238359233691871
-206000	-1.23793284101247	-0.000247379515170974	-0.000246758709263123	-1.19430668379087	-0.000238320436667202	-0.000237996468132927
-205000	-1.23861320704233	-0.000246998287579601	-0.000246317921549741	-1.1949647348424	-0.000237782094504201	-0.000237124043452668
-204000	-1.23949810028362	-0.000249879809493231	-0.000248994916251939	-1.19547305613528	-0.000241430941296088	-0.000240922620003211
-203000	-1.24023449456842	-0.000248536148124365	-0.000247799753839569	-1.19601739176968	-0.000239743565045218	-0.000239199229410821
-202000	-1.24071718306844	-0.000247923422700273	-0.000247440734200246	-1.19638823781238	-0.000239111200299674	-0.000238740354256969
-201000	-1.24145957082464	-0.000248121902927168	-0.000247379515170974	-1.19699159843742	-0.000238923797292234	-0.000238320436667202
-200000	-1.2421963397014	-0.000247735056456361	-0.000246998287579601	-1.19768095467437	-0.000238471450741156	-0.000237782094504201
-199000	-1.24309327339862	-0.000250776743190453	-0.000249879809493231	-1.19819671429336	-0.000241946700915074	-0.000241430941296088
-198000	-1.24397581206186	-0.000249418686787606	-0.000248536148124365	-1.19946588537486	-0.000241012736126719	-0.000239743565045218
-197000	-1.24458463102692	-0.00024853224166533	-0.000247923422700273	-1.19996029325199	-0.000239605608176807	-0.000239111200299674
-196000	-1.24566784395569	-0.000249205115855943	-0.000248121902927168	-1.20071509605608	-0.000239678600096323	-0.000238923797292234
-195000	-1.24628490394392	-0.000248352116444588	-0.000247735056456361	-1.20138508053727	-0.000239141435222347	-0.000238471450741156
-194000	-1.2471546529673	-0.000251646492213839	-0.000250776743190453	-1.20190265960293	-0.000242464279980735	-0.000241946700915074
-193000	-1.24823722373843	-0.000250501257558731	-0.000249418686787606	-1.20283566115481	-0.0002419457376786	-0.000241012736126719
-192000	-1.24912821747739	-0.000249423235404291	-0.00024853224166533	-1.2037515385027	-0.000240521485524696	-0.000239605608176807
-191000	-1.25009332691176	-0.00025017022529031	-0.000249205115855943	-1.20450061540108	-0.000240427676994702	-0.000239678600096323
-190000	-1.25065660619682	-0.000248915395729652	-0.000248352116444588	-1.20482281800182	-0.000239463637823085	-0.000239141435222347
-189000	-1.25072708299888	-0.000251716969015894	-0.000251646492213839	-1.2049737250495	-0.000242615187028416	-0.000242464279980735
-188000	-1.2515960293252	-0.000251370203885053	-0.000250501257558731	-1.20598453470327	-0.00024295654733237	-0.0002419457376786
-187000	-1.25247107614919	-0.000250298282228287	-0.000249423235404291	-1.20665350243485	-0.000241190453256274	-0.000240521485524696
-186000	-1.25309022314978	-0.000250789372290898	-0.00025017022529031	-1.20742649970568	-0.000241200674265532	-0.000240427676994702
