Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27me3.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph - Tags
-250000	-0.656896261623126	-0.00013502675691062	-0.000134863368967044	-0.813386741729395	-0.00016586349547726	-0.000165630590170157
-249000	-0.656289961414384	-0.000129800177114302	-0.000130406477323044	-0.812922955278639	-0.000160861028528053	-0.000161324814978809
-248000	-0.655994749826048	-0.000130043709279524	-0.00013033892086786	-0.812759567335062	-0.000161788032133595	-0.000161951420077171
-247000	-0.655812764880764	-0.0001306510848251	-0.000130833069770384	-0.812548611550383	-0.000161885065469037	-0.000162096021253717
-246000	-0.655426845467772	-0.000129905117338225	-0.000130291036751218	-0.812320956417231	-0.000161923334809286	-0.000162150989942438
-245000	-0.654958567904358	-0.000134558479347207	-0.00013502675691062	-0.812125498133974	-0.000165668037194003	-0.00016586349547726
-244000	-0.654497564678348	-0.000129339173888291	-0.000129800177114302	-0.812014485419698	-0.000160750015813777	-0.000160861028528053
-243000	-0.654474919349737	-0.000130021063950914	-0.000130043709279524	-0.811982415080018	-0.000161755961793915	-0.000161788032133595
-242000	-0.654542033019166	-0.000130718198494528	-0.0001306510848251	-0.811907141501676	-0.000161809791890695	-0.000161885065469037
-241000	-0.654205009804542	-0.0001295680941236	-0.000129905117338225	-0.811639762160794	-0.000161655955468404	-0.000161923334809286
-240000	-0.653814156493137	-0.000134167626035802	-0.000134558479347207	-0.81153779492694	-0.00016556606996015	-0.000165668037194003
-239000	-0.653531785691695	-0.000129056803086849	-0.000129339173888291	-0.811059839332026	-0.000160272060218863	-0.000160750015813777
