Distance from Center (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/CTCF.bed mm10 -size 500000 -hist 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph - Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph Coverage	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph + Tags	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph - Tags
-250000	-1.03040160679656	-0.000209957152091605	-0.000209572721396251	-1.02532462215655	-0.000208656724228152	-0.00020859525348601
-249000	-1.03035743528181	-0.000207096315449258	-0.000207140486964016	-1.02518650537138	-0.000206132914704344	-0.000206271031489519
-248000	-1.03067771724074	-0.000207420075722597	-0.00020709979376366	-1.02553015052175	-0.000206422291993721	-0.000206078646843353
-247000	-1.03118967587035	-0.000203056730384461	-0.000202544771754856	-1.02582380644566	-0.000202019761750854	-0.000201726105826946
-246000	-1.03143805214393	-0.000203907778496014	-0.000203659402222428	-1.02602194724043	-0.000202790254563364	-0.000202592113768585
-245000	-1.03171890294579	-0.000210238002893465	-0.000209957152091605	-1.0262026964632	-0.000208837473450919	-0.000208656724228152
-244000	-1.03180807707698	-0.000207185489580448	-0.000207096315449258	-1.02646372395112	-0.000206393942192262	-0.000206132914704344
-243000	-1.03232948564041	-0.000207941484286022	-0.000207420075722597	-1.02679351740696	-0.000206752085449565	-0.000206422291993721
-242000	-1.03294093021824	-0.000203668174962293	-0.000203056730384461	-1.02719441622803	-0.000202420660571921	-0.000202019761750854
-241000	-1.03284852402499	-0.000203815372302767	-0.000203907778496014	-1.02687176409025	-0.000202467602425586	-0.000202790254563364
-240000	-1.03311059808539	-0.000210500076953858	-0.000210238002893465	-1.02709129805768	-0.000209057007418353	-0.000208837473450919
-239000	-1.03323233908948	-0.000207307230584541	-0.000207185489580448	-1.02717142241512	-0.000206474066549696	-0.000206393942192262
-238000	-1.03357290608551	-0.000208282051282051	-0.000207941484286022	-1.02742238433835	-0.000207003047372795	-0.000206752085449565
-237000	-1.03428288238372	-0.000204378151260504	-0.000203668174962293	-1.02797537476529	-0.000202973650998861	-0.000202420660571921
-236000	-1.0344917351556	-0.000204024225074645	-0.000203815372302767	-1.02805940837874	-0.000202551636039031	-0.000202467602425586
-235000	-1.03463920952997	-0.000210647551328224	-0.000210500076953858	-1.02826819958753	-0.000209265798627143	-0.000209057007418353
-234000	-1.03495456644196	-0.000207622587496538	-0.000207307230584541	-1.02830772308924	-0.000206513590051406	-0.000206474066549696
-233000	-1.03507852371718	-0.00020840600855727	-0.000208282051282051	-1.02855880813864	-0.0002072541324222	-0.000207003047372795
-232000	-1.03501394403915	-0.000204313571582479	-0.000204378151260504	-1.02887124080401	-0.000203286083664235	-0.000202973650998861
-231000	-1.03509785452643	-0.000204108135561917	-0.000204024225074645	-1.02871490134515	-0.000202395296580171	-0.000202551636039031
-230000	-1.03529701111214	-0.000210846707913935	-0.000210647551328224	-1.02893732877766	-0.000209488226059654	-0.000209265798627143
-229000	-1.03578489857481	-0.000208110474959214	-0.000207622587496538	-1.02913442299997	-0.000206710684273709	-0.000206513590051406
-228000	-1.03612663526949	-0.000208747745251946	-0.00020840600855727	-1.02950527903469	-0.000207624988456921	-0.0002072541324222
-227000	-1.03626284359898	-0.000204449779911964	-0.000204313571582479	-1.02979354818851	-0.00020357435281805	-0.000203286083664235
-226000	-1.03628611444578	-0.000204131406408717	-0.000204108135561917	-1.03001311293748	-0.000202614861329148	-0.000202395296580171
-225000	-1.03660704281713	-0.000211167636285283	-0.000210846707913935	-1.03031532613045	-0.000209790439252624	-0.000209488226059654
-224000	-1.03652180872349	-0.000208025240865577	-0.000208110474959214	-1.03047625203928	-0.000206871610182534	-0.000206710684273709
-223000	-1.03702339397297	-0.000209249330501431	-0.000208747745251946	-1.03082805429864	-0.000207976790716286	-0.000207624988456921
-222000	-1.03699913811679	-0.000204425524055776	-0.000204449779911964	-1.03079391756703	-0.000203540216086434	-0.00020357435281805
-221000	-1.03667790193	-0.000203810170221934	-0.000204131406408717	-1.03087438052144	-0.000202695324283559	-0.000202614861329148
-220000	-1.03693526641426	-0.000211425000769538	-0.000211167636285283	-1.03085840490042	-0.000209774463631606	-0.000209790439252624
-219000	-1.03723338566196	-0.000208323360113276	-0.000208025240865577	-1.0311189091021	-0.000207132114384215	-0.000206871610182534
-218000	-1.03780749222766	-0.000209823437067135	-0.000209249330501431	-1.03167359251393	-0.000208531474128113	-0.000207976790716286
-217000	-1.03812531166313	-0.000204743343491243	-0.000204425524055776	-1.03186643888325	-0.000203733062455752	-0.000203540216086434
-216000	-1.0382215655493	-0.000203906424108104	-0.000203810170221934	-1.03209505340598	-0.000202923938806292	-0.000202695324283559
-215000	-1.03832763874781	-0.000211531073968049	-0.000211425000769538	-1.0321047188106	-0.00020978412903623	-0.000209774463631606
-214000	-1.03830319820236	-0.000208298919567827	-0.000208323360113276	-1.03238818604365	-0.000207415581617262	-0.000207132114384215
-213000	-1.03873604826546	-0.000210256287130236	-0.000209823437067135	-1.03275571767168	-0.000208899005756149	-0.000208531474128113
-212000	-1.03890414627389	-0.000204911441499677	-0.000204743343491243	-1.03292744790224	-0.000203904792686305	-0.000203733062455752
-211000	-1.03893957583033	-0.000203941853664543	-0.000203906424108104	-1.03287878228214	-0.000202875273186197	-0.000202923938806292
-210000	-1.03921393172654	-0.000211805429864253	-0.000211531073968049	-1.03276390556222	-0.000209669252316311	-0.00020978412903623
-209000	-1.03954471019177	-0.000208629698033059	-0.000208298919567827	-1.03286483824299	-0.000207516514298026	-0.000207415581617262
-208000	-1.03952904238619	-0.000210240619324653	-0.000210256287130236	-1.03327167790193	-0.00020930584541509	-0.000208899005756149
-207000	-1.03985504971219	-0.000205237448825685	-0.000204911441499677	-1.03363736263736	-0.000204270477421738	-0.000203904792686305
-206000	-1.04035001692985	-0.000204436820882199	-0.000203941853664543	-1.03392049127343	-0.000203158401822266	-0.000202875273186197
-205000	-1.04031015483116	-0.000211765567765568	-0.000211805429864253	-1.03390740911749	-0.000209656170160372	-0.000209669252316311
-204000	-1.04063385354142	-0.000208953396743313	-0.000208629698033059	-1.03398734878567	-0.000207596453966202	-0.000207516514298026
-203000	-1.04091187244128	-0.000210518638224521	-0.000210240619324653	-1.03398953427525	-0.00020930803090467	-0.00020930584541509
-202000	-1.04104721888756	-0.000205372795271955	-0.000205237448825685	-1.03420934527657	-0.000204490288423061	-0.000204270477421738
-201000	-1.04158875858036	-0.000204978360574999	-0.000204436820882199	-1.03448397820667	-0.000203433034752363	-0.000203158401822266
-200000	-1.04177554098563	-0.000211952350170838	-0.000211765567765568	-1.03455055868501	-0.000209722750638717	-0.000209656170160372
-199000	-1.04217028349801	-0.000209348139255702	-0.000208953396743313	-1.03448637916705	-0.000207532274448241	-0.000207596453966202
-198000	-1.04223006125527	-0.000210578415981778	-0.000210518638224521	-1.03481478745344	-0.000209636439191061	-0.00020930803090467
-197000	-1.04218542801736	-0.000205328162034044	-0.000205372795271955	-1.03476316680518	-0.000204438667774802	-0.000204490288423061
-196000	-1.04259045156524	-0.00020538338412288	-0.000204978360574999	-1.03504457167482	-0.000203714439622002	-0.000203433034752363
-195000	-1.04263499245852	-0.000211996891064118	-0.000211952350170838	-1.03503696863361	-0.0002097151475975	-0.000209722750638717
-194000	-1.0428263920953	-0.00020953953889248	-0.000209348139255702	-1.03541813648536	-0.000207913442299997	-0.000207532274448241
-193000	-1.04326896912611	-0.000211020993012591	-0.000210578415981778	-1.03539492720165	-0.000209613229907347	-0.000209636439191061
-192000	-1.04346714070243	-0.000205526333610368	-0.000205328162034044	-1.03557940099117	-0.000204623141564319	-0.000204438667774802
-191000	-1.04373056915074	-0.000205646812571182	-0.00020538338412288	-1.03566109520731	-0.00020379613383815	-0.000203714439622002
-190000	-1.04366214177979	-0.00021192846369317	-0.000211996891064118	-1.03570788315326	-0.000209761935543448	-0.0002097151475975
-189000	-1.04397568258072	-0.000209853079693416	-0.00020953953889248	-1.03583534952443	-0.00020804090867116	-0.000207913442299997
-188000	-1.04382069750977	-0.000210866007941638	-0.000211020993012591	-1.03587825899591	-0.000209656139378829	-0.000209613229907347
-187000	-1.04404869640164	-0.000205754332502231	-0.000205526333610368	-1.03583002431742	-0.000204574906885831	-0.000204623141564319
-186000	-1.04438073691015	-0.000205978853079693	-0.000205646812571182	-1.03625308584972	-0.000204219195370456	-0.00020379613383815
-185000	-1.04450093883707	-0.000212048665620094	-0.00021192846369317	-1.03652704158587	-0.000210035891279589	-0.000209761935543448
-184000	-1.04440493120325	-0.000209757072059593	-0.000209853079693416	-1.03660938221442	-0.00020812324929972	-0.00020804090867116
-183000	-1.04478649921507	-0.000211247575953458	-0.000210866007941638	-1.03655382152861	-0.000209600578693016	-0.000209656139378829
-182000	-1.04513229907348	-0.000206100132360637	-0.000205754332502231	-1.03651882291378	-0.000204539908271001	-0.000204574906885831
-181000	-1.04527752639517	-0.000206124080401392	-0.000205978853079693	-1.03668962969803	-0.000204390002154708	-0.000204219195370456
-180000	-1.04539698956506	-0.000212168128789977	-0.000212048665620094	-1.03694850247791	-0.00021029476405947	-0.000210035891279589
-179000	-1.04571016098747	-0.000210070243482008	-0.000209757072059593	-1.03693455843876	-0.000208109305260566	-0.00020812324929972
-178000	-1.04558611136762	-0.00021112352633361	-0.000211247575953458	-1.03708295625943	-0.000209748976513682	-0.000209600578693016
-177000	-1.04563628528334	-0.000206150306276357	-0.000206100132360637	-1.03715316895989	-0.000204610120971466	-0.000204539908271001
