anchor	type	count	percentage
Anchor1	Active_Promoter	253	8.69415807560137
Anchor1	Repressed_Promoter	268	9.20962199312715
Anchor1	Bivalent_Promoter	25	0.859106529209622
Anchor1	Polycomb	467	16.0481099656357
Anchor1	Active_Enhancer_Proximal	8	0.274914089347079
Anchor1	Active_Enhancer_Distal	306	10.5154639175258
Anchor1	Poised_Enhancer_Proximal	41	1.40893470790378
Anchor1	Poised_Enhancer_Distal	575	19.7594501718213
Anchor1	CTCF_Site	703	24.1580756013746
Anchor1	Other	264	9.07216494845361
Anchor2	Active_Promoter	257	8.83161512027491
Anchor2	Repressed_Promoter	292	10.0343642611684
Anchor2	Bivalent_Promoter	24	0.824742268041237
Anchor2	Polycomb	461	15.8419243986254
Anchor2	Active_Enhancer_Proximal	9	0.309278350515464
Anchor2	Active_Enhancer_Distal	340	11.6838487972509
Anchor2	Poised_Enhancer_Proximal	27	0.927835051546392
Anchor2	Poised_Enhancer_Distal	529	18.1786941580756
Anchor2	CTCF_Site	695	23.8831615120275
Anchor2	Other	276	9.48453608247423
