gene	log2FC	padj	baseMean	dysregulated	max_delta_unnorm	sum_delta_unnorm	n_enhancers	n_gained_enh	n_lost_enh	has_boundary	boundary_direction	n_diff_loops	n_lost_loops	n_gained_loops	max_loop_logFC_abs	mean_loop_logFC	has_abc	has_loops	n_layers	z_boundary	z_loop_count	z_loop_strength	z_abc	combined_score
Dpp10	0.205455628813104	0.651228325255888	6567.253324338	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	0	1	0.322412267368637	0.322412267368637	FALSE	TRUE	2	1	6.2849259097253585	5.601547194235418	0	12.886473103960776
Actr3	0.135165811399741	0.360161749128835	1984.68952922705	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	0	1	0.322412267368637	0.322412267368637	FALSE	TRUE	2	1	6.2849259097253585	5.601547194235418	0	12.886473103960776
Atp11b	-0.126644567867234	0.543262143932184	1661.77169927343	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	0	1	0.407124621294818	0.407124621294818	FALSE	TRUE	2	1	6.2849259097253585	7.0917399925021405	0	14.376665902227499
Rsrc1	-0.33418551333498	2.23647157693623e-4	1472.96244847774	FALSE	NA	NA	NA	NA	NA	TRUE	Control	2	2	0	0.78424084231532	-0.6579546055382075	FALSE	TRUE	2	1	12.635358914174668	13.725670589732664	0	27.361029503907332
Igsf3	-0.883472465939421	7.33496701680141e-18	3151.6614099421	FALSE	NA	NA	NA	NA	NA	TRUE	Control	2	0	2	0.54194912428281	0.531952259751233	FALSE	TRUE	2	1	12.635358914174668	9.463466122998692	0	23.098825037173363
Mpdz	-0.218995179420896	0.103943705363793	1375.34112802867	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	1	0	0.623738072808033	-0.623738072808033	FALSE	TRUE	2	1	6.2849259097253585	10.902232683261005	0	18.187158592986364
Depdc5	-0.0202104916970254	0.93942004133753	1204.33279256405	FALSE	NA	NA	NA	NA	NA	TRUE	Mutant	3	0	3	0.44794949136839	0.4061021808396267	FALSE	TRUE	2	1	18.985791918623978	7.8098988507346165	0	27.795690769358593
Grm7	-0.0444606600322488	0.929289651392217	2093.65759277196	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	1	0	0.425091885207135	-0.425091885207135	FALSE	TRUE	2	1	6.2849259097253585	7.407805903148703	0	14.692731812874062
Sox1ot	-0.0941013657498539	0.909615967372686	47.1064360135857	FALSE	NA	NA	NA	NA	NA	TRUE	Mutant	3	3	0	1.23338733335528	-1.054919512287413	FALSE	TRUE	2	1	18.985791918623978	21.626700785372883	0	41.612492703996864
Wrn	-0.230577977676671	0.113011783237755	450.874001656081	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	0	1	0.405045328744502	0.405045328744502	FALSE	TRUE	2	1	6.2849259097253585	7.05516272082497	0	14.340088630550328
Gtf2e2	-0.0806838532296494	0.722265383014184	345.194862168867	FALSE	NA	NA	NA	NA	NA	TRUE	Mutant	1	0	1	0.405045328744502	0.405045328744502	FALSE	TRUE	2	1	6.2849259097253585	7.05516272082497	0	14.340088630550328
Tnks	0.239725455580655	0.00951464235460314	6210.15743366243	FALSE	NA	NA	NA	NA	NA	TRUE	Mutant	1	0	1	0.341771745888228	0.341771745888228	FALSE	TRUE	2	1	6.2849259097253585	5.9421038442517	0	13.227029753977058
Sgcz	-0.406836307692558	0.168433827666101	1125.94358618859	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	0	1	0.366895361704927	0.366895361704927	FALSE	TRUE	2	1	6.2849259097253585	6.38405864330131	0	13.668984553026668
Zdhhc2	-0.0428232900980569	0.908277400108708	987.917087625189	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	0	1	0.385417922933943	0.385417922933943	FALSE	TRUE	2	1	6.2849259097253585	6.709892905597773	0	13.994818815323132
Dctd	-0.737684552682436	0.022901541128985	42.5909110855557	FALSE	NA	NA	NA	NA	NA	TRUE	Control	3	3	0	0.907636620590362	-0.712042044846305	FALSE	TRUE	2	1	18.985791918623978	15.896351625018525	0	35.8821435436425
Tenm3	-0.856145403475599	3.00491984553724e-8	2030.08414877197	FALSE	NA	NA	NA	NA	NA	TRUE	Control	5	5	0	0.659836959076838	-0.573009531087338	FALSE	TRUE	2	1	31.6866579275226	11.537255768442884	0	44.223913695965486
Smad1	0.16037504887716	0.277815841864077	1690.7022060224	FALSE	NA	NA	NA	NA	NA	TRUE	Mutant	1	1	0	0.307621402787011	-0.307621402787011	FALSE	TRUE	2	1	6.2849259097253585	5.34135799091232	0	12.626283900637677
Zfhx3	0.318758423634047	0.452056033890341	256.09407444147803	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	1	0	0.699352595907757	-0.699352595907757	FALSE	TRUE	2	1	6.2849259097253585	12.232383629907723	0	19.517309539633082
Cntn5	-1.00985172014745	6.03215805602591e-9	1126.54817175701	FALSE	NA	NA	NA	NA	NA	TRUE	Control	1	0	1	0.572202495601236	0.572202495601236	FALSE	TRUE	2	1	6.2849259097253585	9.995659527768126	0	17.280585437493485
Syt1	-1.90324581761217	1.66117645581146e-38	15590.6820161952	FALSE	NA	NA	NA	NA	NA	TRUE	Control	2	2	0	0.342741506092882	-0.32890810808717796	FALSE	TRUE	2	1	12.635358914174668	5.9591630995555995	0	19.59452201373027
Gria1	-0.259255444381359	0.287961097671576	4884.56111416682	FALSE	NA	NA	NA	NA	NA	TRUE	Mutant	1	0	1	0.553261047906869	0.553261047906869	FALSE	TRUE	2	1	6.2849259097253585	9.662456545739222	0	16.94738245546458
2610027K06Rik	-0.166593734494946	0.876614057472382	16.113748590143	FALSE	NA	NA	NA	NA	NA	TRUE	Control	4	4	0	0.739012623139261	-0.6793343088032062	FALSE	TRUE	2	1	25.33622492307329	12.930051493215482	0	39.26627641628877
Gm10406	0.577662172799217	0.225755791601976	36.331414668248	FALSE	NA	NA	NA	NA	NA	TRUE	Mutant	1	0	1	0.340584929654899	0.340584929654899	FALSE	TRUE	2	1	6.2849259097253585	5.921226310789295	0	13.206152220514653
Klhl1	-0.208637822402279	0.51314737970955	166.865745468454	FALSE	NA	NA	NA	NA	NA	TRUE	Mutant	1	0	1	0.424925101425325	0.424925101425325	FALSE	TRUE	2	1	6.2849259097253585	7.404871974636488	0	14.689797884361846
