loop_id	sample	group	center_value	background_mean	enrichment
1	ctrl_M1	ctrl	25.4849071502686	25.4849071502686	1
1	ctrl_M2	ctrl	19.1246452331543	19.1246452331543	1
1	ctrl_M3	ctrl	19.5265846252441	19.5265846252441	1
1	mut_M1	mut	24.4032020568848	24.4032020568848	1
1	mut_M2	mut	25.0729789733887	25.0729789733887	1
1	mut_M3	mut	30.7708759307861	30.7708759307861	1
2	ctrl_M1	ctrl	29.6785259246826	29.6785259246826	1
2	ctrl_M2	ctrl	22.6964778900146	22.6964778900146	1
2	ctrl_M3	ctrl	18.1713275909424	18.1713275909424	1
2	mut_M1	mut	17.3208103179932	17.3208103179932	1
2	mut_M2	mut	25.5062637329102	25.5062637329102	1
2	mut_M3	mut	18.0704612731934	18.0704612731934	1
3	ctrl_M1	ctrl	37.8956756591797	37.8956756591797	1
3	ctrl_M2	ctrl	23.9909019470215	23.9909019470215	1
3	ctrl_M3	ctrl	25.498348236084	25.498348236084	1
3	mut_M1	mut	25.2458591461182	25.2458591461182	1
3	mut_M2	mut	29.1999378204346	29.1999378204346	1
3	mut_M3	mut	32.1483879089355	32.1483879089355	1
4	ctrl_M1	ctrl	11.4347505569458	11.4347505569458	1
4	ctrl_M2	ctrl	11.2479562759399	11.2479562759399	1
4	ctrl_M3	ctrl	15.7842416763306	15.7842416763306	1
4	mut_M1	mut	10.4217414855957	10.4217414855957	1
4	mut_M2	mut	11.5704345703125	11.5704345703125	1
4	mut_M3	mut	10.7575368881226	10.7575368881226	1
5	ctrl_M1	ctrl	19.0563621520996	19.0563621520996	1
5	ctrl_M2	ctrl	13.1514625549316	13.1514625549316	1
5	ctrl_M3	ctrl	16.8551578521729	16.8551578521729	1
5	mut_M1	mut	6.82680940628052	6.82680940628052	1
5	mut_M2	mut	7.47683095932007	7.47683095932007	1
5	mut_M3	mut	9.44184398651123	9.44184398651123	1
6	ctrl_M1	ctrl	38.3172950744629	38.3172950744629	1
6	ctrl_M2	ctrl	28.5100231170654	28.5100231170654	1
6	ctrl_M3	ctrl	18.9654026031494	18.9654026031494	1
6	mut_M1	mut	33.6389312744141	33.6389312744141	1
6	mut_M2	mut	35.5875244140625	35.5875244140625	1
6	mut_M3	mut	43.5125312805176	43.5125312805176	1
7	ctrl_M1	ctrl	52.3369293212891	52.3369293212891	1
7	ctrl_M2	ctrl	50.0930366516113	50.0930366516113	1
7	ctrl_M3	ctrl	48.6100807189941	48.6100807189941	1
7	mut_M1	mut	44.6842384338379	44.6842384338379	1
7	mut_M2	mut	41.3035125732422	41.3035125732422	1
7	mut_M3	mut	30.4164276123047	30.4164276123047	1
8	ctrl_M1	ctrl	44.7001457214355	44.7001457214355	1
8	ctrl_M2	ctrl	31.7135829925537	31.7135829925537	1
8	ctrl_M3	ctrl	30.5714473724365	30.5714473724365	1
8	mut_M1	mut	44.0162963867188	44.0162963867188	1
8	mut_M2	mut	50.716423034668	50.716423034668	1
8	mut_M3	mut	40.9970321655273	40.9970321655273	1
9	ctrl_M1	ctrl	36.2128677368164	36.2128677368164	1
9	ctrl_M2	ctrl	55.9728240966797	55.9728240966797	1
9	ctrl_M3	ctrl	33.5600357055664	33.5600357055664	1
9	mut_M1	mut	34.6728439331055	34.6728439331055	1
9	mut_M2	mut	40.8145523071289	40.8145523071289	1
9	mut_M3	mut	45.4109306335449	45.4109306335449	1
10	ctrl_M1	ctrl	37.9334831237793	37.9334831237793	1
10	ctrl_M2	ctrl	31.6578521728516	31.6578521728516	1
10	ctrl_M3	ctrl	34.1829872131348	34.1829872131348	1
10	mut_M1	mut	24.844181060791	24.844181060791	1
10	mut_M2	mut	27.9048442840576	27.9048442840576	1
10	mut_M3	mut	32.3672103881836	32.3672103881836	1
11	ctrl_M1	ctrl	21.5233783721924	21.5233783721924	1
11	ctrl_M2	ctrl	17.1364765167236	17.1364765167236	1
11	ctrl_M3	ctrl	13.7411556243896	13.7411556243896	1
11	mut_M1	mut	24.4714508056641	24.4714508056641	1
11	mut_M2	mut	24.6849365234375	24.6849365234375	1
11	mut_M3	mut	17.8670806884766	17.8670806884766	1
12	ctrl_M1	ctrl	21.0547504425049	21.0547504425049	1
12	ctrl_M2	ctrl	18.9581432342529	18.9581432342529	1
12	ctrl_M3	ctrl	23.3584651947021	23.3584651947021	1
12	mut_M1	mut	22.0942039489746	22.0942039489746	1
12	mut_M2	mut	18.0469913482666	18.0469913482666	1
12	mut_M3	mut	26.0244197845459	26.0244197845459	1
13	ctrl_M1	ctrl	15.9866847991943	15.9866847991943	1
13	ctrl_M2	ctrl	17.8604755401611	17.8604755401611	1
13	ctrl_M3	ctrl	12.8052778244019	12.8052778244019	1
13	mut_M1	mut	14.6011953353882	14.6011953353882	1
13	mut_M2	mut	15.3880176544189	15.3880176544189	1
13	mut_M3	mut	21.9307384490967	21.9307384490967	1
14	ctrl_M1	ctrl	30.4886817932129	30.4886817932129	1
14	ctrl_M2	ctrl	41.5379295349121	41.5379295349121	1
14	ctrl_M3	ctrl	50.1130676269531	50.1130676269531	1
14	mut_M1	mut	36.0083847045898	36.0083847045898	1
14	mut_M2	mut	37.1411361694336	37.1411361694336	1
