	ctrl_M1	ctrl_M2	ctrl_M3	mut_M1	mut_M2	mut_M3
loop_1	3615.72393798828	4345.6934223175	4654.58570480347	4145.54527282715	4105.98111343384	3383.38577651978
loop_2	2895.15116882324	3616.36020278931	3759.95794296265	3399.13545227051	3297.27181243896	2858.84649467468
loop_3	4317.01977539062	5054.52017211914	5497.9789352417	5028.32062911987	4713.44161605835	4005.1611289978
loop_4	4251.46575927734	5189.89641571045	5611.27712631226	5549.83911132812	5072.86025619507	4545.74032974243
loop_5	2281.01983642578	2800.52069091797	2997.14765930176	2835.4435005188	2686.38804626465	2293.08758735657
loop_6	4247.33207702637	5229.94540405273	5307.17031860352	4975.78939056396	4752.05396270752	4065.73461914062
loop_7	3658.62696456909	4554.90803527832	4786.60378265381	4474.68050384521	4278.91878509521	3674.22105407715
loop_8	3689.00078773499	4244.80693435669	4634.56121444702	4533.55339813232	4069.69730758667	3528.25403785706
loop_9	1907.09271812439	2624.25107002258	2627.39344787598	2385.72907829285	2379.49589538574	2124.99423027039
loop_10	3382.04573822021	4055.9567565918	4429.17724227905	3758.85226821899	3556.33346176147	3051.36791992188
loop_11	1562.32199192047	1988.96690607071	2113.02248573303	1976.51802062988	1814.04849243164	1682.62917375565
loop_12	1003.57129526138	1340.60000991821	1362.09650230408	1233.60144805908	1239.34849071503	1059.30693626404
loop_13	1347.60387992859	1782.33792877197	1743.05336952209	1553.39379119873	1594.43777656555	1358.57588768005
loop_14	1237.83661460876	1639.85034179688	1652.86402893066	1514.59137535095	1461.69951248169	1155.92655944824
loop_15	1705.78713989258	2239.04141235352	2306.01680374146	1931.20811462402	1974.16939544678	1612.61159896851
loop_16	1379.42067909241	1884.42513465881	1942.49269485474	1555.96366882324	1582.44959449768	1294.39324378967
loop_17	1562.01491355896	2136.63349151611	2031.78798675537	1461.4267539978	1621.60314750671	1330.76306915283
loop_18	1465.96904563904	2011.82790184021	1921.3074054718	1440.78354644775	1528.42471504211	1213.52340316772
loop_19	921.664849281311	1200.68633842468	1211.65647983551	1050.72826957703	1089.27950668335	907.398940086365
loop_20	1092.43258094788	1447.4200668335	1395.28783035278	1204.03960227966	1160.0544090271	1001.47512817383
loop_21	736.66259098053	1377.93077659607	992.52748966217	1138.6436252594	1108.61619281769	879.70218372345
loop_22	932.008806228638	1348.34204673767	1256.98651504517	1072.23333835602	1165.41956329346	968.503924369812
loop_23	2149.03280305862	2773.53190517426	2914.04542350769	2601.9436044693	2558.88963127136	2233.6630821228
loop_24	1304.87639808655	1700.84396743774	1701.29277420044	1384.0770111084	1434.6729259491	1143.46696090698
loop_25	1153.79563713074	1563.01422595978	1564.86240530014	1202.41310310364	1326.0603928566	1112.87179613113
loop_26	1101.06226539612	1377.7458152771	1447.23759078979	1394.30776596069	1376.35871887207	1303.35952758789
loop_27	918.969399452209	1124.54001903534	1153.39405155182	1137.79346847534	1118.21570396423	976.449155807495
loop_28	773.31893825531	1024.04081535339	1095.67365646362	783.246741294861	775.600395202637	664.718187332153
loop_29	434.733618736267	853.05054473877	590.371891021729	651.458559989929	655.108601570129	490.937806606293
loop_30	979.572114467621	1201.62913703918	1356.76963615417	955.69634437561	988.721845626831	841.603193283081
loop_31	1242.73426437378	2037.06620025635	1648.54254341125	1505.60084724426	1612.85190963745	1471.13666915894
loop_32	612.549753189087	874.077220916748	828.515352249146	793.578685760498	804.445990562439	672.80734539032
