pair_class	loop_id	sample	group	center_value	background_mean	enrichment
Invariant-SE	1	ctrl_M1	ctrl	1.84968864917755	0.531278312206268	3.48158132316045
Invariant-SE	1	ctrl_M2	ctrl	2.95375561714172	0.639711380004883	4.61732542122227
Invariant-SE	1	ctrl_M3	ctrl	1.82119655609131	0.724514007568359	2.5136802560984
Invariant-SE	1	mut_M1	mut	0.948065757751465	0.396516561508179	2.39098653066452
Invariant-SE	1	mut_M2	mut	0	0	NA
Invariant-SE	1	mut_M3	mut	0	0.188281774520874	0
Invariant-SE	2	ctrl_M1	ctrl	1.86762094497681	0.285585641860962	6.53961779313143
Invariant-SE	2	ctrl_M2	ctrl	1.87428665161133	1.16037148237228	1.6152470825804
Invariant-SE	2	ctrl_M3	ctrl	0	1.09045693278313	0
Invariant-SE	2	mut_M1	mut	3.87110781669617	1.45094820857048	2.66798483490331
Invariant-SE	2	mut_M2	mut	2.76115489006042	1.14644342660904	2.40845280802682
Invariant-SE	2	mut_M3	mut	0.851963579654694	1.485596165061	0.573482619093671
Invariant-SE	3	ctrl_M1	ctrl	0	0.727694302797318	0
Invariant-SE	3	ctrl_M2	ctrl	0	2.01441878080368	0
Invariant-SE	3	ctrl_M3	ctrl	0	1.24942547082901	0
Invariant-SE	3	mut_M1	mut	3.13263750076294	1.33105400204659	2.35350143265885
Invariant-SE	3	mut_M2	mut	0	0.951588362455368	0
Invariant-SE	3	mut_M3	mut	0	1.22592988610268	0
Invariant-SE	4	ctrl_M1	ctrl	4.75159740447998	3.03690546751022	1.5646181467662
Invariant-SE	4	ctrl_M2	ctrl	4.40891122817993	5.54160529375076	0.79560181472178
Invariant-SE	4	ctrl_M3	ctrl	1.62195491790771	2.69155636429787	0.602608564851967
Invariant-SE	4	mut_M1	mut	1.67753994464874	1.48881047964096	1.12676527173109
Invariant-SE	4	mut_M2	mut	3.42617177963257	1.80378574132919	1.899433896793
Invariant-SE	4	mut_M3	mut	2.42525410652161	1.58309081196785	1.53197409029676
Invariant-SE	5	ctrl_M1	ctrl	0	0.266481578350067	0
Invariant-SE	5	ctrl_M2	ctrl	0	0	NA
Invariant-SE	5	ctrl_M3	ctrl	0	0.260331481695175	0
Invariant-SE	5	mut_M1	mut	0	0.57772821187973	0
Invariant-SE	5	mut_M2	mut	0	0.339355319738388	0
Invariant-SE	5	mut_M3	mut	0	0	NA
Invariant-SE	6	ctrl_M1	ctrl	0	7.65016037225723	0
Invariant-SE	6	ctrl_M2	ctrl	0	8.73590898513794	0
Invariant-SE	6	ctrl_M3	ctrl	4.71528339385986	7.2625058889389	0.649263968383342
Invariant-SE	6	mut_M1	mut	0	7.23754572868347	0
Invariant-SE	6	mut_M2	mut	1.27882218360901	9.23509645462036	0.138474155618506
Invariant-SE	6	mut_M3	mut	2.51812696456909	6.4794225692749	0.388634471304576
Invariant-SE	7	ctrl_M1	ctrl	0	0.272391587495804	0
Invariant-SE	7	ctrl_M2	ctrl	0	0.241742849349976	0
Invariant-SE	7	ctrl_M3	ctrl	0	0	NA
Invariant-SE	7	mut_M1	mut	0	0.266918122768402	0
Invariant-SE	7	mut_M2	mut	0	0	NA
Invariant-SE	7	mut_M3	mut	0	0	NA
Invariant-SE	8	ctrl_M1	ctrl	96.8337478637695	30.5460472106934	3.17009095140371
Invariant-SE	8	ctrl_M2	ctrl	99.676383972168	39.0923026800156	2.54977008614854
Invariant-SE	8	ctrl_M3	ctrl	115.928833007812	46.2731218338013	2.50531687540324
Invariant-SE	8	mut_M1	mut	116.199890136719	38.554220199585	3.01393438993663
Invariant-SE	8	mut_M2	mut	86.6770858764648	35.8072423934937	2.42065794746078
Invariant-SE	8	mut_M3	mut	96.3569869995117	36.8679654598236	2.61356941718185
Invariant-SE	9	ctrl_M1	ctrl	0	0	NA
Invariant-SE	9	ctrl_M2	ctrl	5.27215623855591	0.550296157598495	9.58057977646748
Invariant-SE	9	ctrl_M3	ctrl	0.815274119377136	0.510600373148918	1.59669706927409
Invariant-SE	9	mut_M1	mut	0	0.576544016599655	0
Invariant-SE	9	mut_M2	mut	0.892004668712616	0.284372508525848	3.13674719591094
Invariant-SE	9	mut_M3	mut	0	0.44449919462204	0
Invariant-SE	10	ctrl_M1	ctrl	0.857730686664581	0.696001201868057	1.23236954815946
Invariant-SE	10	ctrl_M2	ctrl	0.857055425643921	0.90695632994175	0.94497981584071
Invariant-SE	10	ctrl_M3	ctrl	0	0.633224919438362	0
Invariant-SE	10	mut_M1	mut	0.937865078449249	0.423823714256287	2.21286597918426
Invariant-SE	10	mut_M2	mut	0.833191335201263	0.410009324550629	2.03212777200724
Invariant-SE	10	mut_M3	mut	0.789545059204102	0.257390290498734	3.06750133299215
Invariant-SE	11	ctrl_M1	ctrl	31.3817386627197	16.0046219825745	1.96079224469579
Invariant-SE	11	ctrl_M2	ctrl	19.8614921569824	23.2167761325836	0.855480194302592
Invariant-SE	11	ctrl_M3	ctrl	18.1866073608398	23.2275986671448	0.782974065526827
Invariant-SE	11	mut_M1	mut	19.9993076324463	20.3145062923431	0.984484060042569
Invariant-SE	11	mut_M2	mut	27.2267513275146	20.7057588100433	1.31493617680451
Invariant-SE	11	mut_M3	mut	22.5646152496338	15.4724601507187	1.45837281400823
Invariant-SE	12	ctrl_M1	ctrl	0	0.474307179450989	0
Invariant-SE	12	ctrl_M2	ctrl	0	1.71708834171295	0
Invariant-SE	12	ctrl_M3	ctrl	0	0.396643579006195	0
Invariant-SE	12	mut_M1	mut	0.921672463417053	0.445514768362045	2.06878094480599
Invariant-SE	12	mut_M2	mut	0	1.29144144058228	0
Invariant-SE	12	mut_M3	mut	0	0.58564181625843	0
Invariant-SE	13	ctrl_M1	ctrl	0	0.379381701350212	0
Invariant-SE	13	ctrl_M2	ctrl	0	1.62456238269806	0
Invariant-SE	13	ctrl_M3	ctrl	1.49225854873657	0.860462129116058	1.73425244207964
Invariant-SE	13	mut_M1	mut	0	0.177808731794357	0
Invariant-SE	13	mut_M2	mut	0.834231197834015	0.356020301580429	2.34321243516376
Invariant-SE	13	mut_M3	mut	0.752325296401978	0.819168031215668	0.918401680404332
Invariant-SE	14	ctrl_M1	ctrl	9.09988307952881	14.2378616333008	0.639132709243724
Invariant-SE	14	ctrl_M2	ctrl	20.671968460083	17.413229227066	1.18714158014711
Invariant-SE	14	ctrl_M3	ctrl	10.4960746765137	13.188887834549	0.795827124180909
Invariant-SE	14	mut_M1	mut	10.0833168029785	14.9966053962708	0.672373282922145
Invariant-SE	14	mut_M2	mut	12.7652683258057	11.6090402603149	1.09959721385783
Invariant-SE	14	mut_M3	mut	9.38130664825439	12.4586121439934	0.752997728786137
Invariant-SE	15	ctrl_M1	ctrl	0	0.462213099002838	0
Invariant-SE	15	ctrl_M2	ctrl	1.54290437698364	0.264522582292557	5.8327888818098
Invariant-SE	15	ctrl_M3	ctrl	0.723377764225006	0	NA
Invariant-SE	15	mut_M1	mut	0	0.271116435527802	0
Invariant-SE	15	mut_M2	mut	1.4888482093811	0.279704064130783	5.32294092332156
Invariant-SE	15	mut_M3	mut	1.44960582256317	0.410965472459793	3.52731779116795
Invariant-SE	16	ctrl_M1	ctrl	0.738875806331635	0.246200516819954	3.001113953274
Invariant-SE	16	ctrl_M2	ctrl	0	0.609486609697342	0
Invariant-SE	16	ctrl_M3	ctrl	0.688984155654907	0	NA
Invariant-SE	16	mut_M1	mut	0	0.583115622401237	0
Invariant-SE	16	mut_M2	mut	0.695341289043427	0.369562149047852	1.88152734481851
Invariant-SE	16	mut_M3	mut	1.39548671245575	0	NA
Invariant-SE	17	ctrl_M1	ctrl	8.90787410736084	6.71747642755508	1.3260744869637
Invariant-SE	17	ctrl_M2	ctrl	9.26558303833008	9.66556549072266	0.958617790880782
Invariant-SE	17	ctrl_M3	ctrl	11.290940284729	10.8533972501755	1.04031392424584
Invariant-SE	17	mut_M1	mut	7.97792196273804	8.58168685436249	0.929644963528641
Invariant-SE	17	mut_M2	mut	8.11238479614258	9.99602800607681	0.811560831083194
Invariant-SE	17	mut_M3	mut	7.63234090805054	5.8162784576416	1.31223787919283
Invariant-SE	18	ctrl_M1	ctrl	0.716107904911041	0	NA
Invariant-SE	18	ctrl_M2	ctrl	0	0.462563216686249	0
Invariant-SE	18	ctrl_M3	ctrl	0	0.237805515527725	0
Invariant-SE	18	mut_M1	mut	0.735328555107117	0	NA
Invariant-SE	18	mut_M2	mut	0	0.469187289476395	0
Invariant-SE	18	mut_M3	mut	0	0.193267807364464	0
Invariant-SE	19	ctrl_M1	ctrl	0.667648136615753	0	NA
Invariant-SE	19	ctrl_M2	ctrl	0.722711682319641	1.10012078285217	0.656938486741373
Invariant-SE	19	ctrl_M3	ctrl	1.23526799678802	0	NA
Invariant-SE	19	mut_M1	mut	1.428307056427	0	NA
Invariant-SE	19	mut_M2	mut	0	0.588936612010002	0
Invariant-SE	19	mut_M3	mut	1.13532483577728	0.71154797077179	1.59557033736719
