ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0003002	regionalization	72/1312	454/28928	0.15859030837004406	3.496722896744386	11.687247965315828	1.480274163516685e-20	8.105981319417367e-17	6.27947881997078e-17	Nkx2-1/Ep300/Traf3ip1/Tdrd7/Smad6/Msx2/Vax2/Dll1/Wif1/Irx2/Gsc/Gpr161/Foxa2/Bmpr1b/Myf5/Tbx2/Barx1/Dnaaf11/Tdrd6/Gli2/Nrp2/Grem2/Dmrt3/Alx4/Gata5/Hoxd8/Snai1/Aplnr/Pax8/Pax7/Anks6/Tgfbr1/Foxn4/Emx1/Dbx1/Ascl1/Foxc2/Foxf1/Hoxb9/Mdfi/Cyp26a1/Tcf7l1/Cobl/Tifab/Neurog1/Mapk8/Hoxb8/Tgif1/En1/Sox17/Bmp2/Cyp26b1/Apc/Dlx2/Rfx3/Ttc21b/Gm572/Sfrp1/Pcdh8/Gpc3/Gdnf/Wnt7b/Mafb/Hoxd13/Hoxa7/Sp8/Hoxd9/Msx1/Bicc1/Sfrp2/Rnf220/Wnt5a	72
GO:0090596	sensory organ morphogenesis	50/1312	341/28928	0.1466275659824047	3.2329590158071673	9.040904441773632	2.5504255350524615e-13	6.98306511497364e-10	5.409586792769168e-10	Tdrd7/Myc/Col5a1/Vax2/Atp6v1b1/Hmx3/Sdk2/Fzd6/Dll1/Gsc/Ptprq/Tenm3/Tbx2/Cryaa/Vegfa/Gli2/Pou4f3/Slc1a1/Bmp7/Pax8/Myo3b/Casp6/Sec24b/Sox2/Foxn4/Cdh23/Kdr/Nectin1/Tifab/Neurog1/Rarb/Fat3/Ripor2/Dscam/Bhlhe23/Cyp26b1/Prkra/Atoh1/Prdm1/Thrb/Abi2/Eya1/Thy1/Mfrp/Mafb/Atp2b2/Ptn/Msx1/Wnt5a/Foxe3	50
GO:0045165	cell fate commitment	45/1312	314/28928	0.14331210191082802	3.159857076277769	8.387620636818246	8.837523284330356e-12	1.6131425834997675e-8	1.2496568012579416e-8	Nkx2-1/Ep300/Olig2/Olig1/Onecut2/Neurog2/Dll1/Gsc/Foxa2/Glis1/Tbx2/Tbx4/Gli2/Dmrt3/Gata5/Chrdl1/Sox2/Pax7/Tgfbr1/Foxn4/Dbx1/Ascl1/Foxc2/Tbx5/Kdr/Mitf/Neurog1/Tgfb2/Onecut1/Bhlhe23/Olig3/Sox17/Bmp2/Cyp26b1/Apc/Dlx2/Atoh1/Prdm1/Sfrp1/Pou4f1/Eya1/Wnt7b/Prdm14/Sfrp2/Wnt5a	45
GO:0048880	sensory system development	57/1312	483/28928	0.11801242236024845	2.602029995455234	7.738904152977159	4.904074477571071e-11	6.713677959794796e-8	5.200900038055636e-8	Traf3ip1/Tdrd7/Twist2/Prss56/Col5a1/Vax2/Cln8/Sdk2/Rhoj/Dll1/Adamts18/Bmpr1b/Crybb3/Myf5/Tenm3/Tbx2/Crybg3/Lama1/Cryaa/Vegfa/Atf6/Slc1a1/Bmp7/Chrdl1/Dcx/Casp6/Sox2/Nphp4/Clic4/Tgfbr1/Foxn4/Phox2b/Ret/Foxc2/Kdr/Mitf/Nectin1/Tgfb2/Frem2/Rarb/Fat3/Dscam/Tgif1/Bhlhe23/Cryge/Apc/Dlx2/Prdm1/Thrb/Pou4f1/Abi2/Tmem135/Thy1/Mfrp/Nhs/Ptn/Foxe3	57
GO:0048562	embryonic organ morphogenesis	46/1312	347/28928	0.13256484149855907	2.9228930906023756	7.854515383794296	7.80039302993109e-11	8.317675263760392e-8	6.443472245002955e-8	Twist2/Myc/Vax2/Atp6v1b1/Hmx3/Fzd6/Dll1/Gsc/Myf5/Ptprq/Tbx2/Cryaa/Gli2/Pou4f3/Alx4/Aplnr/Bmp7/Pax8/Myo3b/Sec24b/Sox2/Tgfbr1/Foxn4/Cdh23/Foxc2/Foxf1/Hoxb9/Mdfi/Tifab/Neurog1/Tgfb2/Rarb/Hoxb8/Ripor2/Hlx/Sox17/Prkra/Dlx2/Atoh1/Eya1/Mafb/Atp2b2/Hoxa7/Hoxd9/Msx1/Wnt5a	46
GO:0009953	dorsal/ventral pattern formation	23/1312	100/28928	0.23	5.071219512195122	8.889052903458607	9.113595979284579e-11	8.317675263760392e-8	6.443472245002955e-8	Nkx2-1/Smad6/Vax2/Gsc/Gpr161/Foxa2/Bmpr1b/Gli2/Grem2/Dmrt3/Pax7/Foxn4/Dbx1/Ascl1/Mdfi/Mapk8/Tgif1/En1/Apc/Ttc21b/Sfrp1/Sp8/Rnf220	23
GO:0001654	eye development	55/1312	473/28928	0.11627906976744186	2.563811684628474	7.474359067848126	1.8746337036010554e-10	1.4664991658456258e-7	1.1360562143627449e-7	Traf3ip1/Tdrd7/Twist2/Prss56/Col5a1/Vax2/Cln8/Sdk2/Rhoj/Dll1/Adamts18/Bmpr1b/Crybb3/Myf5/Tenm3/Tbx2/Crybg3/Lama1/Cryaa/Vegfa/Atf6/Slc1a1/Bmp7/Chrdl1/Dcx/Casp6/Sox2/Nphp4/Clic4/Tgfbr1/Foxn4/Ret/Foxc2/Kdr/Mitf/Nectin1/Tgfb2/Frem2/Rarb/Fat3/Dscam/Tgif1/Bhlhe23/Cryge/Apc/Dlx2/Prdm1/Thrb/Abi2/Tmem135/Thy1/Mfrp/Nhs/Ptn/Foxe3	55
GO:0150063	visual system development	55/1312	476/28928	0.11554621848739496	2.5476532076245135	7.42094062484771	2.376858248659901e-10	1.55362542193864e-7	1.2035505075569412e-7	Traf3ip1/Tdrd7/Twist2/Prss56/Col5a1/Vax2/Cln8/Sdk2/Rhoj/Dll1/Adamts18/Bmpr1b/Crybb3/Myf5/Tenm3/Tbx2/Crybg3/Lama1/Cryaa/Vegfa/Atf6/Slc1a1/Bmp7/Chrdl1/Dcx/Casp6/Sox2/Nphp4/Clic4/Tgfbr1/Foxn4/Ret/Foxc2/Kdr/Mitf/Nectin1/Tgfb2/Frem2/Rarb/Fat3/Dscam/Tgif1/Bhlhe23/Cryge/Apc/Dlx2/Prdm1/Thrb/Abi2/Tmem135/Thy1/Mfrp/Nhs/Ptn/Foxe3	55
GO:0002064	epithelial cell development	38/1312	262/28928	0.1450381679389313	3.1979147272388757	7.789618074902207	2.5534384217399124e-10	1.55362542193864e-7	1.2035505075569412e-7	Onecut2/Cdk6/Dicer1/Dll1/Cldn3/Hpse/Dact2/Pde2a/Palld/Stc1/Pgr/Hrh2/F2rl1/Cryaa/Vegfa/Tfcp2l1/Dmrt1/Src/Clic4/Foxc2/Kdr/Podxl/Rarb/Onecut1/Cxcr4/Slc9a4/Col18a1/Prdm1/S1pr3/Rfx3/Nkx6-1/Gpat4/Abi2/Adam7/Fndc3a/Flnb/Esr1/Wnt5a	38
GO:0072001	renal system development	48/1312	390/28928	0.12307692307692308	2.7136960600375235	7.426643263986628	4.0085953437579555e-10	2.177856934001624e-7	1.6871253400535437e-7	Traf3ip1/Smad6/Myc/Bmper/Dll1/Greb1l/Mir125b-1/Irx2/Dact2/Apaf1/Pygo1/Vegfa/Gli2/Col4a4/Col4a3/Sulf2/Bmp7/Pax8/Anks6/Tgfbr1/Slc5a1/Ret/Fadd/Foxc2/Foxf1/Tgfb2/Frem2/Podxl/Rarb/Kcnj1/Cxcr4/Sox17/Bmp2/Cyp26b1/Apc/Gfra1/Prdm1/Lgr5/Sfrp1/Eya1/Gpc3/Gcnt4/Gdnf/Wnt7b/Cd24a/Gdf6/Bicc1/Wnt5a	48
GO:0060562	epithelial tube morphogenesis	49/1312	404/28928	0.12128712871287128	2.6742332769862354	7.386516404249019	4.374803921478792e-10	2.177856934001624e-7	1.6871253400535437e-7	Nkx2-1/Msx2/Myc/Dicer1/Fzd6/Dll1/Greb1l/Ncoa3/Coq7/Irx2/Foxa2/Cecr2/Apaf1/Pgr/Tbx2/Lama1/Vegfa/Gli2/Abl2/Src/Aplnr/Bmp7/Traf6/Pax8/Sec24b/Sox2/Clic4/Foxn4/Ret/Foxc2/Foxf1/Gdf2/Kdr/Cobl/Tgfb2/Podxl/Tgif1/Cxcr4/Sox17/Bmp2/Lgr5/Sfrp1/Eya1/Gpc3/Gdnf/Hectd1/Sfrp2/Esr1/Wnt5a	49
GO:0001822	kidney development	46/1312	375/28928	0.12266666666666666	2.704650406504065	7.242079965223874	1.0328147161229704e-9	4.678399747550612e-7	3.6242264777649777e-7	Traf3ip1/Smad6/Myc/Bmper/Dll1/Greb1l/Mir125b-1/Irx2/Dact2/Apaf1/Pygo1/Vegfa/Gli2/Col4a4/Col4a3/Sulf2/Bmp7/Pax8/Anks6/Tgfbr1/Slc5a1/Ret/Fadd/Foxc2/Tgfb2/Frem2/Podxl/Rarb/Kcnj1/Cxcr4/Sox17/Bmp2/Cyp26b1/Apc/Gfra1/Prdm1/Sfrp1/Eya1/Gpc3/Gcnt4/Gdnf/Wnt7b/Cd24a/Gdf6/Bicc1/Wnt5a	46
GO:0009952	anterior/posterior pattern specification	35/1312	240/28928	0.14583333333333334	3.215447154471545	7.51199185240704	1.1106500496376545e-9	4.678399747550612e-7	3.6242264777649777e-7	Ep300/Tdrd7/Msx2/Dll1/Wif1/Foxa2/Myf5/Barx1/Tdrd6/Gli2/Alx4/Hoxd8/Tgfbr1/Foxc2/Foxf1/Hoxb9/Cyp26a1/Tcf7l1/Cobl/Tifab/Neurog1/Hoxb8/En1/Sox17/Bmp2/Apc/Sfrp1/Pcdh8/Gpc3/Hoxd13/Hoxa7/Hoxd9/Msx1/Sfrp2/Wnt5a	35
GO:0048663	neuron fate commitment	20/1312	91/28928	0.21978021978021978	4.845885821495577	8.009036488777415	3.545117585953153e-9	1.3089973299468634e-6	1.0140439121306101e-6	Nkx2-1/Olig2/Olig1/Dll1/Foxa2/Gli2/Dmrt3/Sox2/Pax7/Tgfbr1/Foxn4/Dbx1/Ascl1/Tgfb2/Bhlhe23/Olig3/Dlx2/Atoh1/Pou4f1/Eya1	20
GO:0003205	cardiac chamber development	31/1312	204/28928	0.15196078431372548	3.350549976087996	7.343453384075975	3.5856391433898746e-9	1.3089973299468634e-6	1.0140439121306101e-6	Tnni1/Dhrs3/Smad6/Msx2/Greb1l/Myl3/Pde2a/Tbx2/Fhl2/Nrp2/Aplnr/Bmp7/Pax8/Tgfbr1/Eva1a/Parva/Foxc2/Foxf1/Tnnc1/Tbx5/Tgfb2/Scn5a/Cxcr4/Bmp2/Prdm1/Pou4f1/Fzd1/Hectd1/Sfrp2/Wnt5a/Mir92-1	31
GO:0043583	ear development	37/1312	277/28928	0.13357400722021662	2.94514396407502	7.090224235019043	4.4317580635135945e-9	1.5167691972375277e-6	1.174999012892091e-6	Myc/Atp6v1b1/Hmx3/Bmper/Dicer1/Fzd6/Dll1/Otol1/Gsc/Cecr2/Ptprq/Tbx2/Cxcl14/Gli2/Pou4f3/Pax8/Myo3b/Sec24b/Sox2/Phox2b/Cdh23/Tifab/Neurog1/Tgfb2/Frem2/Gjb2/Ripor2/Bmp2/Prkra/Atoh1/Lgr5/Eya1/Nox3/Mafb/Atp2b2/Msx1/Wnt5a	37
