overlap_col	test_category	ref_category	test_n	test_overlap	test_pct	ref_n	ref_overlap	ref_pct	odds_ratio	ci_lower	ci_upper	p_value	fdr	significant	enrichment
K119ub_up_either	long_range_lost	unchanged	1558	543	34.8523748395379	28507	5618	19.7074402778265	2.17955896556821	1.95222772332848	2.4313833073875	1.1400981228199e-41	4.56039249127958e-41	TRUE	enriched
K119ub_up_either	short_range_gained	unchanged	3115	308	9.8876404494382	28507	5618	19.7074402778265	0.447036405205448	0.394731092306453	0.504932312506431	4.33106103742276e-46	2.59863662245366e-45	TRUE	depleted
K119ub_up_either	long_range_lost	short_range_gained	1558	543	34.8523748395379	3115	308	9.8876404494382	4.87384526082728	4.15429655167114	5.72466391220056	3.10715015594906e-91	3.72858018713887e-90	TRUE	enriched
K119ub_down_either	long_range_lost	unchanged	1558	77	4.94223363286264	28507	696	2.44150559511699	2.07744053031515	1.61048750610891	2.64857222714786	4.06301349459753e-08	6.09452024189629e-08	TRUE	enriched
K119ub_down_either	short_range_gained	unchanged	3115	231	7.41573033707865	28507	696	2.44150559511699	3.20042392938372	2.73231910163595	3.73843004989181	1.85629564572418e-41	5.56888693717253e-41	TRUE	enriched
K119ub_down_either	long_range_lost	short_range_gained	1558	77	4.94223363286264	3115	231	7.41573033707865	0.64916715236146	0.491107689093604	0.850579638007243	0.00113310663476685	0.00123611632883656	TRUE	depleted
K119ub_ctrl_either	long_range_lost	unchanged	1558	775	49.7432605905006	28507	12395	43.4805486371768	1.28657656032568	1.1602041409038	1.42677603146772	1.37309912806897e-06	1.8307988374253e-06	TRUE	enriched
K119ub_ctrl_either	short_range_gained	unchanged	3115	1711	54.9277688603531	28507	12395	43.4805486371768	1.58405636658087	1.46958901325228	1.70769060624241	5.77125840511801e-34	1.38510201722832e-33	TRUE	enriched
K119ub_ctrl_either	long_range_lost	short_range_gained	1558	775	49.7432605905006	3115	1711	54.9277688603531	0.812230706755504	0.717647536964926	0.919192994366765	0.000875529912096258	0.00105063589451551	TRUE	depleted
K119ub_mut_either	long_range_lost	unchanged	1558	995	63.8639281129653	28507	14582	51.1523485459712	1.68765100336461	1.51636144583614	1.87974570994619	8.0183987856806e-23	1.60367975713612e-22	TRUE	enriched
K119ub_mut_either	short_range_gained	unchanged	3115	1579	50.6902086677368	28507	14582	51.1523485459712	0.981675268808758	0.911037924690573	1.05780009902967	0.637014496827207	0.637014496827207	FALSE	ns
K119ub_mut_either	long_range_lost	short_range_gained	1558	995	63.8639281129653	3115	1579	50.6902086677368	1.71895833599514	1.51440075578437	1.95225034120056	1.10569573738296e-17	1.89547840694221e-17	TRUE	enriched
