ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	280	-0.65146826750147	-3.50591846548724	1e-10	1.0376e-07	9.90947368421053e-08	2767	tags=59%, list=13%, signal=52%	258712/258008/258273/404337/233670/404327/258443/258585/258365/259036/258207/18322/259112/258470/258459/404315/258716/404222/258178/258647/258064/18348/634104/258267/258437/258954/258364/258334/258219/211472/258469/57270/258491/258581/546896/258834/18350/258461/258835/258418/257875/258831/258465/259034/258087/29846/258727/228228/258319/258728/258879/258757/258960/258327/257931/258731/259109/258989/258366/406186/258829/258881/258732/257888/258612/259005/258679/258776/259161/269862/258354/258955/257939/258730/258759/258928/258259/258369/258717/258302/100038860/258317/257890/258478/257971/257932/258268/258136/258828/258853/258501/258159/100502887/258283/258825/259071/18314/257891/18313/258739/100040268/218066/258464/259069/235256/258494/57272/258482/258331/258713/404346/258198/258513/258533/258711/258016/259162/277935/258111/258498/258852/257959/404336/258261/258532/258301/259110/18372/258645/259012/257892/258362/258214/258534/100043474/100043200/18316/258579/384732/406176/258270/258658/258303/258770/258460/18328/258914/258480/258493/258428/258495/258497/18329/258565/276865/258265/258448/258306/259148/258933/259013/18307/258318/258220
GO:0050907	detection of chemical stimulus involved in sensory perception	331	-0.632470291631007	-3.44056516166899	1e-10	1.0376e-07	9.90947368421053e-08	3329	tags=56%, list=15%, signal=48%	12353/100038859/258712/258008/14686/258273/404337/233670/404327/258443/387512/258585/18716/258365/259036/258207/18322/259112/258470/387348/258459/404315/258716/404222/258178/258647/258064/18348/634104/258267/258437/258954/258364/258334/258219/211472/258469/57270/258491/258581/546896/258834/18350/258461/258681/258835/258418/257875/258831/258465/259034/258087/29846/258727/228228/387344/258319/258728/258879/258757/258960/258327/387352/257931/258731/259109/258989/258366/406186/258829/258881/258732/257888/258612/259005/258679/387340/258776/259161/269862/258680/258354/258955/57254/387339/257939/258730/258759/258928/258259/258369/258717/258302/100038860/258317/257890/258478/257971/257932/258268/258136/258828/258853/258501/258159/100502887/258283/353325/258825/387515/259071/18314/257891/18313/258682/258739/100040268/387343/218066/258464/259069/235256/258494/57272/387353/258482/387355/258331/258713/404346/258198/258513/258533/258711/258016/259162/277935/258111/258498/258852/257959/404336/258261/387345/258532/258301/259110/18372/258645/259012/83771/257892/258362/258214/258534/100043474/100043200/18316/258579/384732/406176/258270/258658/258303/258770/258460/18328/258914/258480/258493/258428/258495/258497/18329/258565/276865/258265/258448/258306/259148/258933/259013/18307/258318/258220
GO:0009593	detection of chemical stimulus	365	-0.601510471634031	-3.27602616830912	1e-10	1.0376e-07	9.90947368421053e-08	3232	tags=52%, list=15%, signal=45%	258712/258008/14686/258273/404337/233670/404327/258443/387512/258585/18716/258365/259036/258207/18322/259112/258470/387348/258459/404315/258716/83433/404222/258178/258647/258064/18348/634104/258267/258437/258954/258364/258334/258219/211472/258469/21899/57270/258491/258581/546896/258834/18350/258461/258681/258835/258418/257875/258831/258465/259034/258087/29846/12315/258727/228228/387344/258319/258728/258879/258757/258960/258327/387352/257931/258731/12374/259109/258989/258366/12313/406186/258829/19695/258881/258732/257888/258612/259005/258679/387340/258776/259161/269862/258680/258354/258955/57254/387339/257939/258730/258759/258928/258259/258369/258717/258302/100038860/258317/257890/258478/257971/257932/258268/258136/258828/258853/258501/258159/100502887/258283/353325/258825/387515/259071/18314/257891/18313/258682/258739/100040268/387343/218066/258464/259069/235256/258494/57272/387353/258482/387355/258331/258713/404346/258198/258513/258533/258711/258016/259162/277935/258111/258498/258852/257959/404336/258261/387345/258532/258301/259110/18372/258645/259012/83771/257892/258362/258214/258534/100043474/100043200/18316/258579/384732/406176/258270/258658/258303/258770/258460/18328/258914/258480/258493/258428/258495/258497/18329/258565/276865/258265/258448/258306/259148/258933/259013/18307/258318/258220
GO:0050906	detection of stimulus involved in sensory perception	427	-0.56518028884088	-3.12895976482205	1e-10	1.0376e-07	9.90947368421053e-08	4046	tags=50%, list=19%, signal=41%	192140/16590/258937/15566/16173/258463/258990/193034/258462/258276/114774/258051/258393/16000/258959/258294/629524/110835/17869/12353/100038859/14610/258712/258008/14686/258273/211499/404337/233670/404327/258443/19892/387512/258585/18716/258365/259036/258207/18322/259112/258470/242851/387348/23821/258459/404315/258716/404222/258178/258647/258064/18348/634104/258267/258437/258954/258364/16535/258334/258219/211472/258469/57270/258491/258581/546896/258834/18350/258461/258681/258835/258418/257875/258831/258465/259034/258087/29846/258727/228228/387344/258319/258728/258879/258757/258960/258327/387352/257931/258731/259109/258989/258366/381359/406186/258829/258881/22157/258732/257888/258612/259005/258679/387340/258776/259161/269862/258680/258354/258955/57254/387339/257939/258730/258759/258928/258259/258369/258717/258302/100038860/258317/257890/258478/257971/257932/258268/258136/258828/258853/258501/258159/100502887/258283/353325/258825/387515/259071/18314/257891/18313/258682/258739/100040268/387343/218066/258464/259069/235256/258494/57272/387353/258482/387355/258331/258713/404346/258198/21926/258513/258533/258711/258016/259162/277935/258111/258498/258852/257959/404336/258261/387345/258532/258301/259110/18372/258645/259012/83771/257892/258362/258214/258534/100043474/100043200/18316/258579/384732/406176/258270/258658/258303/258770/258460/18328/258914/258480/258493/258428/258495/258497/18329/258565/276865/258265/258448/258306/259148/258933/259013/18307/258318/258220
GO:0019236	response to pheromone	77	-0.702139691026313	-3.06064437731352	1e-10	1.0376e-07	9.90947368421053e-08	2609	tags=56%, list=12%, signal=49%	22296/113845/252907/171185/171273/171194/171249/171275/113852/171203/171257/171236/113857/171248/171186/171246/171193/113851/171196/113849/171258/171270/22297/171247/171205/171184/171197/113847/171202/171183/171195/113850/171198/113846/171199/171272/113854/434016/113856/171187/171278/24112/632534
GO:0009451	RNA modification	149	0.49236071577753	2.14509183672301	7.10496212637296e-09	6.14342391860382e-06	5.86720293488378e-06	4276	tags=38%, list=20%, signal=30%	68260/66181/67897/71916/52575/77766/66628/66757/100087/74455/17299/68147/71989/76894/271842/100233175/66715/70359/75422/233189/52530/229780/72085/69786/15108/66246/69185/320816/69372/75284/13434/78895/67390/108943/212528/382137/319582/14113/76357/245474/67049/28114/67789/68916/227835/66926/328162/74753/234344/110109/66254/229700/228019/11628/105638/67148
GO:0008033	tRNA processing	126	0.510047386560342	2.17024445477292	1.24251163202661e-08	9.20878620993436e-06	8.79474022849511e-06	4445	tags=40%, list=21%, signal=32%	227522/68260/71916/52575/77766/69961/66628/66757/100087/74455/17299/66192/71989/78651/107328/100233175/30947/208366/70359/98985/233189/229780/72085/69786/114615/15108/76367/66246/69185/320816/69372/75284/13434/108943/212528/319582/76357/67049/28114/67789/68916/227835/66926/328162/74753/228019/67053/66161/105638/69955/106248
GO:0006399	tRNA metabolic process	189	0.447895310887041	2.00471177868487	1.22107681511685e-07	7.91868314603277e-05	7.56264285362501e-05	4527	tags=35%, list=21%, signal=28%	227522/68260/67939/71916/328092/52575/77766/69961/66628/66757/100087/74455/17299/67065/66192/71989/78651/212679/69639/107328/100233175/230577/30947/208366/11727/70359/224805/98985/233189/66362/229780/72085/69786/229487/114615/15108/76367/66246/50911/69185/320816/69372/75284/13434/66420/108943/212528/319582/76357/226539/67049/28114/67789/68916/227835/66926/328162/66491/74753/97541/228019/67053/66161/105638/69955/106248/381406
GO:0006400	tRNA modification	89	0.537786894011452	2.15171968935043	1.46455332177972e-07	8.44233625932575e-05	8.06275144516624e-05	4445	tags=43%, list=21%, signal=34%	68260/71916/52575/77766/66628/66757/100087/74455/17299/71989/100233175/70359/233189/229780/72085/69786/15108/66246/69185/320816/69372/75284/13434/108943/212528/319582/76357/67049/28114/67789/68916/227835/66926/328162/74753/228019/105638/106248
GO:0006959	humoral immune response	253	-0.34523985381384	-1.83472779763925	2.26322170810734e-07	0.000117415942216609	0.000112136679790119	3593	tags=32%, list=17%, signal=27%	317757/78416/219033/109648/94175/385643/78128/239447/18489/242100/20303/22789/13013/19694/18843/23855/17194/17221/12279/17002/83433/384997/546038/14962/12266/23993/11801/12944/84506/408190/20308/67135/12262/14433/16857/503844/50702/20309/100041787/12772/66438/18636/629756/15223/14134/14027/19695/353320/20755/12775/54450/16176/100034251/17175/55985/625018/277345/232345/12259/57349/20305/382000/16992/12268/100294660/317677/629754/12796/20307/20293/20202/30053/21926/56221/15972/19692/20311/14038/192200/403172/56744
