loop_id	direction	logFC	loop_distance	n_cpgi	mean_mc_diff	mean_hmc_diff	any_mc_hyper	any_hmc_hypo
loop_8162	down_in_mutant	-0.399584538766962	230000	1	-0.000972762645914397	0	FALSE	FALSE
loop_1329	down_in_mutant	-0.385575955751452	90000	1	0	0	FALSE	FALSE
loop_139	down_in_mutant	-0.530963634931943	265000	0	NA	NA	FALSE	FALSE
loop_9622	down_in_mutant	-0.327231693131887	180000	1	0	0	FALSE	FALSE
loop_10275	down_in_mutant	-0.431575816057458	1760000	0	NA	NA	FALSE	FALSE
loop_294	up_in_mutant	0.390539107725139	485000	0	NA	NA	FALSE	FALSE
loop_467	down_in_mutant	-0.389209429688525	6e+05	0	NA	NA	FALSE	FALSE
loop_413	down_in_mutant	-0.393885611332712	50000	0	NA	NA	FALSE	FALSE
loop_467	up_in_mutant	0.472685798771331	135000	1	0.0439393939393939	0.0647727272727273	FALSE	FALSE
loop_13236	down_in_mutant	-0.341616610525246	360000	1	0	0	FALSE	FALSE
loop_570	down_in_mutant	-0.507246378783241	4e+05	0	NA	NA	FALSE	FALSE
loop_15943	up_in_mutant	0.353299532641351	180000	0	NA	NA	FALSE	FALSE
loop_1054	down_in_mutant	-0.435500809394855	55000	0	NA	NA	FALSE	FALSE
loop_8008	down_in_mutant	-0.907281814173301	4800000	0	NA	NA	FALSE	FALSE
loop_1350	down_in_mutant	-0.693425681985245	170000	1	0	0.00384615384615385	FALSE	FALSE
loop_1127	up_in_mutant	0.512268586533115	550000	0	NA	NA	FALSE	FALSE
loop_1280	up_in_mutant	0.445075926971527	165000	0	NA	NA	FALSE	FALSE
loop_1327	down_in_mutant	-0.606689936726529	6e+05	1	0.00174667298211414	0.00177304964539007	FALSE	FALSE
loop_13840	down_in_mutant	-0.365749360104936	70000	0	NA	NA	FALSE	FALSE
loop_1610	down_in_mutant	-0.453235069681451	290000	0	NA	NA	FALSE	FALSE
loop_20087	up_in_mutant	0.447695485461473	90000	0	NA	NA	FALSE	FALSE
loop_1715	down_in_mutant	-0.326783252490957	160000	0	NA	NA	FALSE	FALSE
loop_2207	down_in_mutant	-0.353707683412625	5e+05	0	NA	NA	FALSE	FALSE
loop_7955	down_in_mutant	-0.676079610913446	420000	0	NA	NA	FALSE	FALSE
loop_7987	down_in_mutant	-0.511863483899756	3250000	0	NA	NA	FALSE	FALSE
loop_2134	down_in_mutant	-0.440902541707972	130000	0	NA	NA	FALSE	FALSE
loop_11180	down_in_mutant	-0.527071564812169	3960000	1	0	0	FALSE	FALSE
loop_11631	down_in_mutant	-0.535767264392674	1030000	0	NA	NA	FALSE	FALSE
loop_2824	down_in_mutant	-0.398789845490994	170000	0	NA	NA	FALSE	FALSE
loop_2490	down_in_mutant	-0.688339953467639	445000	0	NA	NA	FALSE	FALSE
loop_2524	up_in_mutant	0.382641463407192	35000	0	NA	NA	FALSE	FALSE
loop_22500	up_in_mutant	0.333895372721255	1e+05	0	NA	NA	FALSE	FALSE
loop_12404	down_in_mutant	-0.302946727000836	1075000	0	NA	NA	FALSE	FALSE
loop_13250	down_in_mutant	-0.303911684470155	340000	0	NA	NA	FALSE	FALSE
loop_14358	up_in_mutant	0.352591526415697	90000	1	-0.0150430876852197	0.0208683248225858	FALSE	FALSE
loop_2816	down_in_mutant	-0.302499319263223	170000	1	0.0166110723368827	-0.00649253962925145	FALSE	FALSE
loop_22112	up_in_mutant	0.398883149355024	710000	1	-0.00333097608968867	0	FALSE	FALSE
loop_3050	down_in_mutant	-0.637165764659236	585000	0	NA	NA	FALSE	FALSE
loop_14988	down_in_mutant	-0.364018910309957	1750000	0	NA	NA	FALSE	FALSE
loop_3244	down_in_mutant	-0.441273377578629	910000	0	NA	NA	FALSE	FALSE
loop_17332	down_in_mutant	-0.384812844216208	680000	0	NA	NA	FALSE	FALSE
loop_3768	down_in_mutant	-0.453466896818812	2e+05	0	NA	NA	FALSE	FALSE
loop_3398	down_in_mutant	-0.516277471406927	1305000	0	NA	NA	FALSE	FALSE
loop_3456	up_in_mutant	0.689208253393807	110000	2	-0.000244922765528209	0.00339852976582175	FALSE	FALSE
loop_21700	up_in_mutant	0.356141088902321	210000	0	NA	NA	FALSE	FALSE
loop_3462	up_in_mutant	0.343872786343041	90000	0	NA	NA	FALSE	FALSE
loop_18627	up_in_mutant	0.338132400885666	225000	1	0.0112474253261273	0	FALSE	FALSE
loop_3645	up_in_mutant	0.445710499556838	150000	0	NA	NA	FALSE	FALSE
loop_3694	up_in_mutant	0.414596283857196	80000	0	NA	NA	FALSE	FALSE
loop_22011	up_in_mutant	1.13005308385977	790000	0	NA	NA	FALSE	FALSE
loop_3749	up_in_mutant	0.477060791282449	265000	0	NA	NA	FALSE	FALSE
loop_3757	up_in_mutant	0.414459405101291	155000	0	NA	NA	FALSE	FALSE
loop_3779	up_in_mutant	0.454929935851277	125000	1	0	0	FALSE	FALSE
loop_3780	up_in_mutant	0.402157937857956	225000	0	NA	NA	FALSE	FALSE
loop_19749	up_in_mutant	0.347469078358575	420000	0	NA	NA	FALSE	FALSE
loop_22154	up_in_mutant	0.56601532766971	730000	0	NA	NA	FALSE	FALSE
loop_22176	up_in_mutant	0.445423850224702	850000	0	NA	NA	FALSE	FALSE
loop_3994	up_in_mutant	0.456078932023803	360000	0	NA	NA	FALSE	FALSE
loop_22214	up_in_mutant	0.817891350203598	170000	1	0.000374232249161177	-0.00203123851085421	FALSE	FALSE
loop_22596	up_in_mutant	0.384428814055033	270000	0	NA	NA	FALSE	FALSE
loop_4054	down_in_mutant	-0.395120920622544	125000	0	NA	NA	FALSE	FALSE
loop_22271	up_in_mutant	0.429181619951826	130000	0	NA	NA	FALSE	FALSE
loop_22320	up_in_mutant	0.433270300096165	8e+05	0	NA	NA	FALSE	FALSE
loop_4167	up_in_mutant	0.345273315784937	95000	0	NA	NA	FALSE	FALSE
loop_21731	up_in_mutant	0.312695099014554	190000	0	NA	NA	FALSE	FALSE
loop_4308	up_in_mutant	0.561136519631846	110000	0	NA	NA	FALSE	FALSE
loop_9751	up_in_mutant	0.47125787660616	180000	0	NA	NA	FALSE	FALSE
loop_4374	up_in_mutant	0.550485846554248	85000	0	NA	NA	FALSE	FALSE
loop_10686	up_in_mutant	0.596388724442939	120000	0	NA	NA	FALSE	FALSE
loop_4507	up_in_mutant	0.414462305190045	110000	0	NA	NA	FALSE	FALSE
loop_21903	up_in_mutant	0.41503974306074	690000	2	-0.000537362811521851	0.000750532645075992	FALSE	FALSE
loop_19312	up_in_mutant	0.436907970772748	170000	0	NA	NA	FALSE	FALSE
loop_4613	up_in_mutant	0.449490280780529	90000	1	0.00053299962921765	0.00260604678739155	FALSE	FALSE
loop_4647	up_in_mutant	0.324541248365324	55000	0	NA	NA	FALSE	FALSE
loop_4648	up_in_mutant	0.454154206333327	80000	0	NA	NA	FALSE	FALSE
loop_12384	up_in_mutant	0.487184305252261	1100000	1	0	0.00238095238095238	FALSE	FALSE
loop_14446	up_in_mutant	0.523432552260051	3e+05	0	NA	NA	FALSE	FALSE
loop_4905	up_in_mutant	0.328100926119444	65000	0	NA	NA	FALSE	FALSE
loop_4989	up_in_mutant	0.303981476222131	35000	1	0	0	FALSE	FALSE
loop_20175	up_in_mutant	0.369508309772668	120000	0	NA	NA	FALSE	FALSE
loop_22267	up_in_mutant	0.50060276259581	1e+05	0	NA	NA	FALSE	FALSE
loop_6107	up_in_mutant	0.330279139639674	50000	1	-0.0180555555555556	0.00421836228287841	FALSE	FALSE
loop_5138	up_in_mutant	0.440621221468438	285000	0	NA	NA	FALSE	FALSE
loop_2086	down_in_mutant	-0.310960774950668	90000	0	NA	NA	FALSE	FALSE
loop_22316	up_in_mutant	0.402115899760075	70000	1	0	0	FALSE	FALSE
loop_6149	up_in_mutant	0.625802372293926	390000	0	NA	NA	FALSE	FALSE
loop_18222	down_in_mutant	-0.315936634654699	2e+05	0	NA	NA	FALSE	FALSE
loop_16445	up_in_mutant	0.305528204466229	225000	0	NA	NA	FALSE	FALSE
loop_21686	up_in_mutant	0.971785282865532	1150000	0	NA	NA	FALSE	FALSE
loop_5296	up_in_mutant	0.443116507856726	180000	0	NA	NA	FALSE	FALSE
loop_16750	up_in_mutant	0.615466393952923	350000	0	NA	NA	FALSE	FALSE
loop_21710	up_in_mutant	0.726359505281599	1260000	0	NA	NA	FALSE	FALSE
loop_5350	down_in_mutant	-0.309394975159469	135000	1	0	0	FALSE	FALSE
loop_18865	up_in_mutant	0.323726144215156	230000	0	NA	NA	FALSE	FALSE
loop_21737	up_in_mutant	0.61414991257951	3e+05	0	NA	NA	FALSE	FALSE
loop_5435	up_in_mutant	0.466496399917686	590000	0	NA	NA	FALSE	FALSE
loop_6481	up_in_mutant	0.490722602815239	1220000	1	-0.00240309539947843	-0.0020043403798967	FALSE	FALSE
loop_9594	down_in_mutant	-0.355439899378673	2475000	0	NA	NA	FALSE	FALSE
loop_5502	up_in_mutant	0.308032740703527	35000	0	NA	NA	FALSE	FALSE
loop_6605	up_in_mutant	0.446648545199068	120000	0	NA	NA	FALSE	FALSE
loop_11228	up_in_mutant	0.427278912659809	620000	0	NA	NA	FALSE	FALSE
loop_11047	up_in_mutant	0.340441313719006	2e+05	0	NA	NA	FALSE	FALSE
loop_19729	up_in_mutant	0.488833517900574	275000	0	NA	NA	FALSE	FALSE
loop_5681	up_in_mutant	0.368465634752129	75000	0	NA	NA	FALSE	FALSE
loop_5688	up_in_mutant	0.429492646623467	140000	0	NA	NA	FALSE	FALSE
loop_5753	up_in_mutant	0.818208172398066	1125000	0	NA	NA	FALSE	FALSE
loop_6948	up_in_mutant	0.973312269267331	2e+05	1	0.00567532289760295	0.00564278005918323	FALSE	FALSE
loop_5852	up_in_mutant	0.459554313184841	1120000	0	NA	NA	FALSE	FALSE
loop_13296	up_in_mutant	0.301158615501362	7e+05	5	0.0171707282130458	0.00421547385013573	TRUE	FALSE
loop_5885	up_in_mutant	0.315753731324956	185000	0	NA	NA	FALSE	FALSE
loop_5940	up_in_mutant	0.351418552105189	60000	0	NA	NA	FALSE	FALSE
loop_5973	up_in_mutant	0.540075593829492	180000	0	NA	NA	FALSE	FALSE
loop_6011	up_in_mutant	0.445889841676605	75000	0	NA	NA	FALSE	FALSE
loop_6068	up_in_mutant	0.534644233505332	175000	0	NA	NA	FALSE	FALSE
loop_17798	up_in_mutant	0.420157794865977	80000	0	NA	NA	FALSE	FALSE
loop_6155	up_in_mutant	0.501333149391008	130000	0	NA	NA	FALSE	FALSE
loop_22323	up_in_mutant	0.480384810801628	270000	0	NA	NA	FALSE	FALSE
loop_6186	up_in_mutant	0.643930788255182	240000	0	NA	NA	FALSE	FALSE
loop_7602	up_in_mutant	0.379992328410638	130000	0	NA	NA	FALSE	FALSE
loop_7624	up_in_mutant	0.325221624282701	120000	0	NA	NA	FALSE	FALSE
loop_6463	up_in_mutant	0.364211896020799	65000	0	NA	NA	FALSE	FALSE
loop_6464	up_in_mutant	0.313947129204878	175000	0	NA	NA	FALSE	FALSE
loop_7846	up_in_mutant	0.355352810705021	360000	0	NA	NA	FALSE	FALSE
loop_6570	up_in_mutant	0.543697014637347	530000	0	NA	NA	FALSE	FALSE
loop_7630	down_in_mutant	-0.3310523064423	1e+05	0	NA	NA	FALSE	FALSE
loop_7927	up_in_mutant	0.538743441407224	3e+05	1	-0.0111777570917488	0.00384200773924299	FALSE	FALSE
loop_7945	down_in_mutant	-0.412123469452902	1400000	0	NA	NA	FALSE	FALSE
loop_7929	up_in_mutant	0.515377247626851	450000	0	NA	NA	FALSE	FALSE
loop_8103	down_in_mutant	-0.395182271087771	160000	1	-0.000972762645914397	0	FALSE	FALSE
loop_8225	up_in_mutant	0.311273338023653	170000	0	NA	NA	FALSE	FALSE
loop_8213	up_in_mutant	0.326404663900503	90000	0	NA	NA	FALSE	FALSE
loop_8152	up_in_mutant	0.345878053918728	290000	0	NA	NA	FALSE	FALSE
loop_8307	down_in_mutant	-0.460857947843745	520000	0	NA	NA	FALSE	FALSE
loop_8246	up_in_mutant	0.517972967792642	170000	0	NA	NA	FALSE	FALSE
loop_8226	up_in_mutant	0.393324569548697	140000	0	NA	NA	FALSE	FALSE
loop_8561	up_in_mutant	0.660857119023717	475000	0	NA	NA	FALSE	FALSE
loop_8593	up_in_mutant	0.373774583985967	6e+05	2	-0.0550135025945363	-0.00810164867963204	FALSE	FALSE
loop_7105	down_in_mutant	-0.34380185535087	185000	0	NA	NA	FALSE	FALSE
loop_7194	up_in_mutant	0.410298968382269	60000	0	NA	NA	FALSE	FALSE
loop_8704	up_in_mutant	0.453678434415728	240000	0	NA	NA	FALSE	FALSE
loop_8807	up_in_mutant	0.343955596868206	180000	0	NA	NA	FALSE	FALSE
loop_7311	down_in_mutant	-0.332741999742363	2150000	0	NA	NA	FALSE	FALSE
loop_8873	up_in_mutant	0.324850863223944	540000	0	NA	NA	FALSE	FALSE
loop_8739	up_in_mutant	0.572901318228105	160000	0	NA	NA	FALSE	FALSE
loop_7336	down_in_mutant	-0.351614073080095	105000	2	0	0.00390625	FALSE	FALSE
loop_8774	up_in_mutant	0.475864405240557	120000	0	NA	NA	FALSE	FALSE
loop_7382	down_in_mutant	-0.345618548664937	615000	1	-0.0300437939029675	0.00799043197307316	FALSE	FALSE
loop_7388	up_in_mutant	0.389866606711081	65000	1	-0.0134243042542459	0.00212278373520685	FALSE	FALSE
loop_7393	up_in_mutant	0.316814827678698	195000	0	NA	NA	FALSE	FALSE
loop_8893	up_in_mutant	0.550500586930037	340000	0	NA	NA	FALSE	FALSE
loop_7406	up_in_mutant	0.352434629809118	145000	0	NA	NA	FALSE	FALSE
loop_8876	down_in_mutant	-0.438390983971874	820000	0	NA	NA	FALSE	FALSE
loop_7433	up_in_mutant	0.319062962683368	95000	1	0	0	FALSE	FALSE
loop_8766	down_in_mutant	-0.770419663001704	120000	0	NA	NA	FALSE	FALSE
loop_7457	up_in_mutant	0.346768933770336	85000	0	NA	NA	FALSE	FALSE
loop_8912	down_in_mutant	-0.484511829273788	6e+05	0	NA	NA	FALSE	FALSE
loop_8933	up_in_mutant	0.429504910851314	130000	0	NA	NA	FALSE	FALSE
loop_7501	down_in_mutant	-0.388237677849586	115000	0	NA	NA	FALSE	FALSE
loop_7502	up_in_mutant	0.411456967228185	325000	2	-0.000822050290135397	-0.000378787878787879	FALSE	FALSE
loop_9037	up_in_mutant	0.792052148749731	480000	0	NA	NA	FALSE	FALSE
loop_8953	up_in_mutant	0.45120435030589	510000	0	NA	NA	FALSE	FALSE
loop_9259	down_in_mutant	-0.412104703851315	380000	0	NA	NA	FALSE	FALSE
loop_7829	up_in_mutant	0.304553820285778	80000	0	NA	NA	FALSE	FALSE
loop_7872	down_in_mutant	-0.340334900531484	255000	1	0.00360511730498861	0.0038866240492958	FALSE	FALSE
loop_9525	down_in_mutant	-0.474921894182388	260000	0	NA	NA	FALSE	FALSE
loop_7929	up_in_mutant	0.366957801985663	40000	0	NA	NA	FALSE	FALSE
loop_9491	up_in_mutant	0.302084479383812	80000	0	NA	NA	FALSE	FALSE
loop_20643	down_in_mutant	-0.576485630207349	120000	0	NA	NA	FALSE	FALSE
loop_9643	down_in_mutant	-0.328236301640602	590000	2	0.000313036077280847	-0.00216800737593726	FALSE	FALSE
loop_9632	up_in_mutant	0.303216443067058	690000	1	0	0	FALSE	FALSE
loop_8008	down_in_mutant	-0.437224542398174	275000	0	NA	NA	FALSE	FALSE
loop_8067	up_in_mutant	0.311766725645012	260000	0	NA	NA	FALSE	FALSE
loop_9513	up_in_mutant	0.329028768173061	370000	0	NA	NA	FALSE	FALSE
loop_9637	up_in_mutant	0.379193975557341	130000	1	-0.00946899898720333	-0.00980133614627285	FALSE	FALSE
loop_9856	down_in_mutant	-0.542388788886675	1040000	0	NA	NA	FALSE	FALSE
loop_9863	down_in_mutant	-0.494349067207001	410000	0	NA	NA	FALSE	FALSE
loop_9955	up_in_mutant	0.310247569752155	240000	0	NA	NA	FALSE	FALSE
loop_9980	up_in_mutant	0.328548811414303	140000	0	NA	NA	FALSE	FALSE
loop_8234	down_in_mutant	-0.376046735690883	465000	0	NA	NA	FALSE	FALSE
loop_8236	up_in_mutant	0.326850235630963	115000	0	NA	NA	FALSE	FALSE
loop_8247	up_in_mutant	0.375024076731783	150000	0	NA	NA	FALSE	FALSE
loop_8366	up_in_mutant	0.438995634610377	475000	0	NA	NA	FALSE	FALSE
loop_8375	up_in_mutant	0.682127574473615	380000	0	NA	NA	FALSE	FALSE
loop_10215	down_in_mutant	-0.589247779504087	1500000	0	NA	NA	FALSE	FALSE
