category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Environmental Information Processing	Signaling molecules and interaction	mmu04512	ECM-receptor interaction	3/31	87/8808	0.0344827586206897	9.79755283648498	4.90072307771778	0.00342636651626656	0.41801671498452	0.407557280355917	12839/16780/21826	3
NA	NA	mmu04518	Integrin signaling	3/31	151/8808	0.0198675496688742	5.64494766075625	3.42142784499845	0.0156268923595239	0.521810703470792	0.508754180260565	12839/16780/21826	3
Organismal Systems	Endocrine system	mmu04929	GnRH secretion	2/31	63/8808	0.0317460317460317	9.01996927803379	3.79651279934992	0.0204924189062784	0.521810703470792	0.508754180260565	15165/18795	2
Organismal Systems	Endocrine system	mmu04918	Thyroid hormone synthesis	2/31	74/8808	0.027027027027027	7.67916303400174	3.42888647398238	0.0276727574623493	0.521810703470792	0.508754180260565	18795/22139	2
Cellular Processes	Cellular community - eukaryotes	mmu04510	Focal adhesion	3/31	197/8808	0.0152284263959391	4.32683805469134	2.80646593419273	0.0312846099048095	0.521810703470792	0.508754180260565	12839/16780/21826	3
Human Diseases	Infectious disease: viral	mmu05165	Human papillomavirus infection	4/31	348/8808	0.0114942528735632	3.26585094549499	2.56305292216387	0.0324782828897418	0.521810703470792	0.508754180260565	12695/12839/16780/21826	4
Environmental Information Processing	Signal transduction	mmu04151	PI3K-Akt signaling pathway	4/31	360/8808	0.0111111111111111	3.15698924731183	2.4833851157253	0.0361447332204489	0.521810703470792	0.508754180260565	12839/14164/16780/21826	4
Environmental Information Processing	Signal transduction	mmu04015	Rap1 signaling pathway	3/31	212/8808	0.0141509433962264	4.02069385270846	2.64574652709168	0.0376804718395284	0.521810703470792	0.508754180260565	12801/14164/18795	3
Cellular Processes	Cell motility	mmu04820	Cytoskeleton in muscle cells	3/31	232/8808	0.0129310344827586	3.67408231368187	2.45300353338772	0.0471790640832011	0.521810703470792	0.508754180260565	12839/21826/64009	3
Human Diseases	Infectious disease: parasitic	mmu05146	Amoebiasis	2/31	105/8808	0.019047619047619	5.41198156682028	2.70281078353218	0.0523171390918909	0.521810703470792	0.508754180260565	16780/18795	2
Metabolism	Glycan biosynthesis and metabolism	mmu00603	Glycosphingolipid biosynthesis - globo and isoglobo series	1/31	17/8808	0.0588235294117647	16.7134724857685	3.8538897461598	0.0582280380646106	0.521810703470792	0.508754180260565	14348	1
NA	NA	mmu03273	Virion - Lassa virus and SFTS virus	1/31	18/8808	0.0555555555555556	15.7849462365591	3.73149926607308	0.0615490403191891	0.521810703470792	0.508754180260565	211712	1
Organismal Systems	Endocrine system	mmu04919	Thyroid hormone signaling pathway	2/31	117/8808	0.0170940170940171	4.85690653432589	2.49585279079971	0.0633667937430605	0.521810703470792	0.508754180260565	15251/18795	2
Metabolism	Glycan biosynthesis and metabolism	mmu00531	Glycosaminoglycan degradation	1/31	21/8808	0.0476190476190476	13.5299539170507	3.41633620774766	0.0714441896876891	0.521810703470792	0.508754180260565	20690	1
Metabolism	Glycan biosynthesis and metabolism	mmu00515	Mannose type O-glycan biosynthesis	1/31	23/8808	0.0434782608695652	12.3534361851332	3.23997869349446	0.0779847806067786	0.521810703470792	0.508754180260565	14348	1
Organismal Systems	Circulatory system	mmu04270	Vascular smooth muscle contraction	2/31	133/8808	0.0150375939849624	4.27261702643706	2.25999802813342	0.0792048026541179	0.521810703470792	0.508754180260565	18795/68458	2
Organismal Systems	Endocrine system	mmu04915	Estrogen signaling pathway	2/31	133/8808	0.0150375939849624	4.27261702643706	2.25999802813342	0.0792048026541179	0.521810703470792	0.508754180260565	18795/75706	2
Metabolism	Glycan biosynthesis and metabolism	mmu00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	1/31	24/8808	0.0416666666666667	11.8387096774194	3.1597944851111	0.0812383345966693	0.521810703470792	0.508754180260565	93683	1
Organismal Systems	Nervous system	mmu04723	Retrograde endocannabinoid signaling	2/31	135/8808	0.0148148148148148	4.20931899641577	2.23314484903262	0.0812656013602053	0.521810703470792	0.508754180260565	12801/18795	2
NA	NA	mmu04981	Folate transport and metabolism	1/31	26/8808	0.0384615384615385	10.9280397022333	3.01283438163394	0.0877121436718145	0.528274361254025	0.515056107176056	12116	1
Metabolism	Glycan biosynthesis and metabolism	mmu00601	Glycosphingolipid biosynthesis - lacto and neolacto series	1/31	27/8808	0.037037037037037	10.5232974910394	2.9452288133195	0.0909324720191355	0.528274361254025	0.515056107176056	14348	1
Environmental Information Processing	Signal transduction	mmu04390	Hippo signaling pathway	2/31	156/8808	0.0128205128205128	3.64267990074442	1.97911213334432	0.103864893795357	0.552454002065658	0.538630735404826	12695/14164	2
Human Diseases	Infectious disease: parasitic	mmu05143	African trypanosomiasis	1/31	35/8808	0.0285714285714286	8.11797235023041	2.50748330454513	0.116302059488396	0.552454002065658	0.538630735404826	18795	1
Metabolism	Metabolism of cofactors and vitamins	mmu00670	One carbon pool by folate	1/31	37/8808	0.027027027027027	7.67916303400174	2.41946947295432	0.122536595383253	0.552454002065658	0.538630735404826	12116	1
Metabolism	Amino acid metabolism	mmu00350	Tyrosine metabolism	1/31	38/8808	0.0263157894736842	7.47707979626486	2.37789703323056	0.125637879791316	0.552454002065658	0.538630735404826	15233	1
Metabolism	Amino acid metabolism	mmu00260	Glycine, serine and threonine metabolism	1/31	39/8808	0.0256410256410256	7.28535980148883	2.33780997865841	0.128728555472783	0.552454002065658	0.538630735404826	12116	1
Organismal Systems	Digestive system	mmu04973	Carbohydrate digestion and absorption	1/31	47/8808	0.0212765957446809	6.04529855868222	2.06101311653768	0.153076233425854	0.552454002065658	0.538630735404826	18795	1
Metabolism	Amino acid metabolism	mmu00380	Tryptophan metabolism	1/31	50/8808	0.02	5.68258064516129	1.97328399472555	0.162035766420286	0.552454002065658	0.538630735404826	56720	1
Organismal Systems	Digestive system	mmu04979	Cholesterol metabolism	1/31	51/8808	0.0196078431372549	5.57115749525617	1.94560822646964	0.165001842150016	0.552454002065658	0.538630735404826	15450	1
Human Diseases	Infectious disease: parasitic	mmu05144	Malaria	1/31	52/8808	0.0192307692307692	5.46401985111663	1.91865419914483	0.167957756606262	0.552454002065658	0.538630735404826	21826	1
NA	NA	mmu04382	Cornified envelope formation	2/31	211/8808	0.00947867298578199	2.6931661825409	1.47941203020506	0.169437324101571	0.552454002065658	0.538630735404826	16780/75706	2
Metabolism	Amino acid metabolism	mmu00270	Cysteine and methionine metabolism	1/31	54/8808	0.0185185185185185	5.26164874551971	1.86677964178307	0.173839236207818	0.552454002065658	0.538630735404826	12116	1
Genetic Information Processing	Replication and repair	mmu03420	Nucleotide excision repair	1/31	55/8808	0.0181818181818182	5.16598240469208	1.84179846960173	0.176764868339137	0.552454002065658	0.538630735404826	71991	1
Organismal Systems	Nervous system	mmu04730	Long-term depression	1/31	58/8808	0.0172413793103448	4.89877641824249	1.77035391919271	0.185481733724936	0.552454002065658	0.538630735404826	18795	1
Organismal Systems	Excretory system	mmu04961	Endocrine and other factor-regulated calcium reabsorption	1/31	60/8808	0.0166666666666667	4.73548387096774	1.72540042023049	0.191243282405884	0.552454002065658	0.538630735404826	18795	1
Metabolism	Lipid metabolism	mmu00561	Glycerolipid metabolism	1/31	63/8808	0.0158730158730159	4.5099846390169	1.66156516884018	0.199811720169499	0.552454002065658	0.538630735404826	15450	1
Organismal Systems	Nervous system	mmu04720	Long-term potentiation	1/31	65/8808	0.0153846153846154	4.3712158808933	1.62119329593865	0.205475135424795	0.552454002065658	0.538630735404826	18795	1
Human Diseases	Cancer: specific types	mmu05211	Renal cell carcinoma	1/31	66/8808	0.0151515151515152	4.3049853372434	1.60161415953314	0.208292277229877	0.552454002065658	0.538630735404826	15251	1
