ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0070831	basement membrane assembly	3/72	13/28832	0.230769230769231	92.4102564102564	16.4941071004614	4.19446099951266e-06	0.00729836213915203	0.00581043228985123	Lamb3/Phldb2/Ntn4	3
GO:0007416	synapse assembly	6/72	305/28832	0.019672131147541	7.8775956284153	6.04171405182623	0.000116002588321238	0.0672685252327135	0.0535543733855118	Dcx/Snca/Thbs2/Gpm6a/Il1rapl1/Plxnd1	6
GO:0070555	response to interleukin-1	4/72	104/28832	0.0384615384615385	15.4017094017094	7.36172647954935	0.000136109160641897	0.0672685252327135	0.0535543733855118	Hif1a/Plcb1/Snca/St18	4
GO:0071711	basement membrane organization	3/72	43/28832	0.0697674418604651	27.937984496124	8.84479348195268	0.000171516223202283	0.0672685252327135	0.0535543733855118	Lamb3/Phldb2/Ntn4	3
GO:0060041	retina development in camera-type eye	5/72	217/28832	0.0230414746543779	9.2268305171531	6.08649406139995	0.000214196450058702	0.0672685252327135	0.0535543733855118	Dcx/Hcn1/Hif1a/Prom1/Gpm6a	5
GO:0045759	negative regulation of action potential	2/72	10/28832	0.2	80.0888888888889	12.5156980724456	0.000273176872430257	0.0672685252327135	0.0535543733855118	Cnr1/Hcn1	2
GO:0085029	extracellular matrix assembly	3/72	51/28832	0.0588235294117647	23.5555555555556	8.06654084482953	0.000285313923566843	0.0672685252327135	0.0535543733855118	Lamb3/Phldb2/Ntn4	3
GO:0008038	neuron recognition	3/72	53/28832	0.0566037735849057	22.6666666666667	7.89939530531211	0.000319803058405456	0.0672685252327135	0.0535543733855118	Cnr1/Cntn6/Plxnd1	3
GO:0050807	regulation of synapse organization	6/72	393/28832	0.0152671755725191	6.1136556403732	5.1070752118285	0.000452009098180568	0.0672685252327135	0.0535543733855118	Dcx/Asap1/Snca/Thbs2/Gpm6a/Il1rapl1	6
GO:0098917	retrograde trans-synaptic signaling	2/72	13/28832	0.153846153846154	61.6068376068376	10.9359245861965	0.000471214577600846	0.0672685252327135	0.0535543733855118	Cnr1/Plcb1	2
GO:0099541	trans-synaptic signaling by lipid	2/72	13/28832	0.153846153846154	61.6068376068376	10.9359245861965	0.000471214577600846	0.0672685252327135	0.0535543733855118	Cnr1/Plcb1	2
GO:0099542	trans-synaptic signaling by endocannabinoid	2/72	13/28832	0.153846153846154	61.6068376068376	10.9359245861965	0.000471214577600846	0.0672685252327135	0.0535543733855118	Cnr1/Plcb1	2
GO:0050803	regulation of synapse structure or activity	6/72	401/28832	0.0149625935162095	5.99168744804655	5.03645738320278	0.00050258093564671	0.0672685252327135	0.0535543733855118	Dcx/Asap1/Snca/Thbs2/Gpm6a/Il1rapl1	6
GO:0044272	sulfur compound biosynthetic process	4/72	156/28832	0.0256410256410256	10.2678062678063	5.8073983994595	0.000637366464019552	0.0741988285890272	0.0590717836800725	Bhmt/Lipc/Snca/Glce	4
GO:0043010	camera-type eye development	6/72	425/28832	0.0141176470588235	5.65333333333333	4.83556920752067	0.000681157713074866	0.0741988285890272	0.0590717836800725	Dcx/Hcn1/Hif1a/Kera/Prom1/Gpm6a	6
GO:0050930	induction of positive chemotaxis	2/72	16/28832	0.125	50.0555555555556	9.82048648900589	0.000721438285696688	0.0741988285890272	0.0590717836800725	Il16/Scg2	2
GO:0019098	reproductive behavior	3/72	70/28832	0.0428571428571429	17.1619047619048	6.77382047873899	0.000724931083915783	0.0741988285890272	0.0590717836800725	Cnr1/Hcn1/Nhlh2	3
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	2/72	17/28832	0.117647058823529	47.1111111111111	9.5152980514863	0.000816309856462472	0.0789099527913723	0.0628224427546557	Hgd/Tdo2	2
GO:0045906	negative regulation of vasoconstriction	2/72	19/28832	0.105263157894737	42.1520467836257	8.9779185677096	0.00102307860458286	0.0904951885093011	0.0720457762118816	Hif1a/Svep1	2
GO:0031346	positive regulation of cell projection organization	6/72	465/28832	0.0129032258064516	5.16702508960573	4.53260160116607	0.00108408742289827	0.0904951885093011	0.0720457762118816	Cnr1/Dcx/Fut9/Gpm6a/Il1rapl1/Plxnd1	6
GO:1901888	regulation of cell junction assembly	5/72	311/28832	0.0160771704180064	6.43801357627724	4.82436066810431	0.00109621726805162	0.0904951885093011	0.0720457762118816	Dcx/Snca/Phldb2/Thbs2/Il1rapl1	5
GO:0071347	cellular response to interleukin-1	3/72	83/28832	0.036144578313253	14.4738955823293	6.15067121789965	0.00118889604827836	0.0904951885093011	0.0720457762118816	Hif1a/Plcb1/St18	3
GO:0001654	eye development	6/72	475/28832	0.0126315789473684	5.05824561403509	4.46227829016446	0.00120874761623049	0.0904951885093011	0.0720457762118816	Dcx/Hcn1/Hif1a/Kera/Prom1/Gpm6a	6
GO:0150063	visual system development	6/72	478/28832	0.0125523012552301	5.02649930264993	4.44156548326744	0.00124820949668001	0.0904951885093011	0.0720457762118816	Dcx/Hcn1/Hif1a/Kera/Prom1/Gpm6a	6
GO:0048880	sensory system development	6/72	485/28832	0.0123711340206186	4.95395189003436	4.39390192125884	0.00134413001917635	0.0920442902025211	0.073279059834554	Dcx/Hcn1/Hif1a/Kera/Prom1/Gpm6a	6
