ctrl_fold	mut_fold	gene	is_neuronal
5.36844410888522	4.94952897608418	Krtap11-1	FALSE
5.58219690441635	3.97041582257154	Adamts14	FALSE
5.18893129687162	5.54416252914142	Arpp21	FALSE
4.90052654704583	5.16732751297293	Krt80	FALSE
4.80072547523431	4.20851975551993	Gm10415	FALSE
4.85016732233633	4.76938268046044	Mir1187	FALSE
4.43013589328237	5.09775870336081	Pde1c	TRUE
3.84364541346001	4.36909638805677	Tnfaip8	FALSE
4.36913480439279	5.17922230679301	Sdk1	TRUE
4.54772987498667	4.59825398401129	Sstr2	TRUE
4.03813289578789	4.59653090553008	Clip4	FALSE
4.21515255371561	4.31353318321795	Cdc42ep4	FALSE
4.97040141422953	5.40492056753387	Gm9530	FALSE
4.57543264936518	5.22868121865979	Lmo4	TRUE
4.01274189592494	4.17858203553565	Foxj1	TRUE
5.3739795186716	4.84524026461714	Sdk1	TRUE
4.07521181256798	3.96948126017974	Hbq1a	FALSE
3.83466358375737	4.40850964773966	Ap3b1	TRUE
4.45091472327759	3.72397366310796	Igsf3	FALSE
4.95654094958487	4.27220750831055	Gse1	FALSE
4.86266652833902	5.84659816890453	Hsbp1	TRUE
4.47175858668595	4.40051016131452	1700008K24Rik	FALSE
4.51668405927936	4.46777975163498	Nrp2	TRUE
4.4297913614429	3.89815276721886	Camk1g	FALSE
3.94891547344016	4.35869646963515	Xrcc5	TRUE
3.96035006366397	3.61262857506473	Noct	FALSE
4.08989444307566	5.36642338098003	Runx1t1	TRUE
4.46296483226238	4.05346265479789	Dysf	FALSE
4.1553019911381	3.73654223264319	Plxna4	TRUE
4.49662092632143	4.50147285087844	Gm10415	FALSE
3.67849473133301	4.03727220671672	Crnkl1	FALSE
3.80482015506183	3.91652920606079	Qsox1	FALSE
3.8870283130702	3.72800624943794	Gm6994	FALSE
4.30834056328579	3.66567957737134	Zfp608	FALSE
4.27318850797317	3.60623090157082	4930430F21Rik	FALSE
4.24457486097749	4.10530416342885	Clnk	FALSE
4.94536567685268	5.29976097408077	Kcna10	FALSE
4.65007754738303	3.59671163469988	Marchf10	FALSE
3.97159395612264	4.02485817813516	Inhbb	TRUE
4.40319066859934	3.60781245751918	Gm12409	FALSE
4.48402956689966	4.03645816388261	5530401A14Rik	FALSE
4.72480059310695	5.02805375435521	Bcl2l11	TRUE
4.044164952201	4.1765877164797	Alx4	FALSE
3.72480689453413	3.26951621938644	Mir7077	FALSE
3.7130628026934	4.46522929708643	Trib2	FALSE
4.24257130962536	3.02594806062349	Fezf2	TRUE
4.43678272953817	4.57254421188023	Hsbp1	TRUE
4.06507868337814	3.10692662960146	Plppr1	TRUE
4.18760675334265	4.23610660571631	Kcnn3	FALSE
4.03838168845783	3.27924780228267	Bcor	FALSE
4.05620257568517	4.48536065137855	Gm28979	FALSE
4.74915206826501	3.99899714618214	Prex1	TRUE
3.88214329816305	4.1362546342622	Gm4793	FALSE
4.14248667186853	4.44776101984818	Slc24a4	TRUE
4.55033008355439	4.59821166805015	Aff3	FALSE
4.59670361469981	2.50301808023625	Csmd2os	FALSE
3.33087808083086	3.34361727639335	Grip1	TRUE
4.52914506058674	3.80245736341791	4930563F08Rik	FALSE
4.19707206202917	4.17576109343732	6330415B21Rik	FALSE
3.66966980964864	3.55167776839783	4933402J07Rik	FALSE
3.85351062351308	3.83505285873977	Nfam1	FALSE
3.99373367874479	4.30063051995072	Cpn2	FALSE
3.82411367974974	3.54547199973945	Mtss1	TRUE
4.49949201319263	5.82182183723394	Katnip	TRUE
3.76470880434168	4.63857814810979	Prok2	FALSE
3.73247967591093	3.64900983015918	D630003M21Rik	FALSE
4.13136559905875	3.87085311589747	Gm29678	FALSE
3.51748837342138	3.62137006572011	4930563F08Rik	FALSE
3.63785566853925	3.39607049403119	Prkar2b	TRUE
4.02140850057543	4.79304420857964	B930092H01Rik	FALSE
4.18428023986667	4.00601339050524	Bbs9	FALSE
