ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0007389	pattern specification process	496	0.659024840935648	1.9100193042368	4.83595275856017e-49	2.50889229114102e-45	1.98274063100967e-45	2454	tags=39%, list=11%, signal=35%	107587/23967/21375/12020/12022/73191/18741/54713/17701/15376/15205/20471/18530/18423/21815/16372/14313/15229/12159/13392/13798/15404/18424/15375/17300/16870/15438/15433/16371/15427/13390/14843/21385/18088/15396/15426/14367/13654/13172/15432/15424/226049/15425/16373/21418/15111/18187/16814/13797/15431/15213/209448/15405/12622/15395/15402/15430/59058/109663/15437/11694/66042/21869/14836/240590/20423/20473/18095/320145/20893/15434/24063/242620/11819/15399/16658/22773/13865/15400/14179/21380/232174/18121/13614/22408/15403/55927/15436/66993/241324/15285/19434/15423/11838/15110/16147/20472/20465/13796/12151/79362/54485/18508/16871/14573/22418/11695/15401/22420/14463/17172/14234/12156/14766/14472/14451/53883/15414/15207/18091/15206/17292/13590/15415/21386/13388/14164/50916/14296/110796/15228/71870/22411/15227/107586/13813/12705/17684/67122/15413/16869/84653/15416/20855/14632/14633/21393/20671/16848/15422/15394/12627/22431/18014/12592/15214/16917/24087/21407/12591/68431/382089/106042/73916/170765/15208/24113/18119/17878/13082/68922/24136/20664/15417/13641/20613/15223/14609/22422/14048/71458/72475/56184/14042/78405/433809/12227/16392/17125/216285/20890/19206/69327
GO:0003002	regionalization	449	0.662658592940527	1.91661861358143	1.96180330709486e-46	5.08891777860406e-43	4.02169677954446e-43	2454	tags=39%, list=11%, signal=35%	23967/21375/12020/12022/73191/18741/54713/17701/15376/15205/20471/18530/18423/21815/16372/15229/12159/13392/13798/15404/18424/15375/17300/16870/15438/15433/16371/15427/13390/14843/21385/18088/15396/15426/14367/13654/13172/15424/226049/15425/16373/15111/18187/16814/13797/15431/15213/209448/15405/12622/15395/15402/15430/59058/109663/15437/66042/21869/14836/240590/20423/20473/18095/320145/20893/15434/24063/242620/11819/15399/16658/22773/13865/15400/14179/21380/232174/18121/13614/22408/15403/55927/15436/66993/241324/15285/15423/11838/15110/16147/20472/13796/12151/79362/54485/18508/16871/14573/22418/11695/15401/14463/17172/14234/12156/14766/14472/14451/53883/15414/15207/18091/15206/17292/13590/15415/21386/13388/14164/110796/15228/71870/22411/15227/107586/13813/17684/67122/15413/16869/84653/15416/14632/14633/21393/20671/16848/15422/15394/12627/22431/18014/12592/15214/16917/24087/21407/12591/68431/382089/106042/73916/15208/24113/18119/17878/13082/68922/24136/20664/15417/20613/15223/14609/22422/72475/56184/14042/78405/433809/12227/16392/216285/20890/19206/69327
GO:0045165	cell fate commitment	302	0.671738783426145	1.92603388175273	2.45532398995912e-33	4.24607361996931e-30	3.35560945294414e-30	3323	tags=50%, list=15%, signal=43%	11921/21375/54713/15376/15205/20471/238057/15902/12159/13392/11924/18424/15375/20674/18996/18089/104360/15398/24064/11878/13390/14843/21385/260298/14462/18088/50913/15396/13172/18992/14461/16814/16911/209448/18740/27140/15430/66042/13363/21869/14836/240590/20423/14842/14369/242620/11819/15399/14179/21380/232174/13614/22408/21907/15285/22409/15110/16147/20472/14581/54485/20682/18508/16871/232077/22418/20672/104382/50914/16874/22420/14463/17172/94222/14234/12156/17927/14451/21349/383491/93735/22410/18091/17292/21908/21386/13388/83430/20681/15228/22411/14465/13813/14184/74561/22417/19374/14633/20671/69743/103551/58208/14912/53404/19213/22431/18014/18028/15214/225631/23966/18205/15208/18119/74748/19401/20664/22422/21387/14048/12142/17933/13592/14042/78405/16450/16392/15379/12367/17125/20890/19206/21420/16542/231044/30051/16193/18027/16852/545261/13380/13869/18505/12667/16196/14432/69952/12043/230587/13819
GO:0009952	anterior/posterior pattern specification	238	0.695880332650392	1.98241377722734	6.85839572788949e-30	7.19668040294281e-27	5.68743054203268e-27	2111	tags=43%, list=10%, signal=39%	23967/12022/73191/54713/17701/15376/15205/18530/18423/12159/13798/15404/18424/17300/15438/15433/15427/15396/15426/14367/15424/226049/15425/13797/15431/15213/209448/15405/12622/15395/15402/15430/109663/15437/20423/20473/18095/20893/15434/11819/15399/22773/15400/14179/21380/18121/22408/15403/55927/15436/241324/15423/11838/20472/12151/79362/18508/22418/11695/15401/14463/14234/12156/14472/53883/15414/15207/15206/17292/13590/15415/21386/13388/110796/15227/67122/15413/16869/84653/15416/14633/21393/20671/16848/15422/15394/12627/22431/18014/12592/15214/21407/12591/382089/106042/15208/18119/17878/13082/24136/15417/72475/56184
GO:0048562	embryonic organ morphogenesis	345	0.640252015758783	1.84113185814966	6.9358909049179e-30	7.19668040294281e-27	5.68743054203268e-27	2594	tags=38%, list=12%, signal=34%	107587/11921/20429/23967/18109/12020/13395/15284/18741/17701/15205/20471/18423/15902/12159/13392/13396/15404/18424/20674/17869/18998/15438/111970/24064/15427/21385/14462/15396/14367/22160/14461/21418/15111/16814/110805/15431/15405/54352/15402/26927/15430/20666/109663/11694/14836/20423/21412/20473/15434/15399/16658/22773/15400/14179/21380/18121/13614/15372/22408/15436/241324/15423/18595/15110/16147/20472/12151/14581/20682/18508/15373/22418/11695/15401/14463/14234/14472/14451/667663/15414/17150/18091/17292/15415/20897/18507/21386/13388/110796/15228/14238/22411/15227/107586/17684/15413/16869/12824/15416/14632/14633/21393/20671/15394/16470/12627/18014/57265/73916/24113/15586/18119/73750/18124/15417/20474/13636/14609/18994/14048/19712/433809/97031/216285/68588/16206/60613/103889/14180/17387
GO:0030900	forebrain development	464	0.596785693710006	1.72672220936732	2.758205532082e-27	2.3849283834069e-24	1.88477378025603e-24	3144	tags=34%, list=15%, signal=30%	11921/18420/21375/13395/73191/12918/18741/54713/17701/15205/18092/238057/18423/15902/12159/13392/11924/73710/230025/18424/75409/20674/16870/18996/16491/11878/13390/14843/18993/50913/12767/11516/18992/14461/21418/18187/13797/16490/18740/59058/22348/18227/77630/21869/14836/20423/20473/14842/16324/14281/242620/11819/22773/13865/14179/18072/18121/11925/22408/21907/19434/20607/13796/15904/16873/18508/16871/22418/18039/244152/16874/17172/12140/12156/14766/14472/13555/20689/16323/13167/22151/13845/12032/18507/21386/20315/13488/15228/269295/13813/14184/22417/243743/16869/20675/232440/11922/14632/16565/14633/214593/65100/15364/58208/16875/64704/668158/18014/18028/20287/58198/18844/18049/16975/21960/12570/15208/24113/19401/18124/24136/668303/11826/69080/20664/20562/20511/22422/18994/14042/70762/12227/22174/98660/12000/228662/16392/17242/12367/18795/12569/21420/20356/16485/20606/14602/20807/22062/18991/13175/69601/14360/233552/170758/13380/18506/13869/11682/12667
GO:0048706	embryonic skeletal system development	152	0.715597655750834	2.01001272547902	2.42642405203651e-22	1.79832685456649e-19	1.42119123047853e-19	2163	tags=47%, list=10%, signal=42%	107587/20429/23967/18109/12020/13395/20471/12159/13392/13396/15404/15438/111970/15427/13390/15396/15424/226049/22160/15425/21418/15111/15431/15405/54352/15402/15430/20666/109663/11694/14836/20423/15434/15399/15400/14179/21380/18121/13394/15403/15436/15423/18595/16147/20472/12151/22418/11695/15401/14234/15429/14451/15414/15415/18507/22411/13393/15413/16869/12824/15416/15394/15586/18119/68527/20289/15417/20474/14048/13386/14042
GO:0048663	neuron fate commitment	87	0.788005608447234	2.154131573897	2.3521020856307e-21	1.35585618002801e-18	1.07151317234287e-18	2185	tags=66%, list=10%, signal=59%	11921/21375/54713/15376/20471/15902/12159/13392/18424/15375/20674/18996/104360/13390/14843/260298/18088/50913/13172/18992/14461/16814/16911/209448/27140/15430/21869/240590/20423/14842/242620/21380/22408/15285/16147/54485/20682/18508/16871/50914/16874/17172/94222/13388/15228/14633/69743/103551/58208/14912/53404/19213/18028/20664/14048/17933/16450
GO:0045664	regulation of neuron differentiation	240	0.641611014516578	1.82870814218026	2.18494911325437e-21	1.35585618002801e-18	1.07151317234287e-18	3237	tags=41%, list=15%, signal=35%	11921/18109/73191/54713/15376/15205/20471/238057/21815/15902/18935/12159/13392/11924/723950/15375/20674/18997/104360/13390/18088/50913/216233/223227/16373/14461/21418/16814/15213/242316/27140/20666/12484/20423/18096/20473/15434/15399/11925/21907/13638/15904/11553/20682/18508/240843/243547/80857/16918/17172/12156/11552/12064/114712/15207/18091/13388/20681/20315/15228/14184/213696/20675/15353/14633/69743/58208/114606/18014/58198/15214/18049/100043902/15208/227292/19401/16449/14048/14025/216858/19712/16392/387609/17005/94226/17965/12053/16193/22062/233552/18053/170758/104156/13380/11682/269784/12389/69952/12043
GO:0001708	cell fate specification	112	0.739669104407069	2.04277352085187	2.48356735521872e-19	1.16947424237142e-16	9.24218271727606e-17	2139	tags=49%, list=10%, signal=44%	11921/21375/15376/20471/18424/15375/20674/18996/18089/104360/15398/14843/21385/260298/18088/50913/15396/13172/18992/16911/209448/27140/15430/13363/14836/240590/20423/14369/242620/21380/15285/16147/20472/14581/20682/18508/16871/232077/20672/17172/94222/383491/17292/21386/13388/13813/14633/20671/18028/23966/18119/20664/21387/14048/17933
