## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /dev/null --MINIMUM_PCT 0.0 --INCLUDE_DUPLICATES true --INPUT 260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001.good_mapq --OUTPUT 260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001.good_mapq.insert_size_metrics.txt --VALIDATION_STRINGENCY SILENT --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Jun 26 13:16:27 PDT 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
253	185	71	2	145290776	277.352442	113.356506	12055782	FR	29	57	85	113	143	173	207	257	373	493	723			
39398	16042	39381	3	148440664	25572.230769	50013.698118	241	RF	46685	46793	46945	47303	78763	9800405	42661785	83110891	126498589	165671401	272638851			
32255218	32255218	0	32255218	32255218	32255218	?	1	TANDEM	1	1	1	1	1	1	1	1	1	1	1			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count	All_Reads.rf_count	All_Reads.tandem_count
2	127	0	0
3	130	1	0
4	137	0	0
5	160	0	0
6	124	0	0
7	128	0	0
8	137	0	0
9	135	0	0
10	125	0	0
11	155	0	0
12	144	1	0
13	144	0	0
14	164	0	0
15	188	0	0
16	193	0	0
17	202	1	0
18	170	0	0
19	204	0	0
20	219	0	0
21	238	0	0
22	219	0	0
23	233	0	0
24	207	0	0
25	264	0	0
26	298	0	0
27	280	0	0
28	303	0	0
29	314	0	0
30	273	0	0
31	160	0	0
32	130	0	0
33	150	0	0
34	146	0	0
35	137	0	0
36	138	0	0
37	206	0	0
38	198	0	0
39	183	0	0
40	201	0	0
41	209	0	0
42	183	0	0
43	205	0	0
44	212	0	0
45	269	0	0
46	265	0	0
47	227	0	0
48	276	0	0
49	313	0	0
50	278	0	0
51	286	0	0
52	210	0	0
53	266	0	0
54	253	0	0
55	245	0	0
56	215	0	0
57	243	0	0
58	262	0	0
59	281	0	0
60	278	0	0
61	286	0	0
62	283	0	0
63	323	0	0
64	305	0	0
65	315	0	0
66	359	0	0
67	355	0	0
68	334	0	0
69	372	0	0
70	405	0	0
71	374	0	0
72	407	0	0
73	455	0	0
74	524	0	0
75	662	0	0
76	738	0	0
77	800	0	0
78	813	0	0
79	886	0	0
80	1010	0	0
81	942	0	0
82	1032	0	0
83	972	0	0
84	1145	0	0
85	1199	0	0
86	1248	0	0
87	1320	0	0
88	1421	0	0
89	1543	0	0
90	1700	0	0
91	1696	0	0
92	1980	0	0
93	2106	0	0
94	2157	0	0
95	2520	0	0
96	2611	0	0
97	2902	0	0
98	3123	0	0
99	3460	0	0
100	3629	0	0
101	3980	0	0
102	4352	0	0
103	4700	0	0
104	5067	0	0
105	5492	0	0
106	5826	0	0
107	5993	0	0
108	6541	0	0
109	7076	0	0
110	7423	0	0
111	7934	0	0
112	8590	0	0
113	9094	0	0
114	9737	0	0
115	10404	0	0
116	10723	0	0
117	11582	0	0
118	12192	0	0
119	12921	0	0
120	13600	0	0
121	14219	0	0
122	15124	0	0
123	15636	0	0
124	16572	0	0
125	17363	0	0
126	18187	2	0
127	18965	0	0
