	ctrl_M1	ctrl_M2	ctrl_M3	mut_M1	mut_M2	mut_M3
loop_1	5135.31372070312	3742.21375656128	3763.47385215759	3892.8627872467	4276.73036575317	4066.08204269409
loop_2	3116.58015441895	2465.46824264526	2487.13929748535	2623.89430236816	2872.09980010986	2796.95887374878
loop_3	4184.72222518921	3294.15634536743	3364.13140106201	3553.24325370789	3635.62482452393	3559.02854728699
loop_4	5358.3162612915	3754.32485580444	3783.90315628052	3834.44143676758	4426.40827178955	4200.71279907227
loop_5	3209.36394882202	2659.32612228394	2741.91823959351	2894.57590484619	3060.94421005249	2939.84299468994
loop_6	3631.20774078369	2907.16606521606	2974.48929977417	3030.46971130371	3381.63128662109	3176.69049072266
loop_7	2115.42588424683	1741.1388835907	1703.42987823486	1690.45792770386	1737.62949943542	1736.38616371155
loop_8	2419.30601882935	2058.68974304199	2013.61249542236	2211.25803756714	2264.43877792358	2226.77249526978
loop_9	2257.76787948608	1903.37207984924	1993.51752853394	2050.88904190063	2241.23180389404	2062.23452377319
loop_10	1762.31575775146	1467.69173812866	1462.81952095032	1516.95304870605	1544.36950206757	1536.5232925415
loop_11	2617.88385772705	2222.58834457397	2269.77299499512	2191.30933761597	2201.85943603516	2239.34559631348
loop_12	2368.36074447632	1775.10715103149	1762.02620315552	1810.82007598877	1918.2151222229	1979.67778778076
loop_13	2608.73750305176	2202.16743469238	2341.75844192505	2513.80591964722	2569.05151748657	2691.65744781494
loop_14	1476.91731262207	1305.75794029236	1373.80780029297	1427.83829498291	1456.65427398682	1475.20764732361
loop_15	1363.61408996582	1015.18523979187	1125.43367004395	1033.89809036255	1023.13530731201	1119.32404327393
loop_16	1160.1242980957	986.886343002319	985.475366592407	972.977724075317	954.35666847229	1098.59207725525
loop_17	1809.45141220093	1503.25400543213	1671.29297447205	1981.04565429688	2105.13321876526	2100.07282829285
loop_18	1030.95100688934	985.942005157471	1029.63698387146	1437.17727375031	1369.13768005371	1335.04169368744
loop_19	1574.60322952271	1363.34273529053	1481.05776596069	1509.45008468628	1567.39725494385	1596.66910934448
loop_20	789.533301353455	615.882236480713	622.934590339661	583.234214782715	596.400676727295	665.494232177734
loop_21	1080.34157752991	821.472692489624	818.328357696533	796.304162979126	862.114268302917	902.099894523621
loop_22	915.404211044312	667.035549163818	776.579702377319	996.705612182617	937.196973800659	1020.27667045593
loop_23	1001.63409805298	764.888725280762	833.403240203857	757.818784713745	816.458141326904	866.130498886108
loop_24	1128.11846351624	868.442784309387	953.640145778656	839.004342079163	931.388007164001	994.931089401245
loop_25	1211.34531402588	1100.9210319519	1134.70923233032	1101.84401512146	1200.27634239197	1153.81244850159
loop_26	1574.10416984558	1288.77208709717	1397.46828651428	1354.13115119934	1332.33246231079	1400.43787956238
