MedianEnhPerGene	5.0
StdEnhPerGene	2.655657283291764
MedianGenePerEnh	1.0
StdGenePerEnh	4.105178207400703
MeanEnhPerGene	5.05092390513604
MeanGenePerEnh	2.5917837878194003
MedianEGDist	84728.0
MeanEGDist	415637.35541582963
StdEGDist	841468.0603927799
NumEnhancersPerChrom	6833.0
MeanEnhancersPerChrom	6943.0
NumEnhancers	53577
EG10th	242.0
EG90th	1232591.3000000005
NumPeaks	84685
MedWidth	500.0
MeanWidth	536.4842534096947
StdWidth	115.4618613754712
NumCandidate	84685
MedWidthCandidate	500.0
MeanWidthCandidate	536.4842534096947
StdWidthCandidate	115.4618613754712
countsEnhancers_H3K27ac	5274549
countsGeneTSS_H3K27ac	3057643
countsGenes_H3K27ac	17440786
countsEnhancers_ATAC	117030481
countsGeneTSS_ATAC	64012374
countsGenes_ATAC	155053123
