gene_symbol	n_hubs	hub_directions	direction_mixed	mean_stripe_lfc	log2FoldChange	padj	baseMean
Btbd3	3	gained,lost	TRUE	-0.06613333333333334	-0.43048586533506	3.83586645311113e-16	3138.61693430571
Abcc6	2	gained,lost	TRUE	-0.09215000000000001	0.0212990349994826	0.991955833908189	3.59929653117831
Abcc8	2	gained,lost	TRUE	-0.09215000000000001	0.426796581345803	2.49143386915463e-5	1492.55948072871
Angptl8	2	gained,lost	TRUE	-0.08349999999999999	NA	NA	NA
Arhgap26	2	gained,lost	TRUE	-0.10540000000000001	-1.45118999807683	1.99912148015652e-23	5041.32958925198
Brf1	2	gained,lost	TRUE	0.1113	-0.010683045871379	0.973490675151289	495.305903500764
Bsx	2	gained,lost	TRUE	-0.12145	NA	NA	NA
Btbd6	2	gained,lost	TRUE	0.1113	NA	NA	NA
Car11	2	gained,lost	TRUE	-0.09215000000000001	-0.286409055845861	0.220768251129101	297.562830337291
Ccdc159	2	gained,lost	TRUE	-0.08349999999999999	-0.397283632740691	0.242200398021773	28.7598033760702
Cd5	2	gained,lost	TRUE	-0.0658	0.661311443836336	0.117105104702183	19.8848138653604
Cd6	2	gained,lost	TRUE	-0.0658	-1.00193314700089	0.437600712265722	2.37306130568205
Cdca4	2	gained,lost	TRUE	0.1113	0.148906563239034	0.683850288084862	52.8280135961816
Clba1	2	gained,lost	TRUE	0.1113	-0.475391065740363	0.558020402953379	6.94116550070073
Clmp	2	gained,lost	TRUE	-0.12145	-0.773054774923416	1.72036152824067e-10	540.776475720304
Cpsf7	2	gained,lost	TRUE	-0.0658	0.121375425969923	0.538004318864434	223.03711515964
Crtam	2	gained,lost	TRUE	-0.12145	-0.45361963267852	3.46082674196045e-8	524.544194110255
Cyb561a3	2	gained,lost	TRUE	-0.0658	-0.224503301814741	0.74853069494467	16.1616873370354
Cyth2	2	gained,lost	TRUE	-0.09215000000000001	0.138170916061563	0.431361653365387	204.403737519856
Dbp	2	gained,lost	TRUE	-0.09215000000000001	0.257153874129697	0.483076817963646	185.780647571586
Ddb1	2	gained,lost	TRUE	-0.0658	0.114948617184931	0.588612828463369	643.847421375792
Dock6	2	gained,lost	TRUE	-0.08349999999999999	0.311526198115415	0.430432961731376	45.8601045037446
Elavl3	2	gained,lost	TRUE	-0.08349999999999999	-0.143896949881998	0.0975343804209586	1683.21749986541
Emp3	2	gained,lost	TRUE	-0.09215000000000001	0.247354285164329	0.822590953167115	6.27613660599694
Epor	2	gained,lost	TRUE	-0.08349999999999999	-0.399613517027327	0.613210339469901	7.76978689447983
Fam83e	2	gained,lost	TRUE	-0.09215000000000001	0.0847315879665501	0.963714141551431	4.23408887122461
Fgf1	2	gained,lost	TRUE	-0.10540000000000001	NA	NA	NA
Gm19774	2	gained,lost	TRUE	-0.10540000000000001	NA	NA	NA
Gm5820	2	gained,lost	TRUE	-0.10540000000000001	NA	NA	NA
Gnpda1	2	gained,lost	TRUE	-0.10540000000000001	0.00707910814165297	0.990701927936133	92.1556122984263
Gpr132	2	gained,lost	TRUE	0.1113	NA	NA	NA
Gramd1b	2	gained,lost	TRUE	-0.12145	-0.220614228566623	0.0382818858152332	6545.63241053043
Grin2d	2	gained,lost	TRUE	-0.09215000000000001	0.146343202983378	0.693917533703972	58.3506294665702
Grwd1	2	gained,lost	TRUE	-0.09215000000000001	-0.00288432336840087	0.998068023026077	20.4357314564932
Hspa8	2	gained,lost	TRUE	-0.12145	0.141007311088163	0.468076683021955	2831.20432466655
Itfg1	2	gained,lost	TRUE	-0.10805000000000001	-0.0263663573854516	0.898431578722362	759.182240837325
Jag2	2	gained,lost	TRUE	0.1113	0.60910460160136	6.49043703281813e-4	83.575139737968
Jhy	2	gained,lost	TRUE	-0.12145	-0.28563183993793	0.463799148861408	47.1765255464295
Kank2	2	gained,lost	TRUE	-0.08349999999999999	-0.149628659555269	0.477437150206011	854.867467608205
Kcnc1	2	gained,lost	TRUE	-0.09215000000000001	-0.0666551542289141	0.700330089574357	9240.4527967597
Kcnj11	2	gained,lost	TRUE	-0.09215000000000001	0.0801619418622219	0.79275665657296	257.467374608594
Kcnj14	2	gained,lost	TRUE	-0.09215000000000001	0.618499308326587	0.441572862484211	6.27855414037732
Kdelr1	2	gained,lost	TRUE	-0.09215000000000001	0.0943239562923399	0.857502913192804	74.1983904571031
Lmtk3	2	gained,lost	TRUE	-0.09215000000000001	NA	NA	NA
Mta1	2	gained,lost	TRUE	0.1113	0.0205992667336751	0.956097278826371	554.933648596165
Myod1	2	gained,lost	TRUE	-0.09215000000000001	NA	NA	NA
Ndfip1	2	gained,lost	TRUE	-0.10540000000000001	0.0302384299972079	0.896035128477399	729.06479224156794
Neto2	2	gained,lost	TRUE	-0.10805000000000001	-0.239938649326474	0.0459498086339804	1517.17332898648
Neurl1a	2	gained	FALSE	-0.06975	0.164770805939308	0.11928094072751701	2607.5075680218
Nomo1	2	gained,lost	TRUE	-0.09215000000000001	-0.0141665283315264	0.972924733534507	490.97123718894
Ntn5	2	gained,lost	TRUE	-0.09215000000000001	NA	NA	NA
Nudt14	2	gained,lost	TRUE	0.1113	-0.409544884132415	0.526196733113879	9.61843988206011
