	ctrl_M1	ctrl_M2	ctrl_M3	mut_M1	mut_M2	mut_M3
loop_1	1065.67350769043	1310.22663879395	1423.09615325928	1191.58378505707	1184.31741905212	971.885276794434
loop_2	827.713939666748	1062.13988018036	1046.43126869202	973.787495613098	915.481189727783	794.012636184692
loop_3	786.507248878479	938.383598327637	1005.36632061005	932.006707191467	869.687881469727	733.384684562683
loop_4	1742.80365371704	2070.81295013428	2136.4499130249	2056.44867706299	1893.12642288208	1526.96829986572
loop_5	971.615661621094	1569.32994174957	1199.63433074951	1348.33940792084	1415.85424232483	1115.96172428131
loop_6	468.546610832214	638.950388908386	613.347116470337	554.465688705444	558.943429946899	460.773321151733
loop_7	492.772161483765	631.377720355988	668.327990055084	628.519934654236	547.583253145218	461.337734460831
loop_8	753.417915344238	959.224038124084	1009.14814090729	780.961252212524	735.497898578644	670.995950698853
loop_9	789.59393119812	1027.3901424408	1001.93995666504	1038.70071029663	853.036693572998	840.122610092163
loop_10	836.742692947388	1064.3116607666	1120.78679847717	1113.66963195801	1125.18425559998	954.45325756073
loop_11	455.077545166016	554.124612808228	572.57972240448	486.54630279541	490.425582885742	438.970142364502
loop_12	397.272807598114	681.024294376373	527.608703136444	571.110022068024	585.684364795685	476.508041858673
loop_13	455.521323680878	589.94593334198	607.475587844849	507.665795326233	485.627442836761	443.180747032166
loop_14	634.071573257446	718.654899597168	767.755327224731	690.438052177429	674.594871520996	586.357518196106
loop_15	950.40185546875	1114.27304267883	1192.4121799469	1140.6915140152	1020.15298175812	947.027114868164
loop_16	724.740965366364	850.402191162109	908.454298973083	850.491169929504	769.438993453979	722.737915992737
loop_17	678.931958675385	1040.33822536469	884.198391914368	856.526272773743	878.372773170471	748.349797010422
loop_18	562.389931678772	725.131777763367	770.557389259338	762.169424057007	672.798892974854	615.120918273926
loop_19	256.534074187279	355.87207365036	376.199702739716	275.955486774445	291.078023195267	248.07233953476
loop_20	258.499932765961	427.612986087799	362.931968212128	374.567349910736	302.607002258301	319.40264737606
loop_21	625.368491649628	921.543657302856	819.082624435425	691.502491235733	668.449308872223	597.732975006104
loop_22	342.312070846558	451.840177059174	419.938690662384	419.371415138245	405.918374538422	327.971661329269
loop_23	208.807138442993	230.460958480835	258.461527585983	214.29989528656	211.519939899445	161.424087047577
loop_24	285.179315090179	353.13077545166	392.977241516113	363.742867946625	344.820520877838	295.739452362061
loop_25	321.6971783638	411.960817337036	452.298445224762	347.355819702148	346.817705869675	319.121344089508
loop_26	326.513595342636	400.501024246216	438.342172622681	380.33723115921	373.483779907227	308.134445428848
loop_27	434.755566596985	610.686137199402	638.115900993347	473.775171279907	537.471415519714	416.724914550781
loop_28	445.719586849213	550.693836212158	590.956464767456	514.613403320312	475.48726272583	434.942212104797
loop_29	287.150675296783	388.645034790039	394.425988197327	402.761870861053	368.016845703125	301.131656646729
loop_30	397.045555114746	470.303298950195	491.189884185791	478.891767501831	440.331124305725	369.351237773895
loop_31	771.914874076843	1015.19232559204	1068.87306499481	954.984679222107	977.3631772995	841.533126831055
loop_32	189.459404230118	255.119226098061	277.552183151245	231.833691835403	204.972774028778	225.03619658947
loop_33	245.722676992416	292.18550157547	329.148812770844	264.497912883759	273.901362895966	233.067477941513
loop_34	356.719512462616	451.344587564468	433.524682283401	366.603429913521	362.92307806015	320.986328542233
loop_35	375.234974861145	468.153734207153	502.824495315552	488.606983184814	467.575222492218	431.030825614929
loop_36	195.93526506424	283.312812805176	259.910209178925	239.549792766571	193.33215713501	225.461053848267
loop_37	236.521417617798	318.925804138184	321.477011680603	285.306694984436	280.871072292328	241.684369087219
loop_38	297.595551490784	391.441671848297	399.058492660522	374.97492647171	362.575405597687	329.629814207554
loop_39	161.30165040493	187.531629323959	184.884809732437	143.855076789856	148.216112136841	128.107245206833
loop_40	133.023504257202	175.918289899826	167.575818538666	139.083005070686	159.016528844833	111.356065988541
loop_41	150.491194963455	233.654951810837	192.040767192841	177.664332985878	196.150172829628	141.934754133224
loop_42	258.020526885986	348.048311710358	339.566375732422	297.417428970337	265.30116558075	241.326684713364
loop_43	259.667065143585	311.325409412384	360.007240772247	269.405875205994	295.031744480133	228.679235935211
loop_44	139.333793640137	151.366429448128	175.262094259262	153.296054720879	126.666616559029	105.027673363686
loop_45	312.001067399979	377.211036682129	415.360572814941	347.683706760406	352.724227905273	306.755418300629
loop_46	184.406946182251	222.239800453186	235.965705394745	195.980390548706	168.493520498276	160.466628789902
loop_47	105.213926672935	200.390329360962	120.767176389694	141.311583757401	137.58581662178	114.920057892799
loop_48	178.185854911804	227.59774684906	237.152245044708	198.688011169434	200.970112800598	194.416206121445
loop_49	155.525323390961	176.624296188354	182.497664451599	127.614877462387	149.943268299103	126.942882955074
loop_50	211.805158138275	232.859888553619	247.342083692551	214.117580890656	247.4070520401	216.325806617737
loop_51	323.757035493851	413.525030612946	481.38374710083	374.967049360275	398.720920562744	428.550792217255
loop_52	174.563323974609	227.671229839325	214.757007598877	177.176491975784	184.928986370564	179.155862212181
loop_53	213.685473680496	301.636848449707	310.093705654144	245.035758972168	251.583527326584	223.49246442318
loop_54	109.498754799366	149.184867858887	137.813460588455	86.7137559652328	104.292825877666	115.857186317444
loop_55	87.8092851638794	122.370896577835	124.789073348045	83.7409158945084	87.3459197282791	65.3352020978928
