	ctrl_M1	ctrl_M2	ctrl_M3	mut_M1	mut_M2	mut_M3
stripe_0001	27.2649257779121	56.5880026817322	50.0224807262421	37.5271152853966	39.1967312693596	45.1307016611099
stripe_0002	47.627138376236	62.7445289492607	72.5168427228928	58.635197520256	48.2404327988625	66.0738241672516
stripe_0003	51.7489686012268	61.4764156937599	74.2830302715302	61.6553614139557	65.078236579895	48.5281040668488
stripe_0004	55.682369351387	77.7659265398979	86.8050338029861	72.7751761078835	74.9266092777252	68.2502886652946
stripe_0005	59.0222579240799	69.7750858068466	74.6593714952469	61.5457265377045	45.3017559051514	60.5135288238525
stripe_0006	39.9010173082352	52.9331467151642	67.9512178897858	44.7924193143845	78.7813206911087	49.9536888599396
stripe_0007	47.7204030156136	68.4709971547127	69.3350398540497	52.9762353897095	62.7430047392845	54.4978624582291
stripe_0008	90.5286354422569	110.801725804806	109.74926006794	109.766643226147	92.4872993826866	108.434040665627
stripe_0009	66.7355106472969	80.3122082948685	66.7782755494118	81.646359026432	54.8925993442535	67.8673431277275
stripe_0010	52.0136791467667	85.0541886091232	63.3129282593727	57.4981102347374	51.3932720422745	61.5553695559502
stripe_0011	93.5300779342651	154.871720552444	149.615360975266	135.485901117325	154.008480548859	131.699792504311
stripe_0012	43.5297132134438	78.9676735401154	54.7008910179138	74.7033321261406	69.0253554582596	42.6899846196175
stripe_0013	126.743212938309	182.480552196503	204.614596843719	162.76807063818	164.420489311218	131.124622106552
stripe_0014	162.396867036819	214.655189752579	222.563336610794	247.256890773773	244.210623979568	225.458746194839
stripe_0015	102.686556220055	148.994124650955	138.680327177048	140.070198535919	127.653439044952	115.525849103928
stripe_0016	83.9469214677811	141.490721940994	128.852259635925	119.835638523102	84.1647440195084	73.422744512558
stripe_0017	180.651697993279	257.492793560028	235.511593341827	228.667844772339	219.410200595856	181.539293050766
stripe_0018	91.00752389431	111.588479101658	105.796319365501	76.7658576965332	93.644721031189	69.2962087392807
stripe_0019	43.598372220993	128.414979100227	83.8764945864677	87.7412762641907	76.1362760066986	145.37867808342
stripe_0020	68.0156972408295	134.847294092178	60.527703166008	88.534966468811	74.6085580587387	64.9312386512756
stripe_0021	83.4062820076942	96.5833176970482	98.3959780931473	91.2587265372276	90.9553583264351	82.8732447624207
stripe_0022	51.50823366642	67.7767318487167	74.8968394994736	61.601567029953	78.6960748434067	37.1733318567276
stripe_0023	245.968438863754	308.751048088074	340.838734388351	282.919233560562	289.415580749512	269.053705692291
stripe_0024	47.1993201375008	72.6660256385803	67.5787197947502	57.0085669755936	58.6029096245766	57.8973698019981
stripe_0025	167.705467700958	205.155317306519	232.269230365753	187.647207736969	197.709099769592	156.162948787212
stripe_0026	74.9662887454033	92.8361726403236	100.653003573418	69.4371217489243	86.3348965644836	74.4278804063797
stripe_0027	48.0857043266296	86.3651216626167	67.457509636879	57.3536561131477	69.4577968120575	52.6477885246277
