	ctrl_M1	ctrl_M2	ctrl_M3	mut_M1	mut_M2	mut_M3
stripe_0001	127.723208904266	105.223348498344	107.047144174576	135.285027861595	142.289198875427	120.948296904564
stripe_0002	136.609625339508	133.440730571747	122.612179279327	148.964978694916	155.056893587112	144.15329682827
stripe_0003	144.713222503662	136.405754804611	124.942088127136	148.499668836594	153.064213871956	171.931700944901
stripe_0004	121.373399615288	119.603230834007	132.357149839401	119.409838676453	112.280105113983	111.38671040535
stripe_0005	45.6248807311058	41.667146384716	60.0122276544571	57.4977869987488	56.7899123430252	54.4148800969124
stripe_0006	32.8837168812752	24.6668393015862	36.9086086750031	26.5348517298698	35.8927076458931	38.6496732234955
stripe_0007	145.93383872509	136.281409978867	134.349668622017	171.618662595749	133.869920253754	162.547899484634
stripe_0008	64.742751121521	63.8285402059555	79.6412343978882	82.8707963228226	80.3552696704865	85.7949094772339
stripe_0009	92.4363837838173	97.1845843195915	89.0957397222519	109.97663629055	131.507787942886	118.12079846859
stripe_0010	86.3444448709488	82.5085437893867	75.2259747982025	76.246376812458	81.48521900177	83.5707539319992
stripe_0011	109.857713222504	100.845550894737	119.144403934479	140.071729242802	132.625693559647	126.749147176743
stripe_0012	118.477848887444	102.042876601219	127.007889389992	116.451840043068	117.153278112411	122.728725671768
stripe_0013	152.737768650055	139.464509785175	133.302959084511	158.414600849152	158.267311692238	156.173685789108
stripe_0014	98.9947888255119	105.623088896275	94.6246007680893	118.598406195641	130.107556581497	125.103451609612
stripe_0015	160.492242097855	163.967410326004	167.015383481979	172.624479532242	199.267280340195	161.9807305336
stripe_0016	54.7077952623367	62.7841968536377	70.9984394311905	53.8554275035858	64.8171731829643	57.6659353971481
stripe_0017	121.311635732651	77.3345795869827	88.8812122344971	76.7390199899673	71.8798424005508	101.356853723526
stripe_0018	86.6682287454605	82.0298654437065	66.7053804397583	90.6348332166672	100.042539596558	100.577234268188
stripe_0019	214.565730810165	198.381467342377	188.210021734238	200.659493863583	211.626939296722	200.510443210602
stripe_0020	97.9620566964149	69.5245113372803	99.0168478488922	92.0298557281494	115.372607588768	81.2989037036896
stripe_0021	95.6613446474075	78.2658137083054	89.222992181778	88.0691754817963	84.8905633687973	102.492223978043
stripe_0022	63.5102548003197	41.8133524060249	58.0591540336609	62.3110920190811	72.1015004515648	51.482442855835
stripe_0023	90.8973618745804	72.7513092756271	76.1585062146187	72.828228533268	89.8018721342087	60.9358225464821
stripe_0024	312.075891017914	251.370525598526	271.581037044525	294.992235422134	301.002646923065	274.734293937683
stripe_0025	140.815462589264	142.816372394562	141.259364843369	180.209810018539	156.967575907707	162.420630931854
stripe_0026	79.3960163593292	70.4132437705994	88.6820032596588	102.037082076073	138.709176421165	104.98583483696
stripe_0027	99.0358064174652	80.4687210321426	85.4977833032608	105.012749910355	129.455755472183	106.680653452873
stripe_0028	409.346254825592	400.028623580933	365.895056962967	401.923218727112	452.651720523834	387.332052707672
stripe_0029	176.307484030724	180.749443292618	194.691852331161	168.704403221607	179.946250319481	188.077568531036
stripe_0030	118.919121026993	87.0940868258476	86.8683158159256	124.203009843826	114.780818879604	114.500374794006
stripe_0031	216.325072288513	201.791699528694	241.104628562927	195.332890868187	253.512926578522	187.077774047852
stripe_0032	302.47580909729	301.523056983948	268.301511764526	334.224888086319	332.253035664558	333.390174627304
stripe_0033	97.5263134241104	98.0771911144257	100.721923351288	98.5421965122223	88.9646019935608	107.422777235508
stripe_0034	258.876472949982	233.169618844986	241.918146133423	259.17777299881	266.74701166153	267.270066261292
stripe_0035	107.037700176239	115.104213356972	93.1108829975128	121.8448523283	128.475526094437	144.180745124817
stripe_0036	321.98422908783	283.717118382454	313.849019527435	379.929973602295	382.531084060669	328.202856063843
stripe_0037	166.037380456924	165.392040252686	189.355891942978	178.861192703247	190.92656648159	217.741423130035
stripe_0038	145.994477927685	139.743432283401	158.797165155411	155.655723333359	164.332966566086	133.064071297646
stripe_0039	360.73403263092	389.950850009918	385.146510124207	397.5918841362	428.502416133881	392.812475204468
stripe_0040	360.73403263092	389.950850009918	385.146510124207	397.5918841362	428.502416133881	392.812475204468
stripe_0041	91.8529406785965	95.4789290428162	114.754206776619	107.433270931244	105.865930914879	107.483595490456
stripe_0042	88.3520106077194	96.6755756139755	94.1342679262161	127.434132158756	112.453506231308	111.891573190689
stripe_0043	163.00481146574	175.975572228432	151.080324888229	168.352515935898	160.273646831512	157.232007026672
stripe_0044	668.884680747986	666.643074035645	608.24259519577	687.149879455566	760.191162109375	659.793906211853
stripe_0045	239.315177202225	244.897191047668	225.460196018219	231.258181810379	225.920613527298	242.708485841751
stripe_0046	119.053602814674	154.544673442841	137.720378398895	148.618570804596	153.102797091007	146.441852450371
stripe_0047	195.41073679924	205.395816326141	204.999727010727	245.674924850464	238.444250106812	203.045554876328
stripe_0048	290.417749285698	242.495931863785	289.567639350891	275.311864435673	310.96587729454	281.549206018448
stripe_0049	147.654923439026	150.276508569717	175.261110782623	171.207355499268	162.226526618004	173.961277484894
stripe_0050	158.833616495132	133.915474891663	139.119207620621	139.261941552162	166.415892004967	162.616681456566
stripe_0051	180.476211309433	177.938702583313	201.618093013763	179.580463171005	202.028303146362	233.960807323456
stripe_0052	266.005085706711	256.897842168808	264.243517398834	256.942546844482	261.159533500671	235.763894557953
stripe_0053	375.075282096863	358.215929508209	376.381464004517	335.685472011566	425.178016662598	355.735417366028
stripe_0054	129.878195524216	142.764296531677	114.301510095596	135.451728582382	141.496784687042	124.685214996338
stripe_0055	108.994567811489	87.6708247661591	99.9592818021774	115.781033158302	98.0583100914955	102.271531462669
stripe_0056	134.423321008682	147.911774158478	162.932191848755	128.963722109795	139.80400878191	132.096272706985
stripe_0057	435.527927398682	445.047833442688	401.363642692566	437.704093933105	463.422002792358	434.368103027344
stripe_0058	161.690509796143	162.485878586769	148.293937206268	170.664642333984	140.541836977005	160.424479007721
stripe_0059	84.3118411898613	82.8972364068031	92.6460003852844	111.429343938828	124.326362550259	123.220405817032
stripe_0060	112.399405479431	106.45388007164	62.4268436431885	82.6459538936615	121.310883760452	77.656924366951
stripe_0061	186.824860811234	157.351729869843	166.272079467773	163.278770208359	189.872834205627	167.716972827911
stripe_0062	133.191271066666	92.9481593370438	111.001747369766	119.477151095867	165.751964569092	121.740587055683
stripe_0063	93.4080025553703	103.739202737808	91.8862837553024	125.950828552246	113.020711183548	83.865086555481
stripe_0064	108.90766876936	88.3207104802132	101.704823255539	101.460468769073	122.184200882912	110.622689545155
stripe_0065	198.015496015549	185.828775405884	181.941293716431	197.594147205353	225.460819959641	200.209697961807
stripe_0066	198.015496015549	185.828775405884	181.941293716431	197.594147205353	225.460819959641	200.209697961807
stripe_0067	262.42541384697	200.589717388153	238.422179222107	231.994576454163	211.694430351257	237.719454050064
stripe_0068	85.8648361563683	77.4962661266327	72.4586112499237	84.9782392382622	77.1623707413673	75.3052757978439
stripe_0069	433.79047870636	378.520145893097	383.60550069809	393.385547637939	404.043302059174	377.194124221802
stripe_0070	110.874943852425	93.7815545797348	96.3283336162567	105.392109155655	72.7713741064072	92.5317211151123
stripe_0071	123.363738894463	100.429925560951	109.084339618683	103.941983699799	119.134799897671	126.319037914276
stripe_0072	80.7659741640091	73.0962752103806	76.2051310539246	82.7196413874626	119.837203145027	132.945820212364
stripe_0073	177.553135871887	189.031817913055	232.335961341858	183.375389814377	204.550078034401	194.585796356201
stripe_0074	27.9644973278046	125.232039928436	52.0745148658752	100.455497980118	112.234354496002	71.8040335178375
stripe_0075	27.2518001794815	28.557412981987	14.7160155773163	42.0120456814766	21.5018662214279	31.576192855835
stripe_0076	89.339916408062	83.8859567642212	100.11982178688	103.135915279388	108.431380689144	81.1445242762566
stripe_0077	132.613741397858	107.581744372845	132.979154109955	147.809989213943	163.400020480156	143.718738555908
stripe_0078	87.544240295887	72.8992075324059	74.9627797007561	113.160337388515	93.7481316924095	77.242662191391
stripe_0079	117.049728512764	103.398834347725	119.158768415451	136.579920768738	141.793600916862	154.047279834747
stripe_0080	98.3783231973648	82.4482933282852	93.5326300859451	82.2083727121353	80.1906796693802	102.780279397964
stripe_0081	84.8043445944786	68.678709924221	91.3172984719276	82.3401657342911	93.0965179204941	93.6366363763809
stripe_0082	97.6734054088593	89.7596949338913	107.439024448395	104.607230782509	103.214163661003	90.4760537147522
stripe_0083	308.121622562408	242.073606014252	250.60931801796	269.611193180084	294.393222808838	290.855528831482
stripe_0084	388.325015306473	300.509871721268	299.940890550613	349.450274705887	409.251780033112	392.446304321289
stripe_0085	128.439300060272	104.141289353371	99.0335155129433	123.324556112289	135.230504393578	111.373160243034
stripe_0086	133.184982776642	97.8770679831505	141.008502483368	153.27669095993	179.877506375313	142.946855545044
stripe_0087	272.703381538391	260.560195446014	250.672417163849	246.444566011429	305.722356081009	284.578540325165
stripe_0088	114.706076443195	86.2570351958275	94.8288607597351	86.7069000005722	102.846563577652	105.382358431816
stripe_0089	76.1949412822723	52.3516426086426	90.753225684166	83.6415614485741	70.0951052904129	85.479647397995
stripe_0090	116.740949630737	92.2037227749825	103.941456615925	117.795042574406	161.582308769226	116.307795524597
stripe_0091	179.567348957062	179.195959568024	167.990582942963	156.477593541145	174.686707258224	147.884959459305
stripe_0092	44.9273161292076	59.22518491745	53.9815872907639	64.4232393503189	75.5610809922218	47.7761812210083
stripe_0093	234.521016359329	208.539539813995	212.411460876465	250.501430988312	266.723494529724	226.831062316895
stripe_0094	89.750195980072	70.717870593071	81.9725230932236	80.2809516191483	67.645469725132	89.3296156525612
stripe_0095	165.690648078918	164.701988816261	164.143780946732	161.725838184357	161.749530076981	154.634816169739
stripe_0096	168.054453849792	143.257994294167	142.555706501007	149.192326068878	167.291749954224	152.736350178719
stripe_0097	76.9039239287376	54.4666854739189	74.9636943340302	75.3048797249794	57.7596685290337	90.35875248909
stripe_0098	92.7852727174759	98.4805465936661	93.8430280685425	115.799407958984	105.342627167702	112.170680046082
stripe_0099	177.77959394455	143.398510754108	140.293701589108	152.504528999329	170.788139820099	154.599280834198
stripe_0100	342.682418346405	311.653840065002	325.185707092285	376.28258228302	341.377615451813	368.835859298706
stripe_0101	125.148785591125	150.745836734772	149.148028612137	151.745693445206	143.80506837368	144.65280008316
stripe_0102	180.445656061172	149.413453817368	155.047816991806	180.278281927109	190.35000371933	172.595938801765
stripe_0103	189.592822313309	173.22613465786	183.11654651165	192.239084839821	238.470739364624	187.89731669426
stripe_0104	108.184477686882	90.6914349794388	81.901371717453	99.885565161705	122.368179440498	100.997728049755
stripe_0105	145.776412606239	141.721877574921	153.974284887314	184.746504545212	179.891434431076	180.723023891449
stripe_0106	144.721701860428	115.204861044884	121.906850814819	91.2364975214005	121.435533642769	66.4979658126831
stripe_0107	72.9020364880562	79.7968879938126	77.9712123274803	75.331282556057	83.7040452957153	92.0713891983032
stripe_0108	102.837916493416	81.5472704172134	85.5243235826492	90.8796043395996	94.0740554332733	108.366553068161
stripe_0109	160.188066244125	117.860200881958	111.093820571899	124.285421788692	129.765608310699	127.105227708817
stripe_0110	194.391565084457	183.036906242371	147.345440745354	202.705362558365	227.870588302612	207.259572029114
stripe_0111	105.594637989998	117.469104170799	125.876703500748	106.228348493576	113.77895128727	128.345912337303
stripe_0112	148.373356580734	123.554720640182	135.80280148983	128.367561221123	143.511504173279	149.048328280449
stripe_0113	139.791023135185	126.416338205338	156.268887877464	130.573523163795	141.833780407906	141.872784137726
stripe_0114	337.885942935944	321.295516967773	319.758678913116	359.893609046936	396.207406997681	329.168138027191
