Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Up_in_Mutant	GO:0048705	skeletal system morphogenesis	9/119	270/28832	0.0333333333333333	8.07619047619048	7.52057657505714	1.91080590450108e-06	0.00233506613294153	0.00175787659599327	Sox9/Stc1/Myc/Tbx15/Dhrs3/Tgfbr1/Hoxa7/Hottip/Cyp26b1	9
Up_in_Mutant	GO:0032331	negative regulation of chondrocyte differentiation	4/119	26/28832	0.153846153846154	37.2747252747253	11.9127869835859	3.84413609806382e-06	0.00233506613294153	0.00175787659599327	Sox9/Ccn4/Gli2/Tgfbr1	4
Up_in_Mutant	GO:0032330	regulation of chondrocyte differentiation	5/119	57/28832	0.087719298245614	21.2531328320802	9.85339790478896	3.88186490964539e-06	0.00233506613294153	0.00175787659599327	Sox9/Thrb/Ccn4/Gli2/Tgfbr1	5
Up_in_Mutant	GO:0045165	cell fate commitment	9/119	310/28832	0.0290322580645161	7.03410138248848	6.87650099482189	5.87705200247712e-06	0.00233506613294153	0.00175787659599327	Sox9/Onecut2/Gli2/Lmo4/Tbx15/Glis1/Tgfbr1/Cyp26b1/Nrg1	9
Up_in_Mutant	GO:0051216	cartilage development	8/119	235/28832	0.0340425531914894	8.24802431610942	7.18219816100058	6.23169009289058e-06	0.00233506613294153	0.00175787659599327	Sox9/Dicer1/Thrb/Stc1/Ccn4/Gli2/Sulf2/Tgfbr1	8
Up_in_Mutant	GO:0070167	regulation of biomineral tissue development	6/119	109/28832	0.055045871559633	13.3368283093054	8.30741523942236	6.23515656326176e-06	0.00233506613294153	0.00175787659599327	Gja1/Sox9/Dicer1/Cebpb/S1pr1/Tent5a	6
Up_in_Mutant	GO:0001649	osteoblast differentiation	8/119	243/28832	0.0329218106995885	7.97648442092887	7.03079332107826	7.95759335683401e-06	0.00255438746754372	0.00192298534201989	Gja1/Sox9/Ccn4/Gli2/Cebpb/Glis1/Cdk6/Tent5a	8
Up_in_Mutant	GO:0061037	negative regulation of cartilage development	4/119	33/28832	0.121212121212121	29.3679653679654	10.4968865252347	1.02896725075479e-05	0.00259781351700472	0.00195567719383814	Sox9/Ccn4/Gli2/Tgfbr1	4
Up_in_Mutant	GO:0060348	bone development	8/119	255/28832	0.0313725490196078	7.60112044817927	6.81621810188485	1.12941242608699e-05	0.00259781351700472	0.00195567719383814	Gja1/Sox9/Stc1/Ccn4/Sulf2/Dhrs3/Hottip/Cyp26b1	8
Up_in_Mutant	GO:0090596	sensory organ morphogenesis	9/119	343/28832	0.0262390670553936	6.35735110370679	6.42573210250207	1.31913494825171e-05	0.00259781351700472	0.00195567719383814	Sox9/Sdk2/Foxf2/Thrb/Myc/Gli2/Mafb/Cyp26b1/Fat3	9
Up_in_Mutant	GO:0048562	embryonic organ morphogenesis	9/119	348/28832	0.0258620689655172	6.26600985221675	6.3626033381941	1.4793406155463e-05	0.00259781351700472	0.00195567719383814	Gja1/Sox9/Foxf2/Myc/Gli2/Mafb/Tbx15/Tgfbr1/Hoxa7	9
Up_in_Mutant	GO:0002062	chondrocyte differentiation	6/119	127/28832	0.047244094488189	11.4465691788526	7.5955778216859	1.49854940599287e-05	0.00259781351700472	0.00195567719383814	Sox9/Thrb/Ccn4/Gli2/Sulf2/Tgfbr1	6
Up_in_Mutant	GO:0031214	biomineral tissue development	7/119	191/28832	0.0366492146596859	8.87958115183246	7.03379612217945	1.5029628714313e-05	0.00259781351700472	0.00195567719383814	Gja1/Sox9/Dicer1/Slc24a3/Cebpb/S1pr1/Tent5a	7
Up_in_Mutant	GO:0061035	regulation of cartilage development	5/119	77/28832	0.0649350649350649	15.7328385899814	8.33372481605926	1.71518931201156e-05	0.00275287884577855	0.00207241295067863	Sox9/Thrb/Ccn4/Gli2/Tgfbr1	5
Up_in_Mutant	GO:1902105	regulation of leukocyte differentiation	9/119	373/28832	0.0241286863270777	5.84603600153198	6.06450394031218	2.55291001224097e-05	0.00382425919833698	0.00287896588748859	Dicer1/Myc/Nfam1/Mafb/Cebpb/Shb/Cdk6/Hoxa7/Cyp26b1	9
Up_in_Mutant	GO:0048663	neuron fate commitment	5/119	88/28832	0.0568181818181818	13.7662337662338	7.72137375172455	3.28022251045078e-05	0.00460666248811431	0.00346797208835158	Sox9/Gli2/Lmo4/Tgfbr1/Nrg1	5
Up_in_Mutant	GO:0030278	regulation of ossification	6/119	148/28832	0.0405405405405405	9.82239382239382	6.92726001781716	3.55940815865864e-05	0.00461430165000715	0.00347372297639495	Gja1/Sox9/Thrb/S1pr1/Dhrs3/Tent5a	6
Up_in_Mutant	GO:0003158	endothelium development	6/119	149/28832	0.0402684563758389	9.75647171620326	6.89880779245008	3.69636981308984e-05	0.00461430165000715	0.00347372297639495	Gja1/Dicer1/Stc1/S1pr1/Tgfbr1/Nrg1	6
Up_in_Mutant	GO:0007389	pattern specification process	10/119	500/28832	0.02	4.84571428571429	5.58454055859186	4.42917753874615e-05	0.00493232854712386	0.00371313891046684	Gja1/Mapk8/Stc1/Pcdh8/Gli2/Mafb/Ttc21b/Tgfbr1/Hoxa7/Cyp26b1	10
Up_in_Mutant	GO:0035265	organ growth	7/119	227/28832	0.0308370044052863	7.47136563876652	6.30161606191368	4.53606876461486e-05	0.00493232854712386	0.00371313891046684	Gja1/Sox9/Stc1/Ccn4/S1pr1/Tgfbr1/Nrg1	7
Up_in_Mutant	GO:0035270	endocrine system development	6/119	155/28832	0.0387096774193548	9.37880184331797	6.73356348048947	4.60965284777931e-05	0.00493232854712386	0.00371313891046684	Sox9/Tg/Onecut2/Gli2/Tgfbr1/Cdk6	6
Up_in_Mutant	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	7/119	232/28832	0.0301724137931035	7.31034482758621	6.21266757230841	5.20532353594848e-05	0.00531652817512556	0.00400237077620536	Sdk2/Pcdh8/Cdh4/Elfn1/Cdh11/Nrg1/Fat3	7
Up_in_Mutant	GO:0045655	regulation of monocyte differentiation	3/119	19/28832	0.157894736842105	38.2556390977444	10.4577589454646	6.32973574185977e-05	0.00618387661389518	0.00465532509710236	Myc/Cdk6/Hoxa7	3
Up_in_Mutant	GO:1901201	regulation of extracellular matrix assembly	3/119	20/28832	0.15	36.3428571428571	10.1787394656189	7.42433820348118e-05	0.00695103664300926	0.00523285591797994	Sox9/Tgfbr1/Antxr1	3
Up_in_Mutant	GO:0061448	connective tissue development	8/119	335/28832	0.0238805970149254	5.78592750533049	5.67221908082988	7.83245614877867e-05	0.00703981158652227	0.00529968717098414	Sox9/Dicer1/Thrb/Stc1/Ccn4/Gli2/Sulf2/Tgfbr1	8
Up_in_Mutant	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	5/119	112/28832	0.0446428571428571	10.8163265306122	6.70084910359019	0.000103825772697148	0.0083903705214004	0.00631641038478929	Sdk2/Pcdh8/Cdh4/Cdh11/Fat3	5
Up_in_Mutant	GO:0002064	epithelial cell development	7/119	262/28832	0.0267175572519084	6.47328244274809	5.72937744138661	0.000111340333580319	0.0083903705214004	0.00631641038478929	Gja1/Sox9/Dicer1/Kcnma1/Stc1/Onecut2/Cdk6	7
Up_in_Mutant	GO:0003002	regionalization	9/119	452/28832	0.0199115044247788	4.82427307206068	5.27564987824531	0.000111602582092093	0.0083903705214004	0.00631641038478929	Gja1/Mapk8/Pcdh8/Gli2/Mafb/Ttc21b/Tgfbr1/Hoxa7/Cyp26b1	9
Up_in_Mutant	GO:0035107	appendage morphogenesis	6/119	182/28832	0.032967032967033	7.98744113029827	6.08773292247305	0.000112020968242996	0.0083903705214004	0.00631641038478929	Gja1/Sox9/Dicer1/Gli2/Hottip/Cyp26b1	6
Up_in_Mutant	GO:0035108	limb morphogenesis	6/119	182/28832	0.032967032967033	7.98744113029827	6.08773292247305	0.000112020968242996	0.0083903705214004	0.00631641038478929	Gja1/Sox9/Dicer1/Gli2/Hottip/Cyp26b1	6
Up_in_Mutant	GO:0060349	bone morphogenesis	5/119	116/28832	0.0431034482758621	10.4433497536946	6.56080523652714	0.000122514350491698	0.0087965181538076	0.00662216507304186	Sox9/Stc1/Dhrs3/Hottip/Cyp26b1	5
Up_in_Mutant	GO:1903706	regulation of hemopoiesis	9/119	459/28832	0.0196078431372549	4.75070028011205	5.21470953683796	0.000125273066720892	0.0087965181538076	0.00662216507304186	Dicer1/Myc/Nfam1/Mafb/Cebpb/Shb/Cdk6/Hoxa7/Cyp26b1	9
Up_in_Mutant	GO:0002762	negative regulation of myeloid leukocyte differentiation	4/119	63/28832	0.0634920634920635	15.3832199546485	7.35746257753755	0.000136149524741921	0.00927054491197261	0.00697902029538331	Myc/Mafb/Cdk6/Hoxa7	4
Up_in_Mutant	GO:2000648	positive regulation of stem cell proliferation	4/119	64/28832	0.0625	15.1428571428571	7.29182697377008	0.00014476563912389	0.00932394994757857	0.00701922449383214	Gja1/Sox9/Gli2/Tgfbr1	4
